"SampleID","BioSampleID","ComClustID","Env_cons","SeqTech_cons","Temperature_C_mean","Latitude","pH","Depth_metres_mean","Richness","Temp_bin","AbsLatitude","LatRegion","Zone","n_bin"
"ERR1756342.ERS493860","ERS493860","SGRP231780","aquatic","AMPLICON",25.8678170416667,6.4791,NA,22.7083333333333,1307,26,6.4791,"Tropics_Subtropics","tropical",20
"ERR1879762.ERS488991","ERS488991","SGRP231780","aquatic","AMPLICON",25.8678170416667,17.4822,NA,22.7083333333333,1354,26,17.4822,"Tropics_Subtropics","tropical",20
"ERR1879947.ERS488980","ERS488980","SGRP231780","aquatic","AMPLICON",25.8678170416667,17.4854,NA,22.7083333333333,1254,26,17.4854,"Tropics_Subtropics","tropical",20
"ERR1879915.ERS493197","ERS493197","SGRP231824","aquatic","AMPLICON",25.9596033333333,11.24,NA,5,1265,26,11.24,"Tropics_Subtropics","tropical",20
"SRR5557891.SRS2198743","SRS2198743","SGRP20607","aquatic","AMPLICON",25.998,21.30625,8.10266666666667,32.1111111111111,1259,26,21.30625,"Tropics_Subtropics","tropical",20
"ERR1756056.ERS492965","ERS492965","SGRP231897","aquatic","AMPLICON",26.0572897142857,-11.9785,NA,5,1678,26,11.9785,"Tropics_Subtropics","tropical",20
"ERR562702.ERS492825","ERS492825","SGRP231897","aquatic","AMPLICON",26.0572897142857,-9.1552,NA,5,1212,26,9.1552,"Tropics_Subtropics","tropical",20
"ERR1879718.ERS492959","ERS492959","SGRP231897","aquatic","AMPLICON",26.0572897142857,-11.986,NA,5,2009,26,11.986,"Tropics_Subtropics","tropical",20
"ERR1755999.ERS492965","ERS492965","SGRP231897","aquatic","AMPLICON",26.0572897142857,-11.9785,NA,5,1482,26,11.9785,"Tropics_Subtropics","tropical",20
"ERR562452.ERS492332","ERS492332","SGRP231897","aquatic","AMPLICON",26.0572897142857,-16.9554,NA,5,1287,26,16.9554,"Tropics_Subtropics","tropical",20
"ERR1755968.ERS489857","ERS489857","SGRP231778","aquatic","AMPLICON",26.1285828333333,-17.5656,NA,15.1666666666667,1597,26,17.5656,"Tropics_Subtropics","tropical",20
"ERR1755954.ERS489896","ERS489896","SGRP231778","aquatic","AMPLICON",26.1285828333333,-22.3407,NA,15.1666666666667,1531,26,22.3407,"Tropics_Subtropics","tropical",20
"ERR1756075.ERS489747","ERS489747","SGRP231778","aquatic","AMPLICON",26.1285828333333,-17.0283,NA,15.1666666666667,1813,26,17.0283,"Tropics_Subtropics","tropical",20
"ERR1755991.ERS489785","ERS489785","SGRP231778","aquatic","AMPLICON",26.1285828333333,-17.4989,NA,15.1666666666667,1612,26,17.4989,"Tropics_Subtropics","tropical",20
"ERR1756073.ERS489747","ERS489747","SGRP231778","aquatic","AMPLICON",26.1285828333333,-17.0283,NA,15.1666666666667,1734,26,17.0283,"Tropics_Subtropics","tropical",20
"ERR1755981.ERS493768","ERS493768","SGRP231797","aquatic","AMPLICON",26.3839294166667,14.3284,NA,11.6666666666667,1274,26,14.3284,"Tropics_Subtropics","tropical",20
"ERR1756241.ERS492092","ERS492092","SGRP231797","aquatic","AMPLICON",26.3839294166667,0.09,NA,11.6666666666667,1473,26,0.09,"Tropics_Subtropics","tropical",20
"ERR1879688.ERS493130","ERS493130","SGRP231906","aquatic","AMPLICON",26.6114732,6.8596,NA,34,1324,27,6.8596,"Tropics_Subtropics","tropical",45
"ERR1879681.ERS492788","ERS492788","SGRP231906","aquatic","AMPLICON",26.6114732,-8.896,NA,34,1463,27,8.896,"Tropics_Subtropics","tropical",45
"ERR562391.ERS488809","ERS488809","SGRP231875","aquatic","AMPLICON",26.7004,19.0342,NA,5,1267,27,19.0342,"Tropics_Subtropics","tropical",45
"ERR1756062.ERS488885","ERS488885","SGRP231875","aquatic","AMPLICON",26.7004,18.5706,NA,5,1046,27,18.5706,"Tropics_Subtropics","tropical",45
"ERR654521.ERS488885","ERS488885","SGRP231875","aquatic","AMPLICON",26.7004,18.5706,NA,5,1270,27,18.5706,"Tropics_Subtropics","tropical",45
"ERR654526.ERS488885","ERS488885","SGRP231875","aquatic","AMPLICON",26.7004,18.5706,NA,5,1327,27,18.5706,"Tropics_Subtropics","tropical",45
"ERR1756165.ERS488885","ERS488885","SGRP231875","aquatic","AMPLICON",26.7004,18.5706,NA,5,1231,27,18.5706,"Tropics_Subtropics","tropical",45
"ERR1756071.ERS493199","ERS493199","SGRP231815","aquatic","AMPLICON",26.8446268888889,11.24,NA,5,1389,27,11.24,"Tropics_Subtropics","tropical",45
"ERR1879751.ERS493222","ERS493222","SGRP231815","aquatic","AMPLICON",26.8446268888889,22.7306,NA,5,2159,27,22.7306,"Tropics_Subtropics","tropical",45
"ERR1756092.ERS493224","ERS493224","SGRP231815","aquatic","AMPLICON",26.8446268888889,22.7306,NA,5,1486,27,22.7306,"Tropics_Subtropics","tropical",45
"ERR1756017.ERS489452","ERS489452","SGRP231815","aquatic","AMPLICON",26.8446268888889,-21.4603,NA,5,1705,27,21.4603,"Tropics_Subtropics","tropical",45
"ERR1756186.ERS489377","ERS489377","SGRP231815","aquatic","AMPLICON",26.8446268888889,-21.4757,NA,5,1848,27,21.4757,"Tropics_Subtropics","tropical",45
"ERR1756171.ERS493199","ERS493199","SGRP231815","aquatic","AMPLICON",26.8446268888889,11.24,NA,5,1461,27,11.24,"Tropics_Subtropics","tropical",45
"ERR1756080.ERS493761","ERS493761","SGRP231815","aquatic","AMPLICON",26.8446268888889,6.3315,NA,5,2055,27,6.3315,"Tropics_Subtropics","tropical",45
"ERR1755949.ERS493224","ERS493224","SGRP231815","aquatic","AMPLICON",26.8446268888889,22.7306,NA,5,1518,27,22.7306,"Tropics_Subtropics","tropical",45
"ERR1879703.ERS493759","ERS493759","SGRP231815","aquatic","AMPLICON",26.8446268888889,6.3315,NA,5,2057,27,6.3315,"Tropics_Subtropics","tropical",45
"ERR1755943.ERS492985","ERS492985","SGRP231799","aquatic","AMPLICON",26.9919008333333,-6.6306,NA,24.1666666666667,1764,27,6.6306,"Tropics_Subtropics","tropical",45
"ERR1756234.ERS493645","ERS493645","SGRP231799","aquatic","AMPLICON",26.9919008333333,14.2017,NA,24.1666666666667,1724,27,14.2017,"Tropics_Subtropics","tropical",45
"ERR1756253.ERS493111","ERS493111","SGRP231799","aquatic","AMPLICON",26.9919008333333,0.0328,NA,24.1666666666667,1393,27,0.0328,"Tropics_Subtropics","tropical",45
"ERR1756161.ERS493132","ERS493132","SGRP231799","aquatic","AMPLICON",26.9919008333333,6.8596,NA,24.1666666666667,1577,27,6.8596,"Tropics_Subtropics","tropical",45
"ERR1756221.ERS493057","ERS493057","SGRP231799","aquatic","AMPLICON",26.9919008333333,0.0095,NA,24.1666666666667,2186,27,0.0095,"Tropics_Subtropics","tropical",45
"ERR1756154.ERS493111","ERS493111","SGRP231799","aquatic","AMPLICON",26.9919008333333,0.0328,NA,24.1666666666667,1306,27,0.0328,"Tropics_Subtropics","tropical",45
"ERR1756332.ERS493175","ERS493175","SGRP231799","aquatic","AMPLICON",26.9919008333333,6.6768,NA,24.1666666666667,1103,27,6.6768,"Tropics_Subtropics","tropical",45
"ERR1756237.ERS492985","ERS492985","SGRP231799","aquatic","AMPLICON",26.9919008333333,-6.6306,NA,24.1666666666667,1301,27,6.6306,"Tropics_Subtropics","tropical",45
"ERR1756149.ERS493645","ERS493645","SGRP231799","aquatic","AMPLICON",26.9919008333333,14.2017,NA,24.1666666666667,1049,27,14.2017,"Tropics_Subtropics","tropical",45
"ERR1756115.ERS492052","ERS492052","SGRP231799","aquatic","AMPLICON",26.9919008333333,0.0422,NA,24.1666666666667,1747,27,0.0422,"Tropics_Subtropics","tropical",45
"ERR1756227.ERS493175","ERS493175","SGRP231799","aquatic","AMPLICON",26.9919008333333,6.6768,NA,24.1666666666667,1825,27,6.6768,"Tropics_Subtropics","tropical",45
"ERR1756250.ERS493132","ERS493132","SGRP231799","aquatic","AMPLICON",26.9919008333333,6.8596,NA,24.1666666666667,1189,27,6.8596,"Tropics_Subtropics","tropical",45
"ERR1756096.ERS492064","ERS492064","SGRP231941","aquatic","AMPLICON",27.123876,0.0294,NA,20.8333333333333,1035,27,0.0294,"Tropics_Subtropics","tropical",45
"ERR562576.ERS492184","ERS492184","SGRP231941","aquatic","AMPLICON",27.123876,2.0663,NA,20.8333333333333,1291,27,2.0663,"Tropics_Subtropics","tropical",45
"ERR654528.ERS489054","ERS489054","SGRP253451","aquatic","AMPLICON",27.1655202105263,14.5,NA,13.6842105263158,1816,27,14.5,"Tropics_Subtropics","tropical",45
"ERR562626.ERS489037","ERS489037","SGRP253451","aquatic","AMPLICON",27.1655202105263,14.6047,NA,13.6842105263158,1295,27,14.6047,"Tropics_Subtropics","tropical",45
"ERR562497.ERS488896","ERS488896","SGRP253451","aquatic","AMPLICON",27.1655202105263,18.5664,NA,13.6842105263158,1218,27,18.5664,"Tropics_Subtropics","tropical",45
"ERR1879809.ERS488967","ERS488967","SGRP253451","aquatic","AMPLICON",27.1655202105263,17.5009,NA,13.6842105263158,1307,27,17.5009,"Tropics_Subtropics","tropical",45
"ERR1879876.ERS488967","ERS488967","SGRP253451","aquatic","AMPLICON",27.1655202105263,17.5009,NA,13.6842105263158,1578,27,17.5009,"Tropics_Subtropics","tropical",45
"ERR1879675.ERS488967","ERS488967","SGRP253451","aquatic","AMPLICON",27.1655202105263,17.5009,NA,13.6842105263158,1153,27,17.5009,"Tropics_Subtropics","tropical",45
"ERR1879931.ERS488967","ERS488967","SGRP253451","aquatic","AMPLICON",27.1655202105263,17.5009,NA,13.6842105263158,1025,27,17.5009,"Tropics_Subtropics","tropical",45
"ERR562374.ERS489067","ERS489067","SGRP253451","aquatic","AMPLICON",27.1655202105263,14.5596,NA,13.6842105263158,1034,27,14.5596,"Tropics_Subtropics","tropical",45
"ERR1879705.ERS488967","ERS488967","SGRP253451","aquatic","AMPLICON",27.1655202105263,17.5009,NA,13.6842105263158,1864,27,17.5009,"Tropics_Subtropics","tropical",45
"ERR562645.ERS488902","ERS488902","SGRP253451","aquatic","AMPLICON",27.1655202105263,18.5734,NA,13.6842105263158,1342,27,18.5734,"Tropics_Subtropics","tropical",45
"ERR562559.ERS488900","ERS488900","SGRP254681","aquatic","AMPLICON",27.2061,18.5701,NA,5,1330,27,18.5701,"Tropics_Subtropics","tropical",45
"ERR562593.ERS488900","ERS488900","SGRP254681","aquatic","AMPLICON",27.2061,18.5701,NA,5,997,27,18.5701,"Tropics_Subtropics","tropical",45
"ERR3770613.ERS4186737","ERS4186737","SGRP111625","aquatic","AMPLICON",27.4,19.41718333,8.20433333333333,0,1094,27,19.41718333,"Tropics_Subtropics","tropical",45
"ERR3770615.ERS4186739","ERS4186739","SGRP111625","aquatic","AMPLICON",27.4,19.41718333,8.20433333333333,0,1072,27,19.41718333,"Tropics_Subtropics","tropical",45
"ERR3770641.ERS4186765","ERS4186765","SGRP111625","aquatic","AMPLICON",27.4,19.44618333,8.20433333333333,0,1216,27,19.44618333,"Tropics_Subtropics","tropical",45
"ERR3771014.ERS4187142","ERS4187142","SGRP111622","aquatic","AMPLICON",28.15,19.41843333,8.142,0,1709,28,19.41843333,"Tropics_Subtropics","tropical",18
"ERR3771020.ERS4187148","ERS4187148","SGRP111622","aquatic","AMPLICON",28.15,19.41983333,8.142,0,1582,28,19.41983333,"Tropics_Subtropics","tropical",18
"ERR3771022.ERS4187150","ERS4187150","SGRP111622","aquatic","AMPLICON",28.15,19.41983333,8.142,0,1692,28,19.41983333,"Tropics_Subtropics","tropical",18
"ERR3771016.ERS4187144","ERS4187144","SGRP111622","aquatic","AMPLICON",28.15,19.41843333,8.142,0,1605,28,19.41843333,"Tropics_Subtropics","tropical",18
"ERR3771018.ERS4187146","ERS4187146","SGRP111622","aquatic","AMPLICON",28.15,19.41983333,8.142,0,1789,28,19.41983333,"Tropics_Subtropics","tropical",18
"ERR3771060.ERS4187188","ERS4187188","SGRP111622","aquatic","AMPLICON",28.15,19.47396667,8.142,0,1525,28,19.47396667,"Tropics_Subtropics","tropical",18
"ERR3771012.ERS4187140","ERS4187140","SGRP111622","aquatic","AMPLICON",28.15,19.41843333,8.142,0,1590,28,19.41843333,"Tropics_Subtropics","tropical",18
"ERR3771021.ERS4187149","ERS4187149","SGRP111629","aquatic","AMPLICON",28.15,19.41983333,8.142,0,2130,28,19.41983333,"Tropics_Subtropics","tropical",18
"ERR3771061.ERS4187189","ERS4187189","SGRP111629","aquatic","AMPLICON",28.15,19.47396667,8.142,0,1752,28,19.47396667,"Tropics_Subtropics","tropical",18
"ERR3771063.ERS4187191","ERS4187191","SGRP111629","aquatic","AMPLICON",28.15,19.47396667,8.142,0,1723,28,19.47396667,"Tropics_Subtropics","tropical",18
"ERR3771015.ERS4187143","ERS4187143","SGRP111629","aquatic","AMPLICON",28.15,19.41843333,8.142,0,2016,28,19.41843333,"Tropics_Subtropics","tropical",18
"ERR3771059.ERS4187187","ERS4187187","SGRP111629","aquatic","AMPLICON",28.15,19.47396667,8.142,0,1799,28,19.47396667,"Tropics_Subtropics","tropical",18
"ERR3771065.ERS4187193","ERS4187193","SGRP111629","aquatic","AMPLICON",28.15,19.47316667,8.142,0,1666,28,19.47316667,"Tropics_Subtropics","tropical",18
"ERR3771011.ERS4187139","ERS4187139","SGRP111629","aquatic","AMPLICON",28.15,19.41843333,8.142,0,1982,28,19.41843333,"Tropics_Subtropics","tropical",18
"ERR3771017.ERS4187145","ERS4187145","SGRP111629","aquatic","AMPLICON",28.15,19.41983333,8.142,0,2197,28,19.41983333,"Tropics_Subtropics","tropical",18
"ERR3771019.ERS4187147","ERS4187147","SGRP111629","aquatic","AMPLICON",28.15,19.41983333,8.142,0,1918,28,19.41983333,"Tropics_Subtropics","tropical",18
"ERR3771067.ERS4187195","ERS4187195","SGRP111629","aquatic","AMPLICON",28.15,19.47316667,8.142,0,1691,28,19.47316667,"Tropics_Subtropics","tropical",18
"ERR3771013.ERS4187141","ERS4187141","SGRP111629","aquatic","AMPLICON",28.15,19.41843333,8.142,0,2091,28,19.41843333,"Tropics_Subtropics","tropical",18
"ERR1756317.ERS489691","ERS489691","SGRP231814","aquatic","AMPLICON",28.6159526666667,-12.7907,NA,5,1293,29,12.7907,"Tropics_Subtropics","tropical",24
"ERR1756084.ERS489631","ERS489631","SGRP231814","aquatic","AMPLICON",28.6159526666667,-13.0782,NA,5,1627,29,13.0782,"Tropics_Subtropics","tropical",24
"ERR1756361.ERS489818","ERS489818","SGRP231814","aquatic","AMPLICON",28.6159526666667,-17.4971,NA,5,1192,29,17.4971,"Tropics_Subtropics","tropical",24
"SRR2097431.SRS987957","SRS987957","SGRP9106","aquatic","AMPLICON",28.6621621621622,21.889675,NA,25.655,1140,29,21.889675,"Tropics_Subtropics","tropical",24
"SRR1593665.SRS713838","SRS713838","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,1044,29,23.4425,"Tropics_Subtropics","tropical",24
"SRR1593647.SRS713820","SRS713820","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,1256,29,23.4425,"Tropics_Subtropics","tropical",24
"SRR1593649.SRS713822","SRS713822","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,1379,29,23.4425,"Tropics_Subtropics","tropical",24
"SRR1593659.SRS713831","SRS713831","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,899,29,23.4425,"Tropics_Subtropics","tropical",24
"SRR1593648.SRS713821","SRS713821","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,1277,29,23.4425,"Tropics_Subtropics","tropical",24
"SRR1593660.SRS713833","SRS713833","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,1400,29,23.4425,"Tropics_Subtropics","tropical",24
"SRR1593646.SRS713819","SRS713819","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,1255,29,23.4425,"Tropics_Subtropics","tropical",24
"SRR1593662.SRS713835","SRS713835","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,1177,29,23.4425,"Tropics_Subtropics","tropical",24
"SRR1593652.SRS713824","SRS713824","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,1111,29,23.4425,"Tropics_Subtropics","tropical",24
"SRR1593658.SRS713832","SRS713832","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,930,29,23.4425,"Tropics_Subtropics","tropical",24
"SRR1593663.SRS713836","SRS713836","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,1279,29,23.4425,"Tropics_Subtropics","tropical",24
"SRR1593653.SRS713825","SRS713825","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,1098,29,23.4425,"Tropics_Subtropics","tropical",24
"SRR1593654.SRS713827","SRS713827","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,1209,29,23.4425,"Tropics_Subtropics","tropical",24
"SRR1593655.SRS713828","SRS713828","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,1035,29,23.4425,"Tropics_Subtropics","tropical",24
"SRR1593664.SRS713837","SRS713837","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,1290,29,23.4425,"Tropics_Subtropics","tropical",24
"SRR1593661.SRS713834","SRS713834","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,1009,29,23.4425,"Tropics_Subtropics","tropical",24
"SRR1593650.SRS713823","SRS713823","SGRP285942","aquatic","AMPLICON",28.975,-23.4425,7.93,NA,1147,29,23.4425,"Tropics_Subtropics","tropical",24
"ERR1756074.ERS489351","ERS489351","SGRP231821","aquatic","AMPLICON",29.3968482,-16.8082,NA,5,1357,29,16.8082,"Tropics_Subtropics","tropical",24
"ERR1756197.ERS489158","ERS489158","SGRP231821","aquatic","AMPLICON",29.3968482,4.6598,NA,5,1454,29,4.6598,"Tropics_Subtropics","tropical",24
"ERR1756166.ERS489289","ERS489289","SGRP231821","aquatic","AMPLICON",29.3968482,-0.6625,NA,5,1744,29,0.6625,"Tropics_Subtropics","tropical",24
"ERR562583.ERS489336","ERS489336","SGRP254698","aquatic","AMPLICON",29.845967,-9.4165,NA,0.95,277,30,9.4165,"Tropics_Subtropics","tropical",2
"SRR5165316.SRS1913835","SRS1913835","SGRP103346","aquatic","AMPLICON",30,28.1753,NA,NA,155,30,28.1753,"Tropics_Subtropics","tropical",2
