ComClustID	pH_mean	Temperature_C_mean	Depth_metres_mean
SGRP260098			0.0
SGRP260120			0.0
SGRP260281			3.6
SGRP260395		15.0	71.42857142857143
SGRP260433	4.8340000000000005		0.01
SGRP260604			0.0
SGRP260948	7.1819999999999995	18.400000000000002	0.19999999999999998
SGRP260950	8.476	10.78	0.5
SGRP260970		0.0	
SGRP261115			16.2
SGRP261162			0.3
SGRP261211			2.5
SGRP262124			0.0
SGRP262128			0.0
SGRP262139			0.0
SGRP262144			0.0
SGRP262151			0.0
SGRP262160			0.0
SGRP262161			0.0
SGRP262168			0.0
SGRP262170			0.0
SGRP262172			0.0
SGRP262173			0.0
SGRP262178			0.0
SGRP262198			0.0
SGRP262234			0.0
SGRP262240			0.0
SGRP262247			0.0
SGRP262278			0.0
SGRP262332			0.0
SGRP262414			0.0
SGRP262580			0.0
SGRP262719			0.07500000000000002
SGRP262736			0.5960000000000001
SGRP262757	8.0	6.6000000000000005	205.0
SGRP262780	7.916666666666667	6.391666666666667	369.5833333333333
SGRP262806			0.25294117647058817
SGRP262827	8.0	6.6000000000000005	205.0
SGRP262935		20.574	
SGRP263163			0.725
SGRP263220		27.1	
SGRP263246			0.02
SGRP263462	7.633333333333333	25.675	1946.255555555556
SGRP263463			3213.375
SGRP263529			4.86
SGRP263648			0.01
SGRP263651		20.733333333333334	6.814814814814815
SGRP263676	8.328000000000001	11.48	0.4642857142857143
SGRP263694			0.01
SGRP263738	5.335714285714286		0.01
SGRP263739			0.01
SGRP263763	5.575		0.01
SGRP263777	5.2877777777777775		0.009999999999999998
SGRP263785		-9.333333333333334	
SGRP263816			0.18333333333333332
SGRP263959			0.0
SGRP263972		25.0	0.0
SGRP263981			0.0
SGRP263985		25.0	0.0
SGRP263990			0.0
SGRP263991		28.473988013757957	
SGRP263998		27.774333333333335	
SGRP264056	7.0	35.0	
SGRP264090		25.0	0.0
SGRP264376	5.84		
SGRP264385	8.074	24.35	9.02
SGRP264386			0.3857142857142857
SGRP264387	7.584545454545457	28.15909090909091	0.1
SGRP264403	8.015333333333333	27.343999999999994	14.093333333333334
SGRP264407			0.33499999999999996
SGRP264412	8.155000000000001	25.095000000000002	21.455428571428573
SGRP264446			0.39999999999999997
SGRP264519	7.978571428571428	26.211428571428574	1.5999999999999999
SGRP264533	7.670833333333333	25.583333333333332	0.10000000000000003
SGRP264535			0.0
SGRP264539			0.0
SGRP264562			0.5285714285714285
SGRP264667			0.4875
SGRP264731	8.026	25.03	
SGRP264860			0.5
SGRP264864	7.394	15.633333333333333	274.396
SGRP264873	7.92	23.4	
SGRP264891	8.758135593220342		
SGRP264914		9.142857142857142	6.0
SGRP265006	7.408333333333334	23.333333333333332	250.22783333333336
SGRP265023			0.0
SGRP265031	8.19	17.166666666666668	0.5
SGRP265042	7.4575	19.666666666666668	282.9175
SGRP265623			0.0
SGRP265624			0.0
SGRP265643	5.420000000000001		0.049999999999999996
SGRP265644	5.109999999999999		0.049999999999999996
SGRP265648	6.053333333333334		0.049999999999999996
SGRP265659	6.356666666666668		0.049999999999999996
SGRP265663	4.465		0.049999999999999996
SGRP265677	5.817499999999999		0.049999999999999996
SGRP265693			0.3
SGRP265694	4.52		6.321052631578947
SGRP265813	4.935		0.049999999999999996
SGRP265817	5.8066666666666675		0.049999999999999996
SGRP265835	6.098000000000001		0.05
SGRP265854	5.6925		0.049999999999999996
SGRP265905			28.76
SGRP265996			23.0
SGRP266011	6.6739999999999995	6.119999999999999	
SGRP266061	6.155714285714285	1.3757142857142857	
SGRP266112			0.3
SGRP266166	6.6000000000000005	20.0	0.09999999999999999
SGRP266243			0.0
SGRP266283			0.0
SGRP266285			0.0
SGRP266286			0.0
SGRP266287			0.0
SGRP266288			0.0
SGRP266289		10.85	0.0015625
SGRP266291			0.0
SGRP266295			0.0
SGRP266296		10.85	0.004545454545454546
SGRP266297			0.0
SGRP266298		10.85	0.009615384615384616
SGRP266299			0.0
SGRP266300			0.0
SGRP266301			0.0
SGRP266304			0.0
SGRP266305			0.0
SGRP266306			0.0
SGRP266307			0.0
SGRP266308			0.0
SGRP266309			0.0
SGRP266313			0.0
SGRP266316		10.85	0.0125
SGRP266317			0.0
SGRP266318			0.0
SGRP266321			0.0
SGRP266323			0.0
SGRP266324			0.0
SGRP266326			0.0
SGRP266329			0.0
SGRP266330		10.85	0.014285714285714287
SGRP266333			0.0
SGRP266337			0.0
SGRP266338		10.85	0.015625
SGRP266339			0.0
SGRP266345			0.0
SGRP266351			0.0
SGRP266354			0.0
SGRP266375			0.0
SGRP266385			0.0
SGRP266388			0.0
SGRP266416			0.19999999999999998
SGRP266444			20.0
SGRP266461			0.09999999999999999
SGRP266465			0.09999999999999999
SGRP266473			14.4
SGRP266724		75.75	
SGRP266734	5.900000000000001		
SGRP266744	5.900000000000003		
SGRP266799	6.535000000000001		
SGRP267223			11.25
SGRP267283			4.0
SGRP267342			0.1
SGRP267344			0.1
SGRP267403			0.0
SGRP267418			371.25
SGRP267420			0.09999999999999999
SGRP267536			1.0
SGRP267550	7.820909090909091	25.363103246538458	67.11538461538461
SGRP267559		22.749833996666666	164.28571428571428
SGRP267583		25.850768701249997	86.36363636363636
SGRP267608		22.414048278571432	239.28571428571428
SGRP267663		34.5	
SGRP267744			1.0
SGRP268040			0.0
SGRP268075			90.0
SGRP268226		6.3999999999999995	1.0
SGRP268235			5.0
SGRP268261			0.0
SGRP268262			0.0
SGRP268263			0.0
SGRP268264			0.0
SGRP268267			0.0
SGRP268277			0.0
SGRP268286			0.0
SGRP268458		43.142857142857146	2097.285714285714
SGRP268462		43.81818181818182	2096.818181818182
SGRP268579			0.1
SGRP268685			0.0
SGRP268688		40.3	0.0
SGRP268813			0.0
SGRP268910			0.0
SGRP268981			0.0
SGRP269136	5.5		
SGRP269466			0.01
SGRP270043		39.0	0.0
SGRP270053		39.0	0.0
SGRP270105			5.714285714285714
SGRP270168			1.0
SGRP270187			241.375
SGRP270189		39.0	0.0
SGRP270215			9.0
SGRP270238	7.7		
SGRP270245		39.0	0.0
SGRP270368		39.0	0.0
SGRP270382			1291.5833333333333
SGRP270641			1.2857142857142858
SGRP270722			4.2018
SGRP271145			0.0
SGRP271215			1.0
SGRP271255			5.130434782608695
SGRP271758			0.19999999999999998
SGRP271923	8.104600000000001	27.459999999999997	0.6
SGRP272065			63.0
SGRP272555			0.009999999999999998
SGRP272556			0.01
SGRP272557			0.009999999999999998
SGRP272558			0.01
SGRP272559			0.01
SGRP272561	7.16		0.01
SGRP272563			0.01
SGRP272568			0.013888888888888888
SGRP272635			0.0
SGRP272637			0.0
SGRP272641			0.0
SGRP272642			0.0
SGRP272643			0.0
SGRP272645			0.0
SGRP272646			0.0
SGRP272647			0.0
SGRP272649			0.0
SGRP272650			0.0
SGRP272652			0.0
SGRP272653			0.0
SGRP272654			0.0
SGRP272655			0.0
SGRP272658			0.0
SGRP272660			0.0
SGRP272664			0.0
SGRP272667			0.0
SGRP272670			0.0
SGRP272674			0.0
SGRP272675			0.0
SGRP272677			0.0
SGRP272682			0.0
SGRP272684			0.0
SGRP272685			0.0
SGRP272688			0.0
SGRP272692			0.0
SGRP272694			0.0
SGRP272702			0.0
SGRP272709			0.0
SGRP272710			0.0
SGRP272716			0.0
SGRP272717			0.0
SGRP272718			0.0
SGRP272723			0.0
SGRP272737			0.0
SGRP272746			0.0
SGRP272747			0.0
SGRP272748			0.0
SGRP272751			0.0
SGRP272753			0.0
SGRP272760			0.0
SGRP272769			0.0
SGRP272772			0.0
SGRP272799			0.0
SGRP272802			0.0
SGRP272828			0.0
SGRP272884			0.0
SGRP272894			0.0
SGRP273230			0.09999999999999999
SGRP273231			0.1
SGRP274020	8.0	14.1	
SGRP275013			0.0
SGRP275220	7.6000000000000005		
SGRP275226	7.522499999999999		0.09999999999999999
SGRP275230	7.670222222222222		0.09999999999999999
SGRP275240	7.6902857142857135		0.10000000000000005
SGRP275241	7.788888888888888		0.10000000000000003
SGRP275246	7.804545454545454		0.09999999999999999
SGRP275295	7.640666666666666		0.10000000000000002
SGRP275301	7.758000000000001		0.1
SGRP275316	7.652000000000001		0.09999999999999999
SGRP275338	7.651111111111111		0.10000000000000003
SGRP276158	5.726666666666667		0.09999999999999999
SGRP276159			1178.0
SGRP276160			1178.0
SGRP276164			1178.0
SGRP276554			2.0
SGRP276722			2.0
SGRP277094		25.5078	1.0
SGRP277103		26.3775	1.0
SGRP277107		24.684	1.0
SGRP277108	7.544444444444445	29.22222222222222	0.09999999999999999
SGRP277123		27.0395	1.0
SGRP277134		25.2675	1.0
SGRP277160			5.0
SGRP277161		26.829	1.0
SGRP277165		25.926	1.0
SGRP277168		27.1038	1.2105263157894737
SGRP277175		26.94966666666667	1.0
SGRP277188		26.629	1.0
SGRP277195		25.24125	1.0
SGRP277196		25.142	1.0
SGRP277197		26.759	1.0
SGRP277205			1.0
SGRP277212		25.65475	1.0
SGRP277237	7.540000000000001	30.2	0.1
SGRP277242	7.377142857142857	27.714285714285715	0.09999999999999999
SGRP277269		25.441999999999997	1.0
SGRP277278		25.81425	1.0
SGRP277296		24.695999999999998	1.0
SGRP277387			
SGRP277398		26.631	1.0
SGRP277401		23.179000000000002	1.0
SGRP277429		27.008666666666667	1.0
SGRP277492		26.854	1.5857142857142856
SGRP278530			0.2
SGRP278581	6.257142857142858		0.09999999999999999
SGRP278583	5.869999999999999		0.09999999999999999
SGRP278587	5.98		0.1
SGRP278590			1201.25
SGRP278591	6.211111111111112		0.09999999999999999
SGRP278602	5.716666666666666		0.09999999999999999
SGRP278604	6.239999999999999		0.1
SGRP278605	6.144444444444445		0.09999999999999999
SGRP278620			916.0
SGRP278626	6.3		0.1
SGRP278849			17.3736
SGRP279057			0.1
SGRP279065			0.09999999999999999
SGRP279083			0.09999999999999999
SGRP279401	3.1333333333333333		2.033333333333333
SGRP279704			0.0
SGRP280367			0.19999999999999998
SGRP280714			0.0
SGRP280715			0.0
SGRP280716			0.0
SGRP280717			0.0
SGRP280718			0.0
SGRP280719			0.0
SGRP280724			0.0
SGRP281054			0.0
SGRP281126	7.119999999999999		0.0
SGRP281212			0.0
SGRP281401	5.256666666666667		0.049999999999999996
SGRP281519			22.57863636363636
SGRP281535	8.4575	19.2	0.5
SGRP281540			14.475714285714288
SGRP281542	8.750000000000002	13.616666666666667	0.5
SGRP281547			3602.0
SGRP281614			9.848
SGRP281624			0.0
SGRP281849	8.252500000000001		
SGRP281996		1.4577777777777776	3738.8888888888887
SGRP282000		1.8060000000000003	3730.0
SGRP282283		13.719999999999999	84.8
SGRP282548		17.8	
SGRP282560		13.918571428571427	
SGRP282666	7.832901785714292		0.20000000000000043
SGRP282675	8.124444444444444		0.20000000000000007
SGRP282723	6.068		0.2
SGRP283027		40.21818181818182	
SGRP283031		36.336363636363636	
SGRP283034			13.2
SGRP283035		40.819999999999986	
SGRP283036		40.92857142857142	
SGRP283069	7.752000000000001	29.150000000000006	0.5
SGRP283778			0.5
SGRP283779			0.5
SGRP283780			0.5
SGRP283781			0.5
SGRP283782			0.5
SGRP283785			0.5
SGRP283790			0.5
SGRP283809	7.830000000000001	12.4415	900.0
SGRP283825		3.75	757.1428571428571
SGRP283835	6.945000000000001		0.10000000000000005
SGRP283840	6.683125000000002		0.10000000000000002
SGRP283841	7.244285714285715		0.1
SGRP283916			210.0
SGRP283917			103.0
SGRP283926			11.428571428571429
SGRP283932			12.5
SGRP283933			12.5
SGRP283934			12.5
SGRP284139	6.8400000000000025		5.0
SGRP284140	3.9099999999999975		5.0
SGRP284150	6.840000000000002		5.0
SGRP284155	3.91		5.0
SGRP284178	3.91		5.0
SGRP284626	8.123333333333333	16.950000000000003	3419.4
SGRP284672	7.415	16.66	238.6006
SGRP284777			0.10000000000000002
SGRP285124		9.682477727272726	521.6363636363636
SGRP285128		10.001346833333335	560.8571428571429
SGRP285185	8.4		
SGRP285200			5.2
SGRP285408			0.0
SGRP285672			94.28571428571429
SGRP285942	7.9300000000000015	28.975	
SGRP286456	6.24		
SGRP286457	5.561538461538461		
SGRP286465	5.183333333333333		
SGRP286474	5.126666666666666		
SGRP286483	5.72		
SGRP286497	6.406666666666667		
SGRP286503	5.9375		
SGRP286505	5.627272727272727		
SGRP286520	6.345714285714285		0.0
SGRP286523	7.976923076923077		
SGRP286524	5.114285714285714		
SGRP286531	5.1416666666666675		
SGRP286534	5.183333333333333		
SGRP286550	5.466666666666666		
SGRP286552	4.746153846153846		
SGRP286561	5.284210526315789		
SGRP286569			7.142857142857143
SGRP286576	5.675		17.142857142857142
SGRP286579	5.845454545454547		0.0
SGRP286613	5.300000000000001		
SGRP286627	5.68		
SGRP286637	5.985714285714285		
SGRP286639	5.336666666666665		
SGRP286691	5.70909090909091		
SGRP286700	7.216666666666666		
SGRP286721	6.140000000000001		
SGRP286727	6.583333333333332		
SGRP286728	6.08		
SGRP286790	7.341666666666668		
SGRP286807	6.08		
SGRP286861	4.9		
SGRP286884	5.623076923076923		
SGRP286889	6.066666666666666		
SGRP286934			
SGRP286952	6.5		6.666666666666667
SGRP286966	5.660000000000001		
SGRP287132	6.2		10.0
SGRP287169			
SGRP287490	5.5		18.0
SGRP287734	7.4		
SGRP288015	5.136000000000001		0.049999999999999996
SGRP288016	6.6564772727272725		0.04999999999999994
SGRP288017	5.0873913043478245		0.049999999999999996
SGRP288019	6.181153846153847		0.049999999999999975
SGRP288020	5.516249999999999		0.05000000000000001
SGRP288021	4.333333333333333		0.049999999999999996
SGRP288022	5.855555555555559		0.050000000000000024
SGRP288023	5.875		0.049999999999999996
SGRP288024	6.200000000000002		0.04999999999999991
SGRP288027	6.4733333333333345		0.04999999999999994
SGRP288030	6.362857142857144		0.05
SGRP288032	5.3740000000000006		0.05000000000000001
SGRP288034	6.376428571428569		0.050000000000000024
SGRP288037	6.070666666666667		0.050000000000000024
SGRP288039	6.310000000000001		0.05
SGRP288043	5.681666666666666		0.049999999999999996
SGRP288045	5.549999999999999		0.05000000000000001
SGRP288046	5.7781818181818165		0.05000000000000002
SGRP288050	5.202222222222222		0.05000000000000002
SGRP288051	5.883333333333334		0.049999999999999996
SGRP288057	5.89375		0.05000000000000001
SGRP288059	6.356999999999999		0.05000000000000001
SGRP288060	5.178333333333334		0.049999999999999996
SGRP288061	6.618571428571428		0.05
SGRP288062	5.8575		0.049999999999999996
SGRP288072	5.6066666666666665		0.049999999999999996
SGRP288073	6.162		0.049999999999999996
SGRP288075	5.380000000000001		0.049999999999999996
SGRP288078	6.29		0.05
SGRP288079	4.5275		0.049999999999999996
SGRP288080	5.539999999999999		0.049999999999999996
SGRP288081	6.823333333333333		0.049999999999999996
SGRP288083	5.845000000000001		0.049999999999999996
SGRP288086	7.215999999999999		0.049999999999999996
SGRP288088	6.705000000000001		0.049999999999999996
SGRP288126	5.478		0.049999999999999996
SGRP288133	5.942500000000001		0.049999999999999996
SGRP288135	7.27		0.05
SGRP288142	4.726666666666667		0.049999999999999996
SGRP288143	5.386666666666667		0.049999999999999996
SGRP288172			0.0
SGRP288183			0.0
SGRP288188			3067.847619047619
SGRP288505		11.0	
SGRP288522		5.25	
SGRP288897			0.14999999999999997
SGRP288921			0.3
SGRP288941	7.4	27.55	0.0
SGRP288964		35.0	
SGRP288979	7.670000000000001	26.966666666666665	9.0
SGRP289005	7.44888888888889	28.2	9.0
SGRP289261			0.19999999999999998
SGRP289265			0.19999999999999998
SGRP289266			0.0
SGRP289286			1.0
SGRP289595		0.40099999999999997	649.27657
SGRP289760			0.0
SGRP289761			0.0
SGRP289762			0.0
SGRP289763			0.0
SGRP289765			0.0
SGRP289766			0.0
SGRP289767			0.0
SGRP289768			0.0
SGRP289769			0.0
SGRP290275			0.02
SGRP290315			1294.125
SGRP290316			3037.875
SGRP290322			678.5
SGRP290377			0.0
SGRP290378			0.0
SGRP290391			0.0
SGRP290398			0.0
SGRP290447			0.0
SGRP290549			0.0
SGRP290646		9.235294117647058	6.0
SGRP290647		14.222222222222221	6.0
SGRP290649		4.945945945945946	6.0
SGRP290650	6.949999999999999		0.0
SGRP290651		13.76923076923077	6.0
SGRP290657		8.883720930232558	6.0
SGRP290661		9.666666666666666	6.0
SGRP290662		5.043478260869565	6.0
SGRP290666		13.4	6.0
SGRP290670		3.2857142857142856	6.0
SGRP290671	6.9625		0.0
SGRP290686		15.714285714285714	6.0
SGRP290690		7.6	6.0
SGRP291252			0.0
SGRP291295	4.425		
SGRP291393			156.8181818181818
SGRP291540			28.660000000000004
SGRP291665			0.0
SGRP291669			0.0
SGRP291673			0.0
SGRP291676			0.0
SGRP291680			0.0
SGRP291684			0.0
SGRP291686			0.0
SGRP291694			0.0
SGRP291695			0.0
SGRP291699			0.0
SGRP291717			0.0
SGRP291722			0.0
SGRP291740			0.0
SGRP291741			0.0
SGRP291745			0.0
SGRP291779			0.0
SGRP291840			0.0
SGRP292867			4.0
SGRP292868			4.0
SGRP292869			4.0
SGRP292871			4.0
SGRP293102		22.537718700000003	104.0
SGRP293106		4.6531158	800.0
SGRP293131		24.02689077777778	112.77777777777777
SGRP293239	6.886666666666668		0.15
SGRP293242	6.584615384615384		0.14999999999999997
SGRP293248	7.945	14.530000000000001	3.0
SGRP293254			0.0
SGRP293269	6.455000000000001		0.15
SGRP293273	6.548571428571429		0.15
SGRP293288	7.863333333333332		0.015
SGRP293339	7.406666666666666		0.15
SGRP293372	7.254285714285715		0.15
SGRP293380	6.714285714285714		0.015
SGRP293390		22.985714285714288	0.0
SGRP293400	5.935		0.15
SGRP293444	6.828000000000001		0.14999999999999997
SGRP293602		22.571428571428573	0.42857142857142855
SGRP293621		14.919999999999998	1.2
SGRP293679	7.618333333333332		0.15
SGRP293781	7.663541666666667	17.689375000000005	3.0
SGRP293823		9.85	32.333333333333336
SGRP293900		18.609090909090913	150.8181818181818
SGRP294791			0.05
SGRP294797			
SGRP294815			
SGRP295037			7.916666666666667
SGRP295038			0.19999999999999998
SGRP295039			62.82608695652174
SGRP295062			5.0
SGRP295254			0.0
SGRP295257			0.0
SGRP295262			0.0
SGRP295263			0.0
SGRP295264			0.0
SGRP295265			0.0
SGRP295266			0.0
SGRP295273			0.0
SGRP295275			0.0
SGRP295276			0.0
SGRP295280			0.0
SGRP295293			0.0
SGRP295295			0.0
SGRP295306			0.0
SGRP295311			0.0
SGRP295312			0.0
SGRP295353			0.0
SGRP295356			0.0
SGRP295666	7.159999999999999		
SGRP295674	7.3		
SGRP295683	7.3999999999999995		
SGRP295703	6.9		0.0
SGRP295795			0.5
SGRP295844	7.398545668599999	22.042701190000002	3.590909090909091
SGRP295847	6.7273154491	4.6166052568	16.53846153846154
SGRP295938			0.0
SGRP295939			0.0
SGRP295943			0.0
SGRP295944			0.0
SGRP296437			1028.8294444444446
SGRP296443			98.96000000000001
SGRP296485			1515.0
SGRP297057			50.0
SGRP297060			50.0
SGRP297093			20.6
SGRP297196	6.8999999999999995		0.01
SGRP297199	6.9		0.01
SGRP297200	6.899999999999999		0.010000000000000005
SGRP297201	6.900000000000004		0.010000000000000004
SGRP297209	6.900000000000001		0.009999999999999998
SGRP297956			93.84615384615384
SGRP298535			0.10000000000000002
SGRP298546	6.38		
SGRP298548			1.0
SGRP298573			0.8875
SGRP298706	8.21		
SGRP298713	4.99		
SGRP298921	7.27		0.01
SGRP298942			0.05000000000000001
SGRP298943			0.05000000000000002
SGRP298944			0.049999999999999996
SGRP298945			0.05000000000000001
SGRP298946			0.049999999999999996
SGRP299036			0.0
SGRP299083			0.0
SGRP299186			0.0
SGRP299519			0.0
SGRP299758			192.0
SGRP300291			0.0
SGRP300704			0.0
SGRP300779	8.313529411764707	21.71235294117647	0.0
SGRP300785	8.296666666666667	22.7	0.0
SGRP300965	5.49		
SGRP300966	5.864285714285715		
SGRP300994			0.0
SGRP301003	4.474375		
SGRP301006			0.0
SGRP301022			0.0
SGRP301028	4.4454166666666675		
SGRP301257			4.5
SGRP301295			0.0
SGRP301348			400.0
SGRP301409			0.0
SGRP301976	5.946666666666667		0.14999999999999997
SGRP301980	7.4		0.14999999999999997
SGRP301982	7.400000000000004		0.15
SGRP301987	6.114285714285715		0.15
SGRP301989			9.285714285714286
SGRP302002	7.3999999999999995		0.15
SGRP302007			89.33333333333333
SGRP302016	7.3999999999999995		0.15
SGRP302024	5.554545454545454		0.14999999999999997
SGRP302030	5.566666666666666		0.15
SGRP302040	6.233333333333333		0.15
SGRP302047			800.0
SGRP302245	9.023999999999997	9.039999999999996	0.0
SGRP302246	8.794545454545455	11.045454545454547	0.0
SGRP302248	8.716666666666669	8.233333333333334	0.0
SGRP302249	8.846	10.54	0.0
SGRP302313	8.08625		
SGRP302315			843.3333333333334
SGRP302321			744.0
SGRP302340			0.07647058823529414
SGRP302341	7.009090909090909	65.6	
SGRP302342			570.0
SGRP302343			810.0
SGRP302346			795.6363636363636
SGRP302386			531.4285714285714
SGRP302399	7.58		
SGRP302410			711.8333333333334
SGRP302415	8.190000000000001		
SGRP302427			25.0
SGRP302505			0.0
SGRP302719		39.0	
SGRP302798			0.0
SGRP303494			0.0
SGRP303498			0.0
SGRP303521			0.0
SGRP303637			0.0
SGRP303650		0.2969222222222222	793.1111111111111
SGRP303651			100.0
SGRP303653		-1.6666666666666667	16.2
SGRP303655		17.665555555555557	314.1666666666667
SGRP303660		1.3905555555555558	3953.5
SGRP303663		2.7245	4737.0
SGRP303664		0.45199999999999996	711.25
SGRP303668		23.254199999999997	8.8
SGRP303673		1.4505	3953.5
SGRP303699			710.125
SGRP303715			797.625
SGRP303760		10.049999999999999	1.0
SGRP303769	8.06	21.872500000000002	180.0
SGRP303824		18.810000000000002	135.71428571428572
SGRP304290			0.0
SGRP304292			0.0
SGRP304299			0.0
SGRP304309			0.0
SGRP304342			0.0
SGRP304347			0.0
SGRP304360			0.01
SGRP304377			0.0
SGRP304382			0.0
SGRP304383			0.0
SGRP304384			0.0
SGRP304396			0.0
SGRP304404			0.0
SGRP304407			0.05
SGRP304412			0.0
SGRP304426			0.0
SGRP304452			0.0
SGRP304456			0.02
SGRP304463			0.0
SGRP304475			0.0
SGRP304484			0.0
SGRP304488			0.0
SGRP304498			0.0
SGRP304505			0.0
SGRP304516			0.0
SGRP304528			0.0
SGRP304531			0.0
SGRP304533			0.0
SGRP304543			0.0
SGRP304558			0.0
SGRP304591			0.0
SGRP304592			0.0
SGRP304606			0.0
SGRP304607			0.01
SGRP304619			2.5
SGRP304620			0.0
SGRP304623			0.0
SGRP304641			0.0
SGRP304649			0.0
SGRP304661			0.0
SGRP304679			0.0
SGRP304700			0.0
SGRP304711			0.0
SGRP304787			0.0
SGRP304793			0.0
SGRP304801			0.0
SGRP304830			0.0
SGRP304836			0.0
SGRP304841			0.0
SGRP304844			0.0
SGRP304850			0.0
SGRP304852			0.0
SGRP304889			0.0
SGRP304894			0.0
SGRP304899			0.0
SGRP304902			0.0
SGRP304904			0.0
SGRP304906			0.0
SGRP304951			0.0
SGRP304956			0.0
SGRP304967			0.0
SGRP305033			0.0
SGRP305047			0.0
SGRP305059			0.0
SGRP305067			0.0
SGRP305085			0.0
SGRP305116			0.0
SGRP305154			0.0
SGRP305219			0.0
SGRP305269			0.0
SGRP305286			0.0
SGRP305287			0.0
SGRP305301	6.462000000000001		0.10000000000000002
SGRP305308			0.0
SGRP305318	4.6000000000000005		
SGRP305320	4.929411764705882		
SGRP305369			0.0
SGRP305424			0.0
SGRP305504	6.566666666666666	-5.766666666666667	0.0
SGRP305742		32.5	
SGRP305803			0.0
SGRP306062		10.0	
SGRP306065		10.0	
SGRP306260			4.0
SGRP307152			1307.9444444444443
SGRP307160			2708.88
SGRP307163			3092.5882352941176
SGRP307208	8.401	37.575	1603.4
SGRP307249		16.064705882352943	
SGRP307781			0.0
SGRP307783			0.0
SGRP307784			0.0
SGRP307789			0.0
SGRP307790			0.0
SGRP307795			0.0
SGRP307796			0.0
SGRP307803			0.0
SGRP307812			0.0
SGRP307814			0.0
SGRP307823			0.0
SGRP307826			0.0
SGRP307828			0.0
SGRP307831			0.0
SGRP307835			0.0
SGRP307836			0.0
SGRP307842			0.0
SGRP307843			0.0
SGRP307844			0.0
SGRP307847			0.0
SGRP307848			0.0
SGRP307853			0.0
SGRP307854			0.0
SGRP307860			0.0
SGRP307867			0.0
SGRP307879			0.0
SGRP307887			0.0
SGRP307897			0.0
SGRP307906			0.0
SGRP307909			0.0
SGRP307915			0.0
SGRP307926			0.0
SGRP308030	5.0		
SGRP308876			0.10000000000000067
SGRP309019			0.01
SGRP310019		39.0	
SGRP310026			0.15000000000000016
SGRP310037			0.3
SGRP310044			0.3
SGRP310045		39.0	
SGRP310049			0.3
SGRP310053			0.3
SGRP310056		39.0	
SGRP310063			0.3
SGRP310083			0.3
SGRP310103			0.29999999999999993
SGRP310105		39.0	
SGRP310158			0.3
SGRP310173		39.0	
SGRP310345			0.3
SGRP310695			0.0
SGRP310821			0.0
SGRP311151			0.0
SGRP311568			730.0
SGRP311774			8.25
SGRP311885			0.0
SGRP311889			0.0
SGRP312000			0.05000000000000001
SGRP312013		22.246633333333335	5.0
SGRP312120	7.803999999999999	15.0	
SGRP312310		22.759999999999998	
SGRP312315			0.5
SGRP312325		23.36	
SGRP312333		29.740000000000002	
SGRP312334			30.125
SGRP312338			0.0
SGRP312348		31.4	0.0
SGRP312388			0.08333333333333333
SGRP312389		31.139999999999997	
SGRP312404			0.07999999999999999
SGRP312410			1.0
SGRP312495	8.2	-1.0	
SGRP312709			0.5
SGRP312900	6.466666666666666		
SGRP313050	4.8933333333333335		
SGRP313161		18.153516666666665	6.2
SGRP313162		15.909837499999998	7.683333333333334
SGRP313196		17.58305	2.625
SGRP313288		17.580599999999997	8.264516129032257
SGRP313323		10.13	5.0
SGRP313342		20.2	13.3
SGRP313359		18.4	1.0
SGRP313545			1530.0
SGRP313546			1521.5714285714287
SGRP313548			1530.0
SGRP313549			1917.0
SGRP313553			1516.0
SGRP313660			0.010000000000000004
SGRP313920			0.4000000000000001
SGRP313984			50.0
SGRP313987			50.0
SGRP314048			19.857142857142858
SGRP314143			7.833333333333333
SGRP314245			3.4583333333333335
SGRP314937	8.01	26.6	
SGRP314997	7.2026315789473685		0.42000000000000004
SGRP315016	7.274000000000001		0.5742857142857144
SGRP315022			0.05
SGRP315060			0.0
SGRP315238			0.0
SGRP315378			0.0
SGRP315824	5.5		
SGRP315826	7.099999999999999		
SGRP315835	5.048780487804875		
SGRP315850	7.1000000000000005		
SGRP315889	8.0		
SGRP316039	8.0		
SGRP316746			5.333333333333333
SGRP317570			1.0
SGRP317571			1.0
SGRP317572			1.0
SGRP317574			1.0
SGRP317576			1.0
SGRP317577			1.0
SGRP318524			0.0
SGRP320093			3.5
SGRP320368			1.0
SGRP320386	7.014285714285714		
SGRP320393	6.508771929824559		
SGRP320416	6.25		
SGRP320418	6.927272727272726		
SGRP320435	6.93		
SGRP320490			0.0
SGRP320608	6.7		
SGRP320692	6.9		
SGRP320772		27.0	
SGRP320788		27.0	
SGRP321359			0.09999999999999977
SGRP321360			0.10000000000000005
SGRP322192	7.6382666666666665	8.516417910447762	
SGRP322209		7.63411	49.23076923076923
SGRP322216		6.48512	38.166666666666664
SGRP322243		9.09608888888889	93.33333333333333
SGRP322255		5.764528571428571	25.22222222222222
SGRP322259		5.99163	33.583333333333336
SGRP322325			1300.0
SGRP322353	5.645		0.09999999999999999
SGRP322402	5.61		0.09999999999999999
SGRP322465	5.68		0.09999999999999999
SGRP322516			0.0
SGRP322994			
SGRP323241		29.133333333333336	
SGRP323246		29.299999999999994	
SGRP323249		29.849999999999998	
SGRP323627			0.0
SGRP323628			0.0
SGRP323637			0.0
SGRP323641			0.0
SGRP323642			0.0
SGRP323647			0.0
SGRP323666			0.0
SGRP323813			0.0
