"SampleID","ComClustID","Env_cons","Temperature_C_mean","Richness","Temp_bin"
"SRR3669378.SRS1505155","SGRP2407","aquatic",2.64965185185185,380,3
"SRR3669710.SRS1505288","SGRP2407","aquatic",2.64965185185185,295,3
"SRR3669704.SRS1505284","SGRP2407","aquatic",2.64965185185185,291,3
"SRR3669717.SRS1505295","SGRP2407","aquatic",2.64965185185185,309,3
"SRR8167264.SRS4024633","SGRP2407","aquatic",2.64965185185185,369,3
"SRR3669457.SRS1505155","SGRP2407","aquatic",2.64965185185185,283,3
"SRR3669508.SRS1505270","SGRP2407","aquatic",2.64965185185185,367,3
"SRR3669694.SRS1505276","SGRP2407","aquatic",2.64965185185185,305,3
"SRR8167348.SRS4024803","SGRP2407","aquatic",2.64965185185185,390,3
"SRR3669520.SRS1505247","SGRP2407","aquatic",2.64965185185185,342,3
"SRR8216013.SRS4060748","SGRP2407","aquatic",2.64965185185185,339,3
"SRR8167349.SRS4024802","SGRP2407","aquatic",2.64965185185185,332,3
"SRR3669486.SRS1505250","SGRP2407","aquatic",2.64965185185185,392,3
"SRR3669480.SRS1505244","SGRP2407","aquatic",2.64965185185185,425,3
"SRR3669719.SRS1505296","SGRP2407","aquatic",2.64965185185185,316,3
"SRR3669683.SRS1505265","SGRP2407","aquatic",2.64965185185185,441,3
"SRR8167344.SRS4024808","SGRP2407","aquatic",2.64965185185185,332,3
"SRR3669721.SRS1505297","SGRP2407","aquatic",2.64965185185185,363,3
"SRR3669512.SRS1505273","SGRP2407","aquatic",2.64965185185185,301,3
"SRR3669727.SRS1505304","SGRP2407","aquatic",2.64965185185185,323,3
"SRR3669473.SRS1505189","SGRP2407","aquatic",2.64965185185185,186,3
"SRR3669517.SRS1505277","SGRP2407","aquatic",2.64965185185185,332,3
"SRR8167149.SRS4024744","SGRP2407","aquatic",2.64965185185185,287,3
"SRR3669560.SRS1505315","SGRP2407","aquatic",2.64965185185185,343,3
"SRR3669697.SRS1505279","SGRP2407","aquatic",2.64965185185185,385,3
"SRR3669540.SRS1505296","SGRP2407","aquatic",2.64965185185185,346,3
"SRR3669379.SRS1505154","SGRP2407","aquatic",2.64965185185185,84,3
"SRR3669497.SRS1505260","SGRP2407","aquatic",2.64965185185185,314,3
"SRR8167219.SRS4024675","SGRP2407","aquatic",2.64965185185185,259,3
"SRR3669467.SRS1505242","SGRP2407","aquatic",2.64965185185185,330,3
"SRR3669688.SRS1505270","SGRP2407","aquatic",2.64965185185185,410,3
"SRR3669743.SRS1505242","SGRP2407","aquatic",2.64965185185185,225,3
"SRR3669458.SRS1505154","SGRP2407","aquatic",2.64965185185185,269,3
"SRR3669698.SRS1505278","SGRP2407","aquatic",2.64965185185185,311,3
"SRR8167268.SRS4024626","SGRP2407","aquatic",2.64965185185185,260,3
"SRR3669478.SRS1505243","SGRP2407","aquatic",2.64965185185185,288,3
"SRR8167156.SRS4024826","SGRP2407","aquatic",2.64965185185185,296,3
"SRR8216014.SRS4060747","SGRP2407","aquatic",2.64965185185185,207,3
"SRR8216018.SRS4060743","SGRP2407","aquatic",2.64965185185185,341,3
"SRR3669510.SRS1505271","SGRP2407","aquatic",2.64965185185185,266,3
"SRR3669711.SRS1505289","SGRP2407","aquatic",2.64965185185185,287,3
"SRR3669482.SRS1505246","SGRP2407","aquatic",2.64965185185185,416,3
"SRR3669483.SRS1505244","SGRP2407","aquatic",2.64965185185185,407,3
"SRR3669545.SRS1505300","SGRP2407","aquatic",2.64965185185185,294,3
"SRR8167187.SRS4024703","SGRP2407","aquatic",2.64965185185185,341,3
"SRR3669470.SRS1505243","SGRP2407","aquatic",2.64965185185185,414,3
"SRR3669436.SRS1505211","SGRP2407","aquatic",2.64965185185185,253,3
"SRR3669744.SRS1505319","SGRP2407","aquatic",2.64965185185185,213,3
"SRR3669461.SRS1505234","SGRP2407","aquatic",2.64965185185185,324,3
"SRR3669559.SRS1505313","SGRP2407","aquatic",2.64965185185185,203,3
"SRR8167155.SRS4024737","SGRP2407","aquatic",2.64965185185185,368,3
"SRR3669503.SRS1505265","SGRP2407","aquatic",2.64965185185185,480,3
"SRR3669500.SRS1505262","SGRP2407","aquatic",2.64965185185185,359,3
"SRR3669496.SRS1505258","SGRP2407","aquatic",2.64965185185185,289,3
"SRR3669714.SRS1505292","SGRP2407","aquatic",2.64965185185185,249,3
"SRR3669735.SRS1505310","SGRP2407","aquatic",2.64965185185185,423,3
"SRR3669723.SRS1505299","SGRP2407","aquatic",2.64965185185185,246,3
"SRR3669563.SRS1505318","SGRP2407","aquatic",2.64965185185185,312,3
"SRR3669738.SRS1505313","SGRP2407","aquatic",2.64965185185185,298,3
"SRR3669539.SRS1505295","SGRP2407","aquatic",2.64965185185185,347,3
"SRR8167354.SRS4024798","SGRP2407","aquatic",2.64965185185185,299,3
"SRR8167190.SRS4024701","SGRP2407","aquatic",2.64965185185185,270,3
"SRR3669699.SRS1505280","SGRP2407","aquatic",2.64965185185185,267,3
"SRR3669506.SRS1505246","SGRP2407","aquatic",2.64965185185185,355,3
"SRR3669516.SRS1505276","SGRP2407","aquatic",2.64965185185185,240,3
"SRR8167273.SRS4024621","SGRP2407","aquatic",2.64965185185185,132,3
"SRR3669689.SRS1505271","SGRP2407","aquatic",2.64965185185185,297,3
"SRR8167270.SRS4024623","SGRP2407","aquatic",2.64965185185185,281,3
"SRR3669484.SRS1505247","SGRP2407","aquatic",2.64965185185185,428,3
"SRR3669733.SRS1505309","SGRP2407","aquatic",2.64965185185185,348,3
"SRR3669448.SRS1505222","SGRP2407","aquatic",2.64965185185185,351,3
"SRR3669702.SRS1505283","SGRP2407","aquatic",2.64965185185185,256,3
"SRR3669549.SRS1505305","SGRP2407","aquatic",2.64965185185185,326,3
"SRR3669459.SRS1505233","SGRP2407","aquatic",2.64965185185185,339,3
"SRR3669690.SRS1505272","SGRP2407","aquatic",2.64965185185185,261,3
"SRR3669554.SRS1505251","SGRP2407","aquatic",2.64965185185185,452,3
"SRR8167216.SRS4024677","SGRP2407","aquatic",2.64965185185185,260,3
"SRR3669505.SRS1505267","SGRP2407","aquatic",2.64965185185185,296,3
"SRR3669531.SRS1505288","SGRP2407","aquatic",2.64965185185185,239,3
"SRR3669552.SRS1505309","SGRP2407","aquatic",2.64965185185185,402,3
"SRR3669526.SRS1505283","SGRP2407","aquatic",2.64965185185185,307,3
"SRR3669515.SRS1505275","SGRP2407","aquatic",2.64965185185185,260,3
"SRR3669562.SRS1505317","SGRP2407","aquatic",2.64965185185185,247,3
"SRR3669724.SRS1505300","SGRP2407","aquatic",2.64965185185185,337,3
"SRR3669564.SRS1505319","SGRP2407","aquatic",2.64965185185185,260,3
"SRR8167213.SRS4024681","SGRP2407","aquatic",2.64965185185185,277,3
"SRR3669548.SRS1505304","SGRP2407","aquatic",2.64965185185185,293,3
"SRR3669556.SRS1505310","SGRP2407","aquatic",2.64965185185185,386,3
"SRR3669692.SRS1505274","SGRP2407","aquatic",2.64965185185185,413,3
"SRR3669471.SRS1505178","SGRP2407","aquatic",2.64965185185185,191,3
"SRR3669553.SRS1505308","SGRP2407","aquatic",2.64965185185185,380,3
"SRR3669460.SRS1505232","SGRP2407","aquatic",2.64965185185185,278,3
"SRR8216027.SRS4060734","SGRP2407","aquatic",2.64965185185185,258,3
"SRR8216000.SRS4060761","SGRP2407","aquatic",2.64965185185185,274,3
"SRR8167267.SRS4024676","SGRP2407","aquatic",2.64965185185185,78,3
"SRR8167252.SRS4024642","SGRP2407","aquatic",2.64965185185185,275,3
"SRR3669734.SRS1505308","SGRP2407","aquatic",2.64965185185185,379,3
"SRR3669729.SRS1505306","SGRP2407","aquatic",2.64965185185185,297,3
"SRR3669565.SRS1505320","SGRP2407","aquatic",2.64965185185185,322,3
"SRR8167292.SRS4024603","SGRP2407","aquatic",2.64965185185185,341,3
"SRR3669687.SRS1505268","SGRP2407","aquatic",2.64965185185185,371,3
"SRR8167350.SRS4024801","SGRP2407","aquatic",2.64965185185185,303,3
"SRR3669541.SRS1505297","SGRP2407","aquatic",2.64965185185185,222,3
"SRR8167347.SRS4024831","SGRP2407","aquatic",2.64965185185185,414,3
"SRR8167225.SRS4024671","SGRP2407","aquatic",2.64965185185185,364,3
"SRR3669696.SRS1505277","SGRP2407","aquatic",2.64965185185185,298,3
"SRR3669725.SRS1505301","SGRP2407","aquatic",2.64965185185185,332,3
"SRR8216034.SRS4060727","SGRP2407","aquatic",2.64965185185185,262,3
"SRR8167269.SRS4024624","SGRP2407","aquatic",2.64965185185185,304,3
"SRR3669715.SRS1505293","SGRP2407","aquatic",2.64965185185185,241,3
"SRR3669713.SRS1505291","SGRP2407","aquatic",2.64965185185185,309,3
"SRR3669527.SRS1505284","SGRP2407","aquatic",2.64965185185185,302,3
"SRR3669547.SRS1505303","SGRP2407","aquatic",2.64965185185185,397,3
"SRR3669709.SRS1505287","SGRP2407","aquatic",2.64965185185185,244,3
"SRR8167296.SRS4024599","SGRP2407","aquatic",2.64965185185185,257,3
"SRR3669466.SRS1505241","SGRP2407","aquatic",2.64965185185185,336,3
"SRR3669614.SRS1505234","SGRP2407","aquatic",2.64965185185185,135,3
"SRR8167150.SRS4024743","SGRP2407","aquatic",2.64965185185185,357,3
"SRR3669495.SRS1505245","SGRP2407","aquatic",2.64965185185185,425,3
"SRR3669657.SRS1505258","SGRP2407","aquatic",2.64965185185185,379,3
"SRR8167256.SRS4024638","SGRP2407","aquatic",2.64965185185185,315,3
"SRR3669682.SRS1505264","SGRP2407","aquatic",2.64965185185185,282,3
"SRR8167289.SRS4024606","SGRP2407","aquatic",2.64965185185185,283,3
"SRR3669507.SRS1505268","SGRP2407","aquatic",2.64965185185185,381,3
"SRR8167214.SRS4024680","SGRP2407","aquatic",2.64965185185185,324,3
"SRR3669542.SRS1505298","SGRP2407","aquatic",2.64965185185185,429,3
"SRR3669686.SRS1505267","SGRP2407","aquatic",2.64965185185185,324,3
"SRR3669550.SRS1505306","SGRP2407","aquatic",2.64965185185185,303,3
"SRR3669681.SRS1505263","SGRP2407","aquatic",2.64965185185185,311,3
"SRR3669693.SRS1505275","SGRP2407","aquatic",2.64965185185185,213,3
"SRR8167253.SRS4024641","SGRP2407","aquatic",2.64965185185185,297,3
"SRR3669691.SRS1505273","SGRP2407","aquatic",2.64965185185185,361,3
"SRR3669732.SRS1505241","SGRP2407","aquatic",2.64965185185185,293,3
"SRR8216032.SRS4060729","SGRP2407","aquatic",2.64965185185185,268,3
"SRR3669414.SRS1505189","SGRP2407","aquatic",2.64965185185185,291,3
"SRR3669403.SRS1505178","SGRP2407","aquatic",2.64965185185185,310,3
"SRR3669535.SRS1505291","SGRP2407","aquatic",2.64965185185185,271,3
"SRR3669544.SRS1505299","SGRP2407","aquatic",2.64965185185185,260,3
"SRR8167318.SRS4024577","SGRP2407","aquatic",2.64965185185185,291,3
"SRR3669546.SRS1505301","SGRP2407","aquatic",2.64965185185185,368,3
"SRR3669726.SRS1505303","SGRP2407","aquatic",2.64965185185185,391,3
"SRR3669543.SRS1505250","SGRP2407","aquatic",2.64965185185185,451,3
"SRR3669425.SRS1505200","SGRP2407","aquatic",2.64965185185185,354,3
"SRR3669494.SRS1505232","SGRP2407","aquatic",2.64965185185185,323,3
"SRR3669521.SRS1505278","SGRP2407","aquatic",2.64965185185185,292,3
"SRR3669530.SRS1505287","SGRP2407","aquatic",2.64965185185185,275,3
"SRR8167276.SRS4024618","SGRP2407","aquatic",2.64965185185185,203,3
"SRR3669680.SRS1505262","SGRP2407","aquatic",2.64965185185185,317,3
"SRR3669537.SRS1505293","SGRP2407","aquatic",2.64965185185185,223,3
"SRR3669685.SRS1505266","SGRP2407","aquatic",2.64965185185185,355,3
"SRR8167295.SRS4024600","SGRP2407","aquatic",2.64965185185185,296,3
"SRR3669533.SRS1505289","SGRP2407","aquatic",2.64965185185185,337,3
"SRR8167251.SRS4024643","SGRP2407","aquatic",2.64965185185185,263,3
"SRR3669522.SRS1505280","SGRP2407","aquatic",2.64965185185185,277,3
"SRR3669536.SRS1505292","SGRP2407","aquatic",2.64965185185185,231,3
"SRR8167312.SRS4024584","SGRP6912","aquatic",2.690325,221,3
"SRR8167323.SRS4024573","SGRP6912","aquatic",2.690325,166,3
"SRR8167262.SRS4024631","SGRP6912","aquatic",2.690325,185,3
"SRR8167257.SRS4024706","SGRP6912","aquatic",2.690325,188,3
"SRR8167314.SRS4024582","SGRP6912","aquatic",2.690325,228,3
"SRR8216015.SRS4060746","SGRP6912","aquatic",2.690325,169,3
"SRR3669462.SRS1505236","SGRP6912","aquatic",2.690325,312,3
"SRR3669464.SRS1505238","SGRP6912","aquatic",2.690325,216,3
"SRR3669465.SRS1505240","SGRP6912","aquatic",2.690325,286,3
"SRR3669695.SRS1505237","SGRP6912","aquatic",2.690325,215,3
"SRR3669708.SRS1505238","SGRP6912","aquatic",2.690325,343,3
"SRR8167337.SRS4024812","SGRP6912","aquatic",2.690325,162,3
"SRR8167259.SRS4024635","SGRP6912","aquatic",2.690325,171,3
"SRR8216023.SRS4060738","SGRP6912","aquatic",2.690325,159,3
"SRR3669684.SRS1505236","SGRP6912","aquatic",2.690325,273,3
"SRR8167319.SRS4024580","SGRP6912","aquatic",2.690325,245,3
"SRR8216025.SRS4060735","SGRP6912","aquatic",2.690325,192,3
"SRR8167326.SRS4024822","SGRP6912","aquatic",2.690325,191,3
"SRR3669463.SRS1505237","SGRP6912","aquatic",2.690325,243,3
"SRR3669720.SRS1505240","SGRP6912","aquatic",2.690325,182,3
"ERR1523546.ERS1241756","SGRP251485","aquatic;lake",2.7,106,3
"ERR1523559.ERS1241769","SGRP251485","aquatic;lake",2.7,80,3
"ERR1897719.ERS1628157","SGRP251485","aquatic;lake",2.7,56,3
"ERR1523558.ERS1241768","SGRP251485","aquatic;lake",2.7,104,3
"ERR1522713.ERS1240923","SGRP251485","aquatic;lake",2.7,64,3
"SRR6834692.SRS3043064","SGRP133893","aquatic",2.719725,206,3
"SRR027448.SRS005974","SGRP133893","aquatic",2.719725,44,3
"SRR6834636.SRS3043119","SGRP133893","aquatic",2.719725,144,3
"SRR6834703.SRS3043048","SGRP133893","aquatic",2.719725,128,3
"SRR027289.SRS005739","SGRP133893","aquatic",2.719725,53,3
"SRR5066540.SRS1829458","SGRP133893","aquatic",2.719725,316,3
"SRR027333.SRS005815","SGRP133893","aquatic",2.719725,92,3
"SRR027288.SRS005738","SGRP133893","aquatic",2.719725,30,3
"SRR027379.SRS005861","SGRP133893","aquatic",2.719725,139,3
"SRR584327.SRS367597","SGRP133893","aquatic",2.719725,50,3
"SRR5066545.SRS1829443","SGRP133893","aquatic",2.719725,149,3
"SRR5817274.SRS2346891","SGRP133893","aquatic",2.719725,42,3
"SRR3821292.SRS1551902","SGRP133893","aquatic",2.719725,217,3
"SRR584340.SRS367610","SGRP133893","aquatic",2.719725,53,3
"SRR584341.SRS367611","SGRP133893","aquatic",2.719725,37,3
"SRR5817272.SRS2346891","SGRP133893","aquatic",2.719725,136,3
"SRR027297.SRS005747","SGRP133893","aquatic",2.719725,63,3
"SRR5817271.SRS2346891","SGRP133893","aquatic",2.719725,56,3
"SRR028031.SRS006203","SGRP303663","aquatic",2.7245,333,3
"SRR028030.SRS006202","SGRP303663","aquatic",2.7245,278,3
"SRR028029.SRS006201","SGRP303663","aquatic",2.7245,258,3
"SRR027411.SRS005893","SGRP303663","aquatic",2.7245,311,3
"SRR028032.SRS006204","SGRP303663","aquatic",2.7245,259,3
"SRR027413.SRS005895","SGRP303663","aquatic",2.7245,277,3
"SRR3499853.SRS1434461","SGRP340238","aquatic",2.72727272727273,218,3
"SRR3499854.SRS1434241","SGRP340238","aquatic",2.72727272727273,480,3
"SRR3499844.SRS1434240","SGRP340238","aquatic",2.72727272727273,289,3
"SRR3499851.SRS1434459","SGRP340238","aquatic",2.72727272727273,298,3
"SRR3499852.SRS1434460","SGRP340238","aquatic",2.72727272727273,243,3
"SRR3499849.SRS1434457","SGRP340238","aquatic",2.72727272727273,262,3
"SRR3499845.SRS1434453","SGRP340238","aquatic",2.72727272727273,281,3
"SRR3499848.SRS1434456","SGRP340238","aquatic",2.72727272727273,241,3
"SRR3499847.SRS1434455","SGRP340238","aquatic",2.72727272727273,366,3
"SRR3499850.SRS1434458","SGRP340238","aquatic",2.72727272727273,261,3
"SRR3499846.SRS1434454","SGRP340238","aquatic",2.72727272727273,253,3
"SRR3500191.SRS1434466","SGRP352485","aquatic",2.72727272727273,349,3
"SRR3500178.SRS1434444","SGRP352485","aquatic",2.72727272727273,604,3
"SRR3500167.SRS1434434","SGRP352485","aquatic",2.72727272727273,223,3
"SRR3500170.SRS1434437","SGRP352485","aquatic",2.72727272727273,191,3
"SRR3500168.SRS1434435","SGRP352485","aquatic",2.72727272727273,474,3
"SRR3500175.SRS1434441","SGRP352485","aquatic",2.72727272727273,643,3
"SRR3500173.SRS1434439","SGRP352485","aquatic",2.72727272727273,381,3
"SRR3500196.SRS1434470","SGRP352485","aquatic",2.72727272727273,355,3
"SRR3500172.SRS1434438","SGRP352485","aquatic",2.72727272727273,418,3
"SRR3500169.SRS1434436","SGRP352485","aquatic",2.72727272727273,374,3
"SRR3500174.SRS1434440","SGRP352485","aquatic",2.72727272727273,297,3
"SRR3143749.SRS1274527","SGRP394890","aquatic",2.77777777777778,235,3
"SRR3143747.SRS1274529","SGRP394890","aquatic",2.77777777777778,216,3
"SRR3143751.SRS1274525","SGRP394890","aquatic",2.77777777777778,251,3
"SRR3143739.SRS1274523","SGRP394890","aquatic",2.77777777777778,518,3
"SRR3143742.SRS1274521","SGRP394890","aquatic",2.77777777777778,324,3
"SRR3143743.SRS1274520","SGRP394890","aquatic",2.77777777777778,398,3
"SRR3143738.SRS1274524","SGRP394890","aquatic",2.77777777777778,499,3
"SRR3143748.SRS1274528","SGRP394890","aquatic",2.77777777777778,243,3
"SRR3143746.SRS1274530","SGRP394890","aquatic",2.77777777777778,294,3
"ERR1726812.ERS491168","SGRP240870","aquatic",2.8087518,609,3
"ERR599310.ERS491078","SGRP240870","aquatic",2.8087518,306,3
"ERR599234.ERS490905","SGRP240870","aquatic",2.8087518,533,3
"ERR599279.ERS490922","SGRP240870","aquatic",2.8087518,627,3
"ERR599291.ERS491021","SGRP240870","aquatic",2.8087518,384,3
"SRR5242493.SRS1967662","SGRP387873","aquatic",2.85,66,3
"SRR5242490.SRS1967659","SGRP387873","aquatic",2.85,48,3
"SRR5242487.SRS1967656","SGRP387873","aquatic",2.85,92,3
"SRR5242482.SRS1967651","SGRP387873","aquatic",2.85,80,3
"SRR5242480.SRS1967649","SGRP387873","aquatic",2.85,53,3
"SRR5242484.SRS1967653","SGRP387873","aquatic",2.85,62,3
"SRR5242501.SRS1967670","SGRP387873","aquatic",2.85,106,3
"SRR5242498.SRS1967667","SGRP387873","aquatic",2.85,82,3
"SRR5242488.SRS1967657","SGRP387873","aquatic",2.85,81,3
"SRR5242500.SRS1967669","SGRP387873","aquatic",2.85,61,3
"SRR5242489.SRS1967658","SGRP387873","aquatic",2.85,47,3
"SRR5242483.SRS1967652","SGRP387873","aquatic",2.85,108,3
"SRR5242495.SRS1967664","SGRP387873","aquatic",2.85,88,3
"SRR5242492.SRS1967661","SGRP387873","aquatic",2.85,46,3
"SRR5242475.SRS1967644","SGRP387873","aquatic",2.85,59,3
"SRR5242470.SRS1967639","SGRP387873","aquatic",2.85,91,3
"SRR5242494.SRS1967663","SGRP387873","aquatic",2.85,47,3
"SRR5242481.SRS1967650","SGRP387873","aquatic",2.85,55,3
"SRR5242499.SRS1967668","SGRP387873","aquatic",2.85,165,3
"SRR5242485.SRS1967654","SGRP387873","aquatic",2.85,62,3
"SRR5242471.SRS1967640","SGRP387873","aquatic",2.85,99,3
"SRR5242477.SRS1967646","SGRP387873","aquatic",2.85,78,3
"SRR5242478.SRS1967647","SGRP387873","aquatic",2.85,51,3
"SRR5242479.SRS1967648","SGRP387873","aquatic",2.85,87,3
"SRR5242491.SRS1967660","SGRP387873","aquatic",2.85,67,3
"SRR5242486.SRS1967655","SGRP387873","aquatic",2.85,62,3
"SRR5242472.SRS1967641","SGRP387873","aquatic",2.85,91,3
"SRR5242473.SRS1967642","SGRP387873","aquatic",2.85,55,3
"SRR5242474.SRS1967643","SGRP387873","aquatic",2.85,48,3
"SRR5242476.SRS1967645","SGRP387873","aquatic",2.85,69,3
"SRR3500110.SRS1434746","SGRP352491","aquatic",2.85714285714286,415,3
"SRR3500112.SRS1434748","SGRP352491","aquatic",2.85714285714286,202,3
"SRR3500114.SRS1434749","SGRP352491","aquatic",2.85714285714286,580,3
"SRR3500116.SRS1434752","SGRP352491","aquatic",2.85714285714286,324,3
"SRR3500106.SRS1434742","SGRP352491","aquatic",2.85714285714286,380,3
"SRR3500108.SRS1434743","SGRP352491","aquatic",2.85714285714286,351,3
"SRR3500107.SRS1434744","SGRP352491","aquatic",2.85714285714286,421,3
"ERR2242619.ERS2085494","SGRP216012","aquatic",3,616,3
"ERR2242603.ERS2085478","SGRP216012","aquatic",3,500,3
"ERR2241622.ERS2084833","SGRP216012","aquatic",3,371,3
"ERR2242618.ERS2085493","SGRP216012","aquatic",3,290,3
"ERR2242616.ERS2085491","SGRP216012","aquatic",3,838,3
"ERR2242605.ERS2085480","SGRP216012","aquatic",3,440,3
"ERR2242601.ERS2085476","SGRP216012","aquatic",3,455,3
"ERR2242609.ERS2085484","SGRP216012","aquatic",3,446,3
"ERR2242617.ERS2085492","SGRP216012","aquatic",3,761,3
"ERR2242604.ERS2085479","SGRP216012","aquatic",3,447,3
"ERR2242606.ERS2085481","SGRP216012","aquatic",3,544,3
"SRR3500084.SRS1434388","SGRP352457","aquatic",3,127,3
"SRR3500087.SRS1434391","SGRP352457","aquatic",3,138,3
"SRR3500072.SRS1434376","SGRP352457","aquatic",3,184,3
"SRR3500082.SRS1434386","SGRP352457","aquatic",3,339,3
"SRR3500085.SRS1434389","SGRP352457","aquatic",3,142,3
"SRR3500090.SRS1434393","SGRP352457","aquatic",3,142,3
"SRR3500081.SRS1434385","SGRP352457","aquatic",3,324,3
"SRR3500083.SRS1434387","SGRP352457","aquatic",3,178,3
"SRR3500086.SRS1434390","SGRP352457","aquatic",3,99,3
"SRR3500089.SRS1434392","SGRP352457","aquatic",3,118,3
"SRR3500185.SRS1434451","SGRP352494","aquatic",3,242,3
"SRR3500184.SRS1434450","SGRP352494","aquatic",3,231,3
"SRR3500190.SRS1434465","SGRP352494","aquatic",3,303,3
"SRR3500188.SRS1434463","SGRP352494","aquatic",3,184,3
"SRR3500179.SRS1434445","SGRP352494","aquatic",3,337,3
"SRR3500183.SRS1434449","SGRP352494","aquatic",3,302,3
"SRR3500180.SRS1434446","SGRP352494","aquatic",3,272,3
"SRR3500182.SRS1434448","SGRP352494","aquatic",3,334,3
"SRR3500181.SRS1434447","SGRP352494","aquatic",3,249,3
"SRR3500187.SRS1434462","SGRP352494","aquatic",3,190,3
"SRR3500118.SRS1434754","SGRP352536","aquatic",3,110,3
"SRR3500061.SRS1434365","SGRP352536","aquatic",3,88,3
"SRR3500165.SRS1434432","SGRP352536","aquatic",3,155,3
"SRR3500095.SRS1434398","SGRP352536","aquatic",3,189,3
"SRR3500158.SRS1434425","SGRP352536","aquatic",3,194,3
"SRR3143719.SRS1274612","SGRP394919","aquatic",3,265,3
"SRR3143721.SRS1274610","SGRP394919","aquatic",3,269,3
"SRR3143722.SRS1274609","SGRP394919","aquatic",3,204,3
"SRR3143718.SRS1274613","SGRP394919","aquatic",3,357,3
"SRR3143720.SRS1274611","SGRP394919","aquatic",3,353,3
"ERR1535953.ERS1254428","SGRP36337","aquatic;lake",3.00590612244898,227,3
"ERR1535990.ERS1254465","SGRP36337","aquatic;lake",3.00590612244898,310,3
"ERR1535994.ERS1254469","SGRP36337","aquatic;lake",3.00590612244898,298,3
"ERR1535975.ERS1254450","SGRP36337","aquatic;lake",3.00590612244898,274,3
"ERR1535957.ERS1254432","SGRP36337","aquatic;lake",3.00590612244898,254,3
"ERR1535965.ERS1254440","SGRP36337","aquatic;lake",3.00590612244898,350,3
"ERR1535971.ERS1254446","SGRP36337","aquatic;lake",3.00590612244898,314,3
"ERR1535972.ERS1254447","SGRP36337","aquatic;lake",3.00590612244898,302,3
"ERR1535993.ERS1254468","SGRP36337","aquatic;lake",3.00590612244898,328,3
"ERR1535989.ERS1254464","SGRP36337","aquatic;lake",3.00590612244898,332,3
"ERR1535959.ERS1254434","SGRP36337","aquatic;lake",3.00590612244898,272,3
"ERR1535954.ERS1254429","SGRP36337","aquatic;lake",3.00590612244898,220,3
"ERR1535952.ERS1254427","SGRP36337","aquatic;lake",3.00590612244898,373,3
"ERR1535951.ERS1254426","SGRP36337","aquatic;lake",3.00590612244898,369,3
"ERR1535966.ERS1254441","SGRP36337","aquatic;lake",3.00590612244898,287,3
"ERR1535961.ERS1254436","SGRP36337","aquatic;lake",3.00590612244898,209,3
"ERR1535964.ERS1254439","SGRP36337","aquatic;lake",3.00590612244898,149,3
"ERR1535987.ERS1254462","SGRP36337","aquatic;lake",3.00590612244898,369,3
"ERR1535969.ERS1254444","SGRP36337","aquatic;lake",3.00590612244898,267,3
"ERR1535988.ERS1254463","SGRP36337","aquatic;lake",3.00590612244898,348,3
"ERR1535960.ERS1254435","SGRP36337","aquatic;lake",3.00590612244898,271,3
"ERR1535948.ERS1254423","SGRP36337","aquatic;lake",3.00590612244898,336,3
"ERR1535950.ERS1254425","SGRP36337","aquatic;lake",3.00590612244898,396,3
"ERR1535947.ERS1254422","SGRP36337","aquatic;lake",3.00590612244898,361,3
"ERR1535949.ERS1254424","SGRP36337","aquatic;lake",3.00590612244898,313,3
"ERR1535955.ERS1254430","SGRP36337","aquatic;lake",3.00590612244898,288,3
"ERR1535956.ERS1254431","SGRP36337","aquatic;lake",3.00590612244898,263,3
"ERR1535979.ERS1254454","SGRP36337","aquatic;lake",3.00590612244898,365,3
"ERR1535981.ERS1254456","SGRP36337","aquatic;lake",3.00590612244898,296,3
"ERR1535991.ERS1254466","SGRP36337","aquatic;lake",3.00590612244898,330,3
"ERR1535967.ERS1254442","SGRP36337","aquatic;lake",3.00590612244898,321,3
"ERR1535986.ERS1254461","SGRP36337","aquatic;lake",3.00590612244898,303,3
"ERR1535983.ERS1254458","SGRP36337","aquatic;lake",3.00590612244898,318,3
"ERR1535962.ERS1254437","SGRP36337","aquatic;lake",3.00590612244898,180,3
"SRR10522043.SRS5719195","SGRP36337","aquatic;lake",3.00590612244898,490,3
"ERR1535946.ERS1254421","SGRP36337","aquatic;lake",3.00590612244898,331,3
"ERR1535973.ERS1254448","SGRP36337","aquatic;lake",3.00590612244898,294,3
"ERR1535963.ERS1254438","SGRP36337","aquatic;lake",3.00590612244898,291,3
"ERR1535974.ERS1254449","SGRP36337","aquatic;lake",3.00590612244898,407,3
"ERR1535978.ERS1254453","SGRP36337","aquatic;lake",3.00590612244898,318,3
"ERR1535984.ERS1254459","SGRP36337","aquatic;lake",3.00590612244898,324,3
"ERR1535980.ERS1254455","SGRP36337","aquatic;lake",3.00590612244898,373,3
"ERR1535982.ERS1254457","SGRP36337","aquatic;lake",3.00590612244898,370,3
"ERR1535958.ERS1254433","SGRP36337","aquatic;lake",3.00590612244898,259,3
"ERR1535977.ERS1254452","SGRP36337","aquatic;lake",3.00590612244898,239,3
"ERR1535992.ERS1254467","SGRP36337","aquatic;lake",3.00590612244898,305,3
"ERR1535970.ERS1254445","SGRP36337","aquatic;lake",3.00590612244898,398,3
"ERR1535985.ERS1254460","SGRP36337","aquatic;lake",3.00590612244898,362,3
"ERR1535976.ERS1254451","SGRP36337","aquatic;lake",3.00590612244898,254,3
"ERR1535968.ERS1254443","SGRP36337","aquatic;lake",3.00590612244898,275,3
