"SampleID","BioSampleID","ComClustID","Env_cons","SeqTech_cons","Temperature_C_mean","Latitude","pH","Depth_metres_mean","Richness","Temp_bin","AbsLatitude","LatRegion"
"ERR1653257.ERS1359864","ERS1359864","SGRP374565","soil;field","AMPLICON",10.0081818181818,51.024,NA,0.0768292682926829,1587,10,51.024,"Temperate"
"ERR1653391.ERS1359998","ERS1359998","SGRP374565","soil;field","AMPLICON",10.0081818181818,51.024,NA,0.0768292682926829,2250,10,51.024,"Temperate"
"ERR1653258.ERS1359865","ERS1359865","SGRP374565","soil;field","AMPLICON",10.0081818181818,51.024,NA,0.0768292682926829,1529,10,51.024,"Temperate"
"ERR1653402.ERS1360009","ERS1360009","SGRP374565","soil;field","AMPLICON",10.0081818181818,51.024,NA,0.0768292682926829,2228,10,51.024,"Temperate"
"ERR1653379.ERS1359986","ERS1359986","SGRP374565","soil;field","AMPLICON",10.0081818181818,51.024,NA,0.0768292682926829,1525,10,51.024,"Temperate"
"ERR1653381.ERS1359988","ERS1359988","SGRP374565","soil;field","AMPLICON",10.0081818181818,51.024,NA,0.0768292682926829,2201,10,51.024,"Temperate"
"ERR1653401.ERS1360008","ERS1360008","SGRP374565","soil;field","AMPLICON",10.0081818181818,51.024,NA,0.0768292682926829,2234,10,51.024,"Temperate"
"ERR1653345.ERS1359952","ERS1359952","SGRP374565","soil;field","AMPLICON",10.0081818181818,51.024,NA,0.0768292682926829,1888,10,51.024,"Temperate"
"ERR1653378.ERS1359985","ERS1359985","SGRP374565","soil;field","AMPLICON",10.0081818181818,51.024,NA,0.0768292682926829,2143,10,51.024,"Temperate"
"ERR1653358.ERS1359965","ERS1359965","SGRP374565","soil;field","AMPLICON",10.0081818181818,51.024,NA,0.0768292682926829,2234,10,51.024,"Temperate"
"ERR1653356.ERS1359963","ERS1359963","SGRP374565","soil;field","AMPLICON",10.0081818181818,51.024,NA,0.0768292682926829,2078,10,51.024,"Temperate"
"ERR1653344.ERS1359951","ERS1359951","SGRP374565","soil;field","AMPLICON",10.0081818181818,51.024,NA,0.0768292682926829,2088,10,51.024,"Temperate"
"ERR1653403.ERS1360010","ERS1360010","SGRP374565","soil;field","AMPLICON",10.0081818181818,51.024,NA,0.0768292682926829,1573,10,51.024,"Temperate"
"ERR1653354.ERS1359961","ERS1359961","SGRP374569","soil;field","AMPLICON",10.21,51.024,NA,0.0736842105263158,1933,10,51.024,"Temperate"
"ERR1653359.ERS1359966","ERS1359966","SGRP374569","soil;field","AMPLICON",10.21,51.024,NA,0.0736842105263158,2235,10,51.024,"Temperate"
"ERR1653314.ERS1359921","ERS1359921","SGRP374569","soil;field","AMPLICON",10.21,51.024,NA,0.0736842105263158,1851,10,51.024,"Temperate"
"ERR1653360.ERS1359967","ERS1359967","SGRP374569","soil;field","AMPLICON",10.21,51.024,NA,0.0736842105263158,2281,10,51.024,"Temperate"
"ERR1653326.ERS1359933","ERS1359933","SGRP374569","soil;field","AMPLICON",10.21,51.024,NA,0.0736842105263158,1981,10,51.024,"Temperate"
"ERR1653306.ERS1359913","ERS1359913","SGRP374569","soil;field","AMPLICON",10.21,51.024,NA,0.0736842105263158,1548,10,51.024,"Temperate"
"ERR1653255.ERS1359862","ERS1359862","SGRP374569","soil;field","AMPLICON",10.21,51.024,NA,0.0736842105263158,1946,10,51.024,"Temperate"
"ERR1653299.ERS1359906","ERS1359906","SGRP374569","soil;field","AMPLICON",10.21,51.024,NA,0.0736842105263158,1692,10,51.024,"Temperate"
"ERR1653256.ERS1359863","ERS1359863","SGRP374569","soil;field","AMPLICON",10.21,51.024,NA,0.0736842105263158,1555,10,51.024,"Temperate"
"ERR1653355.ERS1359962","ERS1359962","SGRP374569","soil;field","AMPLICON",10.21,51.024,NA,0.0736842105263158,1901,10,51.024,"Temperate"
"ERR1653361.ERS1359968","ERS1359968","SGRP374569","soil;field","AMPLICON",10.21,51.024,NA,0.0736842105263158,2241,10,51.024,"Temperate"
"ERR1653305.ERS1359912","ERS1359912","SGRP374569","soil;field","AMPLICON",10.21,51.024,NA,0.0736842105263158,1624,10,51.024,"Temperate"
"ERR1653351.ERS1359958","ERS1359958","SGRP374569","soil;field","AMPLICON",10.21,51.024,NA,0.0736842105263158,1931,10,51.024,"Temperate"
"ERR1653363.ERS1359970","ERS1359970","SGRP374569","soil;field","AMPLICON",10.21,51.024,NA,0.0736842105263158,1745,10,51.024,"Temperate"
"ERR1653321.ERS1359928","ERS1359928","SGRP374569","soil;field","AMPLICON",10.21,51.024,NA,0.0736842105263158,1990,10,51.024,"Temperate"
"ERR1653316.ERS1359923","ERS1359923","SGRP374569","soil;field","AMPLICON",10.21,51.024,NA,0.0736842105263158,1921,10,51.024,"Temperate"
"ERR1653322.ERS1359929","ERS1359929","SGRP374592","soil;field","AMPLICON",10.21,51.024,NA,0.05,1754,10,51.024,"Temperate"
"ERR1653223.ERS1359830","ERS1359830","SGRP374592","soil;field","AMPLICON",10.21,51.024,NA,0.05,1558,10,51.024,"Temperate"
"SRR3286246.SRS1357145","SRS1357145","SGRP215525","aquatic","AMPLICON",10.3929411764706,NA,NA,5.45,3706,10,NA,"Unknown"
"SRR3286070.SRS1357104","SRS1357104","SGRP215525","aquatic","AMPLICON",10.3929411764706,42.26,NA,5.45,5178,10,42.26,"Temperate"
"SRR3286244.SRS1356991","SRS1356991","SGRP215525","aquatic","AMPLICON",10.3929411764706,42.26,NA,5.45,4923,10,42.26,"Temperate"
"SRR3286242.SRS1357114","SRS1357114","SGRP215525","aquatic","AMPLICON",10.3929411764706,42.26,NA,5.45,3800,10,42.26,"Temperate"
"SRR3286245.SRS1357135","SRS1357135","SGRP215525","aquatic","AMPLICON",10.3929411764706,42.26,NA,5.45,4158,10,42.26,"Temperate"
"ERR1879901.ERS494381","ERS494381","SGRP253424","aquatic","AMPLICON",10.4037221111111,33.9044,NA,590,1801,10,33.9044,"Temperate"
"ERR1879812.ERS494381","ERS494381","SGRP253424","aquatic","AMPLICON",10.4037221111111,33.9044,NA,590,1666,10,33.9044,"Temperate"
"ERR1879742.ERS494623","ERS494623","SGRP253424","aquatic","AMPLICON",10.4037221111111,43.7649,NA,590,1951,10,43.7649,"Temperate"
"ERR1879739.ERS494284","ERS494284","SGRP253424","aquatic","AMPLICON",10.4037221111111,34.6054,NA,590,1964,10,34.6054,"Temperate"
"ERR1879938.ERS494226","ERS494226","SGRP253424","aquatic","AMPLICON",10.4037221111111,39.0869,NA,590,1848,10,39.0869,"Temperate"
"ERR1879748.ERS494436","ERS494436","SGRP253424","aquatic","AMPLICON",10.4037221111111,34.155,NA,590,2220,10,34.155,"Temperate"
"ERR392334.ERS387044","ERS387044","SGRP302249","aquatic","AMPLICON",10.54,45.942894,8.846,0,1406,11,45.942894,"Temperate"
"ERR1531055.ERS1248219","ERS1248219","SGRP302249","aquatic","AMPLICON",10.54,45.942894,8.846,0,1452,11,45.942894,"Temperate"
"SRR3742495.SRS1539728","SRS1539728","SGRP333023","soil;field","AMPLICON",10.9421052631579,46.33,8.32657894736842,NA,1570,11,46.33,"Temperate"
"SRR3742499.SRS1539731","SRS1539731","SGRP333023","soil;field","AMPLICON",10.9421052631579,46.21,8.32657894736842,NA,1527,11,46.21,"Temperate"
"SRR3742508.SRS1539740","SRS1539740","SGRP333023","soil;field","AMPLICON",10.9421052631579,46.22,8.32657894736842,NA,1742,11,46.22,"Temperate"
"SRR3742474.SRS1539707","SRS1539707","SGRP333023","soil;field","AMPLICON",10.9421052631579,46.21,8.32657894736842,NA,1430,11,46.21,"Temperate"
"SRR3742513.SRS1539745","SRS1539745","SGRP333023","soil;field","AMPLICON",10.9421052631579,46.21,8.32657894736842,NA,1874,11,46.21,"Temperate"
"SRR3742487.SRS1539720","SRS1539720","SGRP333023","soil;field","AMPLICON",10.9421052631579,46.32,8.32657894736842,NA,1371,11,46.32,"Temperate"
"ERR1653416.ERS1360023","ERS1360023","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1824,11,50.338,"Temperate"
"ERR1653591.ERS1360198","ERS1360198","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1368,11,50.338,"Temperate"
"ERR1653409.ERS1360016","ERS1360016","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1556,11,50.338,"Temperate"
"ERR1653486.ERS1360093","ERS1360093","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1509,11,50.338,"Temperate"
"ERR1653415.ERS1360022","ERS1360022","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1411,11,50.338,"Temperate"
"ERR1653445.ERS1360052","ERS1360052","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1520,11,50.338,"Temperate"
"ERR1653635.ERS1360242","ERS1360242","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1406,11,50.338,"Temperate"
"ERR1653438.ERS1360045","ERS1360045","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1771,11,50.338,"Temperate"
"ERR1653489.ERS1360096","ERS1360096","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1416,11,50.338,"Temperate"
"ERR1653448.ERS1360055","ERS1360055","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1983,11,50.338,"Temperate"
"ERR1653656.ERS1360263","ERS1360263","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1928,11,50.338,"Temperate"
"ERR1653481.ERS1360088","ERS1360088","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1610,11,50.338,"Temperate"
"ERR1653454.ERS1360061","ERS1360061","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1468,11,50.338,"Temperate"
"ERR1653412.ERS1360019","ERS1360019","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1786,11,50.338,"Temperate"
"ERR1653506.ERS1360113","ERS1360113","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1411,11,50.338,"Temperate"
"ERR1653452.ERS1360059","ERS1360059","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1541,11,50.338,"Temperate"
"ERR1653644.ERS1360251","ERS1360251","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1898,11,50.338,"Temperate"
"ERR1653433.ERS1360040","ERS1360040","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1657,11,50.338,"Temperate"
"ERR1653508.ERS1360115","ERS1360115","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1371,11,50.338,"Temperate"
"ERR1653411.ERS1360018","ERS1360018","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1744,11,50.338,"Temperate"
"ERR1653440.ERS1360047","ERS1360047","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,2323,11,50.338,"Temperate"
"ERR1653422.ERS1360029","ERS1360029","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1541,11,50.338,"Temperate"
"ERR1653564.ERS1360171","ERS1360171","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1535,11,50.338,"Temperate"
"ERR1653427.ERS1360034","ERS1360034","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1811,11,50.338,"Temperate"
"ERR1653434.ERS1360041","ERS1360041","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1550,11,50.338,"Temperate"
"ERR1653468.ERS1360075","ERS1360075","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1608,11,50.338,"Temperate"
"ERR1653462.ERS1360069","ERS1360069","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1658,11,50.338,"Temperate"
"ERR1653417.ERS1360024","ERS1360024","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1584,11,50.338,"Temperate"
"ERR1653668.ERS1360275","ERS1360275","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1896,11,50.338,"Temperate"
"ERR1653442.ERS1360049","ERS1360049","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1669,11,50.338,"Temperate"
"ERR1653475.ERS1360082","ERS1360082","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1538,11,50.338,"Temperate"
"ERR1653477.ERS1360084","ERS1360084","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1713,11,50.338,"Temperate"
"ERR1653615.ERS1360222","ERS1360222","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1651,11,50.338,"Temperate"
"ERR1653421.ERS1360028","ERS1360028","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1893,11,50.338,"Temperate"
"ERR1653423.ERS1360030","ERS1360030","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1557,11,50.338,"Temperate"
"ERR1653408.ERS1360015","ERS1360015","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1897,11,50.338,"Temperate"
"ERR1653623.ERS1360230","ERS1360230","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1695,11,50.338,"Temperate"
"ERR1653444.ERS1360051","ERS1360051","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1528,11,50.338,"Temperate"
"ERR1653432.ERS1360039","ERS1360039","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1899,11,50.338,"Temperate"
"ERR1653476.ERS1360083","ERS1360083","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1416,11,50.338,"Temperate"
"ERR1653435.ERS1360042","ERS1360042","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1626,11,50.338,"Temperate"
"ERR1653466.ERS1360073","ERS1360073","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1396,11,50.338,"Temperate"
"ERR1653573.ERS1360180","ERS1360180","SGRP374566","aquatic","AMPLICON",11.1,50.338,7.75153846153846,0.894736842105263,1408,11,50.338,"Temperate"
"ERR1653474.ERS1360081","ERS1360081","SGRP374566","aquatic","AMPLICON",11.1,50.338,7.75153846153846,0.894736842105263,1370,11,50.338,"Temperate"
"ERR1653443.ERS1360050","ERS1360050","SGRP374566","aquatic","AMPLICON",11.1,50.338,7.75153846153846,0.894736842105263,1632,11,50.338,"Temperate"
"ERR1653413.ERS1360020","ERS1360020","SGRP374566","aquatic","AMPLICON",11.1,50.338,7.75153846153846,0.894736842105263,1485,11,50.338,"Temperate"
"ERR1653451.ERS1360058","ERS1360058","SGRP374566","aquatic","AMPLICON",11.1,50.338,7.75153846153846,0.894736842105263,1794,11,50.338,"Temperate"
"ERR1653419.ERS1360026","ERS1360026","SGRP374566","aquatic","AMPLICON",11.1,50.338,7.75153846153846,0.894736842105263,1519,11,50.338,"Temperate"
"ERR1653418.ERS1360025","ERS1360025","SGRP374574","aquatic","AMPLICON",11.275,50.338,7.85,12.3809523809524,1472,11,50.338,"Temperate"
"ERR1653420.ERS1360027","ERS1360027","SGRP374574","aquatic","AMPLICON",11.275,50.338,7.85,12.3809523809524,1671,11,50.338,"Temperate"
"ERR1653431.ERS1360038","ERS1360038","SGRP374574","aquatic","AMPLICON",11.275,50.338,7.85,12.3809523809524,1658,11,50.338,"Temperate"
"ERR1653661.ERS1360268","ERS1360268","SGRP374574","aquatic","AMPLICON",11.275,50.338,7.85,12.3809523809524,1435,11,50.338,"Temperate"
"ERR1771475.ERS1488749","ERS1488749","SGRP350833","aquatic","AMPLICON",11.6,21.4336,NA,8,1114,12,21.4336,"Tropics_Subtropics"
"ERR1771478.ERS1488752","ERS1488752","SGRP350833","aquatic","AMPLICON",11.6,-41.332878,NA,8,1635,12,41.332878,"Temperate"
"ERR1771481.ERS1488755","ERS1488755","SGRP350833","aquatic","AMPLICON",11.6,-41.332878,NA,8,1505,12,41.332878,"Temperate"
"ERR1771486.ERS1488760","ERS1488760","SGRP350833","aquatic","AMPLICON",11.6,-41.332878,NA,8,1587,12,41.332878,"Temperate"
"ERR1771489.ERS1488763","ERS1488763","SGRP350833","aquatic","AMPLICON",11.6,-41.332878,NA,8,1513,12,41.332878,"Temperate"
"ERR1771485.ERS1488759","ERS1488759","SGRP350833","aquatic","AMPLICON",11.6,21.4336,NA,8,1817,12,21.4336,"Tropics_Subtropics"
"ERR1771490.ERS1488764","ERS1488764","SGRP350833","aquatic","AMPLICON",11.6,-41.332878,NA,8,1592,12,41.332878,"Temperate"
"ERR1771487.ERS1488761","ERS1488761","SGRP350833","aquatic","AMPLICON",11.6,-41.332878,NA,8,1662,12,41.332878,"Temperate"
"ERR1771477.ERS1488751","ERS1488751","SGRP350833","aquatic","AMPLICON",11.6,-41.332878,NA,8,1525,12,41.332878,"Temperate"
"ERR1771502.ERS1488776","ERS1488776","SGRP350833","aquatic","AMPLICON",11.6,51.732,NA,8,1355,12,51.732,"Temperate"
"ERR1771503.ERS1488777","ERS1488777","SGRP350833","aquatic","AMPLICON",11.6,51.732,NA,8,1535,12,51.732,"Temperate"
"ERR1771483.ERS1488757","ERS1488757","SGRP350833","aquatic","AMPLICON",11.6,-41.332878,NA,8,1438,12,41.332878,"Temperate"
"ERR1771525.ERS1488799","ERS1488799","SGRP350890","aquatic","AMPLICON",11.6,21.4336,NA,8,1552,12,21.4336,"Tropics_Subtropics"
"ERR1771479.ERS1488753","ERS1488753","SGRP350890","aquatic","AMPLICON",11.6,-41.332878,NA,8,1705,12,41.332878,"Temperate"
"ERR1771495.ERS1488769","ERS1488769","SGRP350890","aquatic","AMPLICON",11.6,21.4336,NA,8,1534,12,21.4336,"Tropics_Subtropics"
"ERR1771531.ERS1488805","ERS1488805","SGRP350890","aquatic","AMPLICON",11.6,21.0463,NA,8,1462,12,21.0463,"Tropics_Subtropics"
"ERR1771528.ERS1488802","ERS1488802","SGRP350890","aquatic","AMPLICON",11.6,21.0463,NA,8,1565,12,21.0463,"Tropics_Subtropics"
"ERR1771507.ERS1488781","ERS1488781","SGRP350890","aquatic","AMPLICON",11.6,22.19,NA,8,1399,12,22.19,"Tropics_Subtropics"
"ERR1771497.ERS1488771","ERS1488771","SGRP350952","aquatic","AMPLICON",11.6,-41.332878,NA,8,1225,12,41.332878,"Temperate"
"ERR1771508.ERS1488782","ERS1488782","SGRP350952","aquatic","AMPLICON",11.6,22.19,NA,8,1172,12,22.19,"Tropics_Subtropics"
"ERR1771501.ERS1488775","ERS1488775","SGRP350952","aquatic","AMPLICON",11.6,51.732,NA,8,1171,12,51.732,"Temperate"
"ERR1771496.ERS1488770","ERS1488770","SGRP350952","aquatic","AMPLICON",11.6,-41.332878,NA,8,1188,12,41.332878,"Temperate"
"ERR1771480.ERS1488754","ERS1488754","SGRP350952","aquatic","AMPLICON",11.6,-41.332878,NA,8,1302,12,41.332878,"Temperate"
"ERR1771482.ERS1488756","ERS1488756","SGRP350952","aquatic","AMPLICON",11.6,-41.332878,NA,8,1283,12,41.332878,"Temperate"
"ERR1771488.ERS1488762","ERS1488762","SGRP350952","aquatic","AMPLICON",11.6,-41.332878,NA,8,1194,12,41.332878,"Temperate"
"ERR1771509.ERS1488783","ERS1488783","SGRP350952","aquatic","AMPLICON",11.6,22.19,NA,8,1145,12,22.19,"Tropics_Subtropics"
"ERR1771491.ERS1488765","ERS1488765","SGRP350952","aquatic","AMPLICON",11.6,-41.332878,NA,8,1344,12,41.332878,"Temperate"
"ERR1756081.ERS494199","ERS494199","SGRP85791","aquatic","AMPLICON",11.6380625714286,39.1889,NA,454.322222222222,1493,12,39.1889,"Temperate"
"SRR2126924.SRS1011102","SRS1011102","SGRP9971","aquatic;lake","AMPLICON",11.975,42.1337,8.625,12.75,1207,12,42.1337,"Temperate"
"SRR3989431.SRS1593881","SRS1593881","SGRP9971","aquatic;lake","AMPLICON",11.975,41.474889,8.625,12.75,1970,12,41.474889,"Temperate"
"SRR5884574.SRS2397162","SRS2397162","SGRP9971","aquatic;lake","AMPLICON",11.975,41.2808,8.625,12.75,2157,12,41.2808,"Temperate"
"SRR5420641.SRS2103716","SRS2103716","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1233,12,NA,"Unknown"
"SRR5420665.SRS2103740","SRS2103740","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1707,12,NA,"Unknown"
"SRR5420651.SRS2103726","SRS2103726","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1554,12,NA,"Unknown"
"SRR5420655.SRS2103730","SRS2103730","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1890,12,NA,"Unknown"
"SRR5420666.SRS2103741","SRS2103741","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1418,12,NA,"Unknown"
"SRR5420643.SRS2103717","SRS2103717","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1842,12,NA,"Unknown"
"SRR5420657.SRS2103732","SRS2103732","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,2550,12,NA,"Unknown"
"SRR5420664.SRS2103739","SRS2103739","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1305,12,NA,"Unknown"
"SRR5420663.SRS2103738","SRS2103738","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1339,12,NA,"Unknown"
"SRR5420642.SRS2103718","SRS2103718","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1467,12,NA,"Unknown"
"SRR5086031.SRS1842866","SRS1842866","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1228,12,NA,"Unknown"
"SRR5086042.SRS1842876","SRS1842876","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1608,12,NA,"Unknown"
"SRR5420660.SRS2103735","SRS2103735","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1459,12,NA,"Unknown"
"SRR5420649.SRS2103724","SRS2103724","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1479,12,NA,"Unknown"
"SRR5086034.SRS1842868","SRS1842868","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1447,12,NA,"Unknown"
"SRR5420638.SRS2103714","SRS2103714","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1153,12,NA,"Unknown"
"SRR5420648.SRS2103723","SRS2103723","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1290,12,NA,"Unknown"
"SRR5086033.SRS1842867","SRS1842867","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1359,12,NA,"Unknown"
"SRR5420662.SRS2103737","SRS2103737","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1546,12,NA,"Unknown"
"SRR5420659.SRS2103734","SRS2103734","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1203,12,NA,"Unknown"
"SRR5420646.SRS2103721","SRS2103721","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1576,12,NA,"Unknown"
"SRR5420644.SRS2103719","SRS2103719","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1237,12,NA,"Unknown"
"SRR5086041.SRS1842875","SRS1842875","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1169,12,NA,"Unknown"
"SRR5086040.SRS1842873","SRS1842873","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1725,12,NA,"Unknown"
"SRR5086036.SRS1842870","SRS1842870","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1299,12,NA,"Unknown"
"SRR5420645.SRS2103720","SRS2103720","SGRP153623","soil","AMPLICON",12.2051282051282,NA,NA,NA,1518,12,NA,"Unknown"
"SRR1623099.SRS728477","SRS728477","SGRP224326","aquatic","AMPLICON",12.3,39.0889,6.88076923076923,0.2,1204,12,39.0889,"Temperate"
"SRR1623123.SRS728501","SRS728501","SGRP224326","aquatic","AMPLICON",12.3,39.0889,6.88076923076923,0.2,1443,12,39.0889,"Temperate"
"SRR1623138.SRS728516","SRS728516","SGRP224326","aquatic","AMPLICON",12.3,39.0889,6.88076923076923,0.2,1128,12,39.0889,"Temperate"
"SRR1623095.SRS728473","SRS728473","SGRP224326","aquatic","AMPLICON",12.3,39.0889,6.88076923076923,0.2,1117,12,39.0889,"Temperate"
"SRR10256607.SRS5499992","SRS5499992","SGRP7865","aquatic","AMPLICON",12.5,22.17,7.52,7.7799,1157,12,22.17,"Tropics_Subtropics"
"ERR1669463.ERS1381072","ERS1381072","SGRP223762","aquatic","AMPLICON",12.7,69.6598,8.3,591.1,1286,13,69.6598,"Polar_Subpolar"
"ERR1669412.ERS1381021","ERS1381021","SGRP223762","aquatic","AMPLICON",12.7,70.1055,8.3,591.1,1439,13,70.1055,"Polar_Subpolar"
"ERR1669469.ERS1381078","ERS1381078","SGRP223762","aquatic","AMPLICON",12.7,69.6828,8.3,591.1,1499,13,69.6828,"Polar_Subpolar"
"ERR1520160.ERS1238492","ERS1238492","SGRP223762","aquatic","AMPLICON",12.7,30.124755,8.3,591.1,1535,13,30.124755,"Temperate"
"ERR1520148.ERS1238480","ERS1238480","SGRP223762","aquatic","AMPLICON",12.7,30.125314,8.3,591.1,1823,13,30.125314,"Temperate"
"ERR1669414.ERS1381023","ERS1381023","SGRP223762","aquatic","AMPLICON",12.7,70.10956667,8.3,591.1,1192,13,70.10956667,"Polar_Subpolar"
"ERR1520195.ERS1238527","ERS1238527","SGRP223762","aquatic","AMPLICON",12.7,30.124286,8.3,591.1,1907,13,30.124286,"Temperate"
"ERR1669428.ERS1381037","ERS1381037","SGRP223762","aquatic","AMPLICON",12.7,70.1008,8.3,591.1,1147,13,70.1008,"Polar_Subpolar"
"ERR1669426.ERS1381035","ERS1381035","SGRP223762","aquatic","AMPLICON",12.7,70.08625,8.3,591.1,1057,13,70.08625,"Polar_Subpolar"
"ERR1520153.ERS1238485","ERS1238485","SGRP223762","aquatic","AMPLICON",12.7,30.123826,8.3,591.1,2205,13,30.123826,"Temperate"
"SRR3607771.SRS1254275","SRS1254275","SGRP402865","soil;forest","AMPLICON",13,35,4.84166666666667,NA,590,13,35,"Temperate"
"SRR3607797.SRS1254269","SRS1254269","SGRP402865","soil;forest","AMPLICON",13,35,4.84166666666667,NA,604,13,35,"Temperate"
"SRR3607855.SRS1254251","SRS1254251","SGRP402865","soil;forest","AMPLICON",13,35,4.84166666666667,NA,592,13,35,"Temperate"
"SRR3607779.SRS1254264","SRS1254264","SGRP402865","soil;forest","AMPLICON",13,35,4.84166666666667,NA,741,13,35,"Temperate"
