"SampleID","BioSampleID","ComClustID","Env_cons","SeqTech_cons","Temperature_C_mean","Latitude","pH","Depth_metres_mean","Richness","Temp_bin","AbsLatitude","LatRegion"
"SRR3742414.SRS1539648","SRS1539648","SGRP332952","soil;field","AMPLICON",17.4518518518519,46.26,5.8503,NA,1138,17,46.26,"Temperate"
"SRR3742456.SRS1539688","SRS1539688","SGRP332952","soil;field","AMPLICON",17.4518518518519,46.52,5.8503,NA,1493,17,46.52,"Temperate"
"SRR5176122.SRS1922020","SRS1922020","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1749,18,42.25,"Temperate"
"SRR5176155.SRS1922031","SRS1922031","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,2275,18,42.25,"Temperate"
"SRR5176124.SRS1922019","SRS1922019","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1533,18,42.25,"Temperate"
"SRR5176071.SRS1921994","SRS1921994","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1572,18,42.25,"Temperate"
"SRR5176120.SRS1922020","SRS1922020","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1794,18,42.25,"Temperate"
"SRR5176140.SRS1922026","SRS1922026","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1663,18,42.25,"Temperate"
"SRR5176057.SRS1921990","SRS1921990","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1734,18,42.25,"Temperate"
"SRR5176061.SRS1921991","SRS1921991","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,2160,18,42.25,"Temperate"
"SRR5176133.SRS1922023","SRS1922023","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,2226,18,42.25,"Temperate"
"SRR5176146.SRS1922028","SRS1922028","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1610,18,42.25,"Temperate"
"SRR5176063.SRS1921992","SRS1921992","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1617,18,42.25,"Temperate"
"SRR5176145.SRS1922028","SRS1922028","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1851,18,42.25,"Temperate"
"SRR5176143.SRS1922027","SRS1922027","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1646,18,42.25,"Temperate"
"SRR5176134.SRS1922023","SRS1922023","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1999,18,42.25,"Temperate"
"SRR5176158.SRS1922032","SRS1922032","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,2486,18,42.25,"Temperate"
"SRR5176058.SRS1921990","SRS1921990","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1769,18,42.25,"Temperate"
"SRR5176097.SRS1922010","SRS1922010","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1514,18,42.25,"Temperate"
"SRR5176157.SRS1922032","SRS1922032","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,2194,18,42.25,"Temperate"
"SRR5176118.SRS1922018","SRS1922018","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1667,18,42.25,"Temperate"
"SRR5175913.SRS1921936","SRS1921936","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1683,18,42.25,"Temperate"
"SRR5176073.SRS1921995","SRS1921995","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1605,18,42.25,"Temperate"
"SRR5176153.SRS1922030","SRS1922030","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1525,18,42.25,"Temperate"
"SRR5176066.SRS1921993","SRS1921993","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,2022,18,42.25,"Temperate"
"SRR5176117.SRS1922018","SRS1922018","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1539,18,42.25,"Temperate"
"SRR5176060.SRS1921991","SRS1921991","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,2080,18,42.25,"Temperate"
"SRR5176059.SRS1921990","SRS1921990","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1536,18,42.25,"Temperate"
"SRR5176121.SRS1922020","SRS1922020","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1525,18,42.25,"Temperate"
"SRR5176160.SRS1922033","SRS1922033","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1736,18,42.25,"Temperate"
"SRR5176068.SRS1921993","SRS1921993","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1538,18,42.25,"Temperate"
"SRR5176069.SRS1921994","SRS1921994","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1627,18,42.25,"Temperate"
"SRR5176070.SRS1921994","SRS1921994","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,2024,18,42.25,"Temperate"
"SRR5176123.SRS1922019","SRS1922019","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,2215,18,42.25,"Temperate"
"SRR5176062.SRS1921991","SRS1921991","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,2228,18,42.25,"Temperate"
"SRR5176159.SRS1922032","SRS1922032","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,2103,18,42.25,"Temperate"
"SRR5176135.SRS1922024","SRS1922024","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1683,18,42.25,"Temperate"
"SRR5176156.SRS1922031","SRS1922031","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,2484,18,42.25,"Temperate"
"SRR5176072.SRS1921995","SRS1921995","SGRP198587","aquatic","AMPLICON",17.5,42.25,NA,NA,1652,18,42.25,"Temperate"
"SRR1605895.SRS717731","SRS717731","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2376,18,41.5259,"Temperate"
"SRR1605124.SRS707998","SRS707998","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2819,18,41.5259,"Temperate"
"SRR1605488.SRS717601","SRS717601","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,1991,18,41.5259,"Temperate"
"SRR1614624.SRS723394","SRS723394","SGRP293781","aquatic","AMPLICON",17.689375,41.79,7.66354166666667,3,1965,18,41.79,"Temperate"
"SRR1605844.SRS717698","SRS717698","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,1855,18,41.5259,"Temperate"
"SRR1605842.SRS717696","SRS717696","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2084,18,41.5259,"Temperate"
"SRR1605495.SRS717608","SRS717608","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2972,18,41.5259,"Temperate"
"SRR1605491.SRS717604","SRS717604","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2304,18,41.5259,"Temperate"
"SRR1605489.SRS708003","SRS708003","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,1811,18,41.5259,"Temperate"
"SRR1605730.SRS717639","SRS717639","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2222,18,41.5259,"Temperate"
"SRR1605125.SRS708001","SRS708001","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,1958,18,41.5259,"Temperate"
"SRR1605848.SRS717702","SRS717702","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2037,18,41.5259,"Temperate"
"SRR1605769.SRS717655","SRS717655","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2937,18,41.5259,"Temperate"
"SRR1605805.SRS717677","SRS717677","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,1853,18,41.5259,"Temperate"
"SRR1605098.SRS707992","SRS707992","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2917,18,41.5259,"Temperate"
"SRR1612105.SRS717676","SRS717676","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,3233,18,41.5259,"Temperate"
"SRR1605126.SRS708002","SRS708002","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2729,18,41.5259,"Temperate"
"SRR1605841.SRS717695","SRS717695","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2162,18,41.5259,"Temperate"
"SRR1605743.SRS717644","SRS717644","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2512,18,41.5259,"Temperate"
"SRR1605824.SRS717682","SRS717682","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,1774,18,41.5259,"Temperate"
"SRR1617408.SRS717612","SRS717612","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2539,18,41.5259,"Temperate"
"SRR1605490.SRS717603","SRS717603","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2241,18,41.5259,"Temperate"
"SRR1614620.SRS723390","SRS723390","SGRP293781","aquatic","AMPLICON",17.689375,41.79,7.66354166666667,3,2798,18,41.79,"Temperate"
"SRR1605492.SRS717605","SRS717605","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2450,18,41.5259,"Temperate"
"SRR1605096.SRS706847","SRS706847","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,3213,18,41.5259,"Temperate"
"SRR1605887.SRS717724","SRS717724","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2479,18,41.5259,"Temperate"
"SRR1605487.SRS717600","SRS717600","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,2645,18,41.5259,"Temperate"
"SRR1614628.SRS723398","SRS723398","SGRP293781","aquatic","AMPLICON",17.689375,41.83,7.66354166666667,3,3265,18,41.83,"Temperate"
"SRR1605838.SRS717694","SRS717694","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,3028,18,41.5259,"Temperate"
"SRR1605899.SRS717736","SRS717736","SGRP293781","aquatic","AMPLICON",17.689375,41.5259,7.66354166666667,3,1913,18,41.5259,"Temperate"
"SRR1614623.SRS723393","SRS723393","SGRP293781","aquatic","AMPLICON",17.689375,41.79,7.66354166666667,3,2581,18,41.79,"Temperate"
"ERR1773423.ERS1490952","ERS1490952","SGRP332719","aquatic","AMPLICON",17.9888888888889,12.120967,NA,15.0643137254902,1562,18,12.120967,"Tropics_Subtropics"
"ERR1879780.ERS491570","ERS491570","SGRP231805","aquatic","AMPLICON",18.2006533333333,-29.6267,NA,161.666666666667,1656,18,29.6267,"Tropics_Subtropics"
"ERR1756212.ERS491572","ERS491572","SGRP231805","aquatic","AMPLICON",18.2006533333333,-29.6267,NA,161.666666666667,1992,18,29.6267,"Tropics_Subtropics"
"ERR1879902.ERS491670","ERS491670","SGRP231805","aquatic","AMPLICON",18.2006533333333,-28.2203,NA,161.666666666667,1751,18,28.2203,"Tropics_Subtropics"
"ERR1879843.ERS493491","ERS493491","SGRP231872","aquatic","AMPLICON",18.4509938571429,32.6419,NA,5,1523,18,32.6419,"Temperate"
"ERR1879863.ERS493517","ERS493517","SGRP231872","aquatic","AMPLICON",18.4509938571429,33.0234,NA,5,1741,18,33.0234,"Temperate"
"SRR3742429.SRS1539662","SRS1539662","SGRP333055","soil;field","AMPLICON",18.4857142857143,46.49,7.21007142857143,NA,1600,18,46.49,"Temperate"
"SRR3742465.SRS1539699","SRS1539699","SGRP333055","soil;field","AMPLICON",18.4857142857143,46.53,7.21007142857143,NA,1537,18,46.53,"Temperate"
"ERR562479.ERS487930","ERS487930","SGRP254644","aquatic","AMPLICON",18.7595828,35.5572,NA,16,1243,19,35.5572,"Temperate"
"ERR562705.ERS477989","ERS477989","SGRP231793","aquatic","AMPLICON",18.7960083529412,42.1874,NA,32.0454545454545,948,19,42.1874,"Temperate"
"ERR1756105.ERS494341","ERS494341","SGRP231801","aquatic","AMPLICON",18.8003714,31.8366,NA,12,2788,19,31.8366,"Temperate"
"ERR1756002.ERS494403","ERS494403","SGRP231801","aquatic","AMPLICON",18.8003714,34.0491,NA,12,1347,19,34.0491,"Temperate"
"ERR1879740.ERS494499","ERS494499","SGRP231801","aquatic","AMPLICON",18.8003714,35.7956,NA,12,1976,19,35.7956,"Temperate"
"ERR1755922.ERS494341","ERS494341","SGRP231801","aquatic","AMPLICON",18.8003714,31.8366,NA,12,1555,19,31.8366,"Temperate"
"ERR1756173.ERS494501","ERS494501","SGRP231801","aquatic","AMPLICON",18.8003714,35.7956,NA,12,1746,19,35.7956,"Temperate"
"ERR1756365.ERS494403","ERS494403","SGRP231801","aquatic","AMPLICON",18.8003714,34.0491,NA,12,2225,19,34.0491,"Temperate"
"ERR1756169.ERS494304","ERS494304","SGRP231801","aquatic","AMPLICON",18.8003714,32.9705,NA,12,2036,19,32.9705,"Temperate"
"ERR1756270.ERS494248","ERS494248","SGRP231801","aquatic","AMPLICON",18.8003714,34.8341,NA,12,2084,19,34.8341,"Temperate"
"ERR1879940.ERS494452","ERS494452","SGRP231801","aquatic","AMPLICON",18.8003714,35.8591,NA,12,1829,19,35.8591,"Temperate"
"ERR1755971.ERS494454","ERS494454","SGRP231801","aquatic","AMPLICON",18.8003714,35.8591,NA,12,1690,19,35.8591,"Temperate"
"ERR562364.ERS488446","ERS488446","SGRP231852","aquatic","AMPLICON",18.89819575,39.8401,NA,5,1395,19,39.8401,"Temperate"
"ERR562472.ERS478008","ERS478008","SGRP231852","aquatic","AMPLICON",18.89819575,42.1715,NA,5,1037,19,42.1715,"Temperate"
"ERR562484.ERS488469","ERS488469","SGRP231852","aquatic","AMPLICON",18.89819575,39.8346,NA,5,1117,19,39.8346,"Temperate"
"ERR1756167.ERS488288","ERS488288","SGRP231852","aquatic","AMPLICON",18.89819575,39.9133,NA,5,1192,19,39.9133,"Temperate"
"ERR562590.ERS488249","ERS488249","SGRP231852","aquatic","AMPLICON",18.89819575,40.6686,NA,5,1433,19,40.6686,"Temperate"
"ERR1879741.ERS494754","ERS494754","SGRP231800","aquatic","AMPLICON",18.979535,44.0782,NA,49.375,1277,19,44.0782,"Temperate"
"ERR562447.ERS478049","ERS478049","SGRP231800","aquatic","AMPLICON",18.979535,33.93,NA,49.375,1374,19,33.93,"Temperate"
"ERR1756328.ERS494711","ERS494711","SGRP231800","aquatic","AMPLICON",18.979535,44.0774,NA,49.375,1288,19,44.0774,"Temperate"
"SRR10097806.SRS5371941","SRS5371941","SGRP120283","soil;forest","AMPLICON",18.998634903,62.35066,6.333,0,1210,19,62.35066,"Polar_Subpolar"
"SRR10097805.SRS5371942","SRS5371942","SGRP120283","soil;forest","AMPLICON",18.998634903,62.35066,6.333,0,972,19,62.35066,"Polar_Subpolar"
"SRR5178753.SRS1922061","SRS1922061","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,956,19,42.25,"Temperate"
"SRR5178737.SRS1922056","SRS1922056","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1141,19,42.25,"Temperate"
"SRR5178754.SRS1922061","SRS1922061","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1195,19,42.25,"Temperate"
"SRR5178727.SRS1922052","SRS1922052","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1266,19,42.25,"Temperate"
"SRR5179035.SRS1922064","SRS1922064","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1087,19,42.25,"Temperate"
"SRR5178731.SRS1922054","SRS1922054","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1408,19,42.25,"Temperate"
"SRR5178697.SRS1922042","SRS1922042","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,969,19,42.25,"Temperate"
"SRR5178730.SRS1922053","SRS1922053","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1094,19,42.25,"Temperate"
"SRR5178736.SRS1922055","SRS1922055","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,968,19,42.25,"Temperate"
"SRR5178733.SRS1922054","SRS1922054","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1291,19,42.25,"Temperate"
"SRR5178738.SRS1922056","SRS1922056","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1381,19,42.25,"Temperate"
"SRR5178751.SRS1922060","SRS1922060","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,971,19,42.25,"Temperate"
"SRR5178692.SRS1922041","SRS1922041","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,2041,19,42.25,"Temperate"
"SRR5178752.SRS1922061","SRS1922061","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1167,19,42.25,"Temperate"
"SRR5178694.SRS1922041","SRS1922041","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1283,19,42.25,"Temperate"
"SRR5178729.SRS1922053","SRS1922053","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1076,19,42.25,"Temperate"
"SRR5178721.SRS1922050","SRS1922050","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,999,19,42.25,"Temperate"
"SRR5178726.SRS1922052","SRS1922052","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1189,19,42.25,"Temperate"
"SRR5178739.SRS1922056","SRS1922056","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1312,19,42.25,"Temperate"
"SRR5178725.SRS1922052","SRS1922052","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1116,19,42.25,"Temperate"
"SRR5178742.SRS1922057","SRS1922057","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1135,19,42.25,"Temperate"
"SRR5179034.SRS1922064","SRS1922064","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1194,19,42.25,"Temperate"
"SRR5178732.SRS1922054","SRS1922054","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1942,19,42.25,"Temperate"
"SRR5178734.SRS1922055","SRS1922055","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1561,19,42.25,"Temperate"
"SRR5178735.SRS1922055","SRS1922055","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1257,19,42.25,"Temperate"
"SRR5178690.SRS1922040","SRS1922040","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1345,19,42.25,"Temperate"
"SRR5178728.SRS1922053","SRS1922053","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1337,19,42.25,"Temperate"
"SRR5178691.SRS1922040","SRS1922040","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1546,19,42.25,"Temperate"
"SRR5178745.SRS1922058","SRS1922058","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,992,19,42.25,"Temperate"
"SRR5178740.SRS1922057","SRS1922057","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1267,19,42.25,"Temperate"
"SRR5178743.SRS1922058","SRS1922058","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1019,19,42.25,"Temperate"
"SRR5178693.SRS1922041","SRS1922041","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1190,19,42.25,"Temperate"
"SRR5178699.SRS1922043","SRS1922043","SGRP18093","aquatic","AMPLICON",19,42.25,NA,NA,1039,19,42.25,"Temperate"
"SRR5486636.SRS2153168","SRS2153168","SGRP224360","aquatic","AMPLICON",19,41.5806,7.124,0.2,1015,19,41.5806,"Temperate"
"SRR1623106.SRS728484","SRS728484","SGRP224360","aquatic","AMPLICON",19,32.5576,7.124,0.2,1042,19,32.5576,"Temperate"
"SRR1623115.SRS728493","SRS728493","SGRP224360","aquatic","AMPLICON",19,32.5576,7.124,0.2,1334,19,32.5576,"Temperate"
"SRR1623119.SRS728497","SRS728497","SGRP224360","aquatic","AMPLICON",19,32.5576,7.124,0.2,1107,19,32.5576,"Temperate"
"ERR1773109.ERS1490638","ERS1490638","SGRP350880","aquatic","AMPLICON",19,37.704103,NA,19,1060,19,37.704103,"Temperate"
"ERR1773111.ERS1490640","ERS1490640","SGRP351057","aquatic","AMPLICON",19,37.704103,NA,14.7142857142857,1218,19,37.704103,"Temperate"
"ERR1773054.ERS1490583","ERS1490583","SGRP351057","aquatic","AMPLICON",19,40.8,NA,14.7142857142857,1334,19,40.8,"Temperate"
"ERR1773110.ERS1490639","ERS1490639","SGRP351057","aquatic","AMPLICON",19,37.704103,NA,14.7142857142857,1067,19,37.704103,"Temperate"
"ERR1773112.ERS1490641","ERS1490641","SGRP351057","aquatic","AMPLICON",19,37.704103,NA,14.7142857142857,970,19,37.704103,"Temperate"
"SRR5179905.SRS1922043","SRS1922043","SGRP9165","aquatic","AMPLICON",19,42.25,NA,NA,1203,19,42.25,"Temperate"
"SRR5179939.SRS1922054","SRS1922054","SGRP9165","aquatic","AMPLICON",19,42.25,NA,NA,992,19,42.25,"Temperate"
"SRR5179950.SRS1922058","SRS1922058","SGRP9165","aquatic","AMPLICON",19,42.25,NA,NA,947,19,42.25,"Temperate"
"SRR5179960.SRS1922061","SRS1922061","SGRP9165","aquatic","AMPLICON",19,42.25,NA,NA,982,19,42.25,"Temperate"
"SRR5179962.SRS1922062","SRS1922062","SGRP9165","aquatic","AMPLICON",19,42.25,NA,NA,1301,19,42.25,"Temperate"
"SRR5179959.SRS1922061","SRS1922061","SGRP9165","aquatic","AMPLICON",19,42.25,NA,NA,1071,19,42.25,"Temperate"
"SRR5179907.SRS1922043","SRS1922043","SGRP9165","aquatic","AMPLICON",19,42.25,NA,NA,1208,19,42.25,"Temperate"
"SRR5179955.SRS1922060","SRS1922060","SGRP9165","aquatic","AMPLICON",19,42.25,NA,NA,950,19,42.25,"Temperate"
"SRR5179937.SRS1922054","SRS1922054","SGRP9165","aquatic","AMPLICON",19,42.25,NA,NA,990,19,42.25,"Temperate"
"SRR5179943.SRS1922056","SRS1922056","SGRP9165","aquatic","AMPLICON",19,42.25,NA,NA,965,19,42.25,"Temperate"
"SRR5179944.SRS1922056","SRS1922056","SGRP9165","aquatic","AMPLICON",19,42.25,NA,NA,983,19,42.25,"Temperate"
"SRR5179957.SRS1922060","SRS1922060","SGRP9165","aquatic","AMPLICON",19,42.25,NA,NA,1068,19,42.25,"Temperate"
"SRR5179940.SRS1922055","SRS1922055","SGRP9219","aquatic","AMPLICON",19,42.25,NA,NA,1037,19,42.25,"Temperate"
"ERR1879803.ERS489002","ERS489002","SGRP231776","aquatic","AMPLICON",19.0016936875,17.4855,NA,41.6875,1597,19,17.4855,"Tropics_Subtropics"
"ERR1879869.ERS489002","ERS489002","SGRP231776","aquatic","AMPLICON",19.0016936875,17.4855,NA,41.6875,1132,19,17.4855,"Tropics_Subtropics"
"ERR1879800.ERS489002","ERS489002","SGRP231776","aquatic","AMPLICON",19.0016936875,17.4855,NA,41.6875,1897,19,17.4855,"Tropics_Subtropics"
"ERR1879719.ERS489002","ERS489002","SGRP231776","aquatic","AMPLICON",19.0016936875,17.4855,NA,41.6875,2187,19,17.4855,"Tropics_Subtropics"
"ERR1879836.ERS489002","ERS489002","SGRP231776","aquatic","AMPLICON",19.0016936875,17.4855,NA,41.6875,1276,19,17.4855,"Tropics_Subtropics"
"SRR1957226.SRS897339","SRS897339","SGRP281535","aquatic","AMPLICON",19.2,43.0261,8.4575,0.5,3622,19,43.0261,"Temperate"
"SRR1957228.SRS897337","SRS897337","SGRP281535","aquatic","AMPLICON",19.2,43.0261,8.4575,0.5,2591,19,43.0261,"Temperate"
"SRR1957216.SRS897349","SRS897349","SGRP281535","aquatic","AMPLICON",19.2,43.0247,8.4575,0.5,1739,19,43.0247,"Temperate"
"SRR1957223.SRS897342","SRS897342","SGRP281535","aquatic","AMPLICON",19.2,43.0247,8.4575,0.5,3439,19,43.0247,"Temperate"
"SRR1957225.SRS897340","SRS897340","SGRP281535","aquatic","AMPLICON",19.2,43.0247,8.4575,0.5,2582,19,43.0247,"Temperate"
"SRR1957218.SRS897347","SRS897347","SGRP281535","aquatic","AMPLICON",19.2,43.0325,8.4575,0.5,2355,19,43.0325,"Temperate"
"SRR1957217.SRS897348","SRS897348","SGRP281535","aquatic","AMPLICON",19.2,43.0485,8.4575,0.5,3591,19,43.0485,"Temperate"
"ERR3279690.ERS3368358","ERS3368358","SGRP100704","aquatic","AMPLICON",19.25,63.8258,NA,87.3333333333333,994,19,63.8258,"Polar_Subpolar"
"SRR5180420.SRS1921937","SRS1921937","SGRP9158","aquatic","AMPLICON",19.3,42.25,NA,NA,1126,19,42.25,"Temperate"
"SRR5180330.SRS1921937","SRS1921937","SGRP9158","aquatic","AMPLICON",19.3,42.25,NA,NA,1279,19,42.25,"Temperate"
"SRR5180421.SRS1921938","SRS1921938","SGRP9158","aquatic","AMPLICON",19.3,42.25,NA,NA,968,19,42.25,"Temperate"
"SRR5180241.SRS1921937","SRS1921937","SGRP9158","aquatic","AMPLICON",19.3,42.25,NA,NA,1213,19,42.25,"Temperate"
"SRR5180423.SRS1921940","SRS1921940","SGRP9158","aquatic","AMPLICON",19.3,42.25,NA,NA,1085,19,42.25,"Temperate"
"SRR5180424.SRS1921941","SRS1921941","SGRP9158","aquatic","AMPLICON",19.3,42.25,NA,NA,947,19,42.25,"Temperate"
"SRR807492.SRS406393","SRS406393","SGRP254765","aquatic;river","AMPLICON",19.6241935483871,NA,7.79415094339623,0.590322580645161,1633,20,NA,"Unknown"
"SRR805062.SRS406375","SRS406375","SGRP254765","aquatic;river","AMPLICON",19.6241935483871,NA,7.79415094339623,0.590322580645161,1129,20,NA,"Unknown"
"SRR805105.SRS406378","SRS406378","SGRP254765","aquatic;river","AMPLICON",19.6241935483871,NA,7.79415094339623,0.590322580645161,1162,20,NA,"Unknown"
"SRR807490.SRS406391","SRS406391","SGRP254765","aquatic;river","AMPLICON",19.6241935483871,NA,7.79415094339623,0.590322580645161,1775,20,NA,"Unknown"
"SRR749059.SRS397551","SRS397551","SGRP254765","aquatic;river","AMPLICON",19.6241935483871,NA,7.79415094339623,0.590322580645161,1127,20,NA,"Unknown"
"SRR816274.SRS408583","SRS408583","SGRP254765","aquatic;river","AMPLICON",19.6241935483871,44.885617,7.79415094339623,0.590322580645161,1656,20,44.885617,"Temperate"
"SRR805501.SRS406390","SRS406390","SGRP254765","aquatic;river","AMPLICON",19.6241935483871,NA,7.79415094339623,0.590322580645161,2047,20,NA,"Unknown"
"SRR816005.SRS406416","SRS406416","SGRP254765","aquatic;river","AMPLICON",19.6241935483871,NA,7.79415094339623,0.590322580645161,1362,20,NA,"Unknown"
"SRR816006.SRS406417","SRS406417","SGRP254765","aquatic;river","AMPLICON",19.6241935483871,NA,7.79415094339623,0.590322580645161,1458,20,NA,"Unknown"
"SRR816273.SRS408582","SRS408582","SGRP254765","aquatic;river","AMPLICON",19.6241935483871,44.885617,7.79415094339623,0.590322580645161,1406,20,44.885617,"Temperate"
"SRR816275.SRS408585","SRS408585","SGRP254765","aquatic;river","AMPLICON",19.6241935483871,44.885617,7.79415094339623,0.590322580645161,1632,20,44.885617,"Temperate"
"SRR816000.SRS406411","SRS406411","SGRP254765","aquatic;river","AMPLICON",19.6241935483871,NA,7.79415094339623,0.590322580645161,1496,20,NA,"Unknown"
"SRR805453.SRS406387","SRS406387","SGRP254765","aquatic;river","AMPLICON",19.6241935483871,NA,7.79415094339623,0.590322580645161,1848,20,NA,"Unknown"
"SRR815968.SRS406403","SRS406403","SGRP254765","aquatic;river","AMPLICON",19.6241935483871,NA,7.79415094339623,0.590322580645161,1308,20,NA,"Unknown"
"SRR816008.SRS406419","SRS406419","SGRP254765","aquatic;river","AMPLICON",19.6241935483871,NA,7.79415094339623,0.590322580645161,1253,20,NA,"Unknown"
