"SampleID","ComClustID","Env_cons","Temperature_C_mean","pH_mean","Richness","Temp_bin","weight"
"SRR1583230.SRS707215","SGRP262780","aquatic",6.39166666666667,7.91666666666667,698,6,18
"SRR1583232.SRS707217","SGRP262780","aquatic",6.39166666666667,7.91666666666667,607,6,18
"SRR1583224.SRS707209","SGRP262780","aquatic",6.39166666666667,7.91666666666667,900,6,18
"SRR1583214.SRS707199","SGRP262780","aquatic",6.39166666666667,7.91666666666667,1235,6,18
"SRR1583225.SRS707210","SGRP262780","aquatic",6.39166666666667,7.91666666666667,1029,6,18
"SRR1583226.SRS707211","SGRP262780","aquatic",6.39166666666667,7.91666666666667,971,6,18
"SRR1583231.SRS707216","SGRP262780","aquatic",6.39166666666667,7.91666666666667,682,6,18
"SRR1583219.SRS707204","SGRP262757","aquatic",6.6,8,1283,7,47
"SRR1583216.SRS707201","SGRP262757","aquatic",6.6,8,1708,7,47
"SRR1583218.SRS707203","SGRP262757","aquatic",6.6,8,1232,7,47
"SRR1583215.SRS707200","SGRP262757","aquatic",6.6,8,1948,7,47
"ERR594322.ERS492685","SGRP69837","aquatic",6.95999881818182,7.41047619047619,1788,7,47
"ERR599115.ERS493460","SGRP69837","aquatic",6.95999881818182,7.41047619047619,2404,7,47
"ERR599166.ERS494208","SGRP69837","aquatic",6.95999881818182,7.41047619047619,2231,7,47
"ERR599164.ERS489987","SGRP69837","aquatic",6.95999881818182,7.41047619047619,1395,7,47
"ERR598971.ERS492205","SGRP69837","aquatic",6.95999881818182,7.41047619047619,1912,7,47
"ERR599086.ERS492381","SGRP69837","aquatic",6.95999881818182,7.41047619047619,1960,7,47
"ERR599047.ERS494274","SGRP69837","aquatic",6.95999881818182,7.41047619047619,1813,7,47
"ERR598985.ERS494006","SGRP69837","aquatic",6.95999881818182,7.41047619047619,2035,7,47
"ERR599083.ERS492680","SGRP69837","aquatic",6.95999881818182,7.41047619047619,1254,7,47
"ERR598964.ERS494431","SGRP69837","aquatic",6.95999881818182,7.41047619047619,2061,7,47
"ERR599112.ERS489727","SGRP69837","aquatic",6.95999881818182,7.41047619047619,2428,7,47
"ERR599159.ERS490714","SGRP69837","aquatic",6.95999881818182,7.41047619047619,2535,7,47
"ERR599000.ERS490633","SGRP69837","aquatic",6.95999881818182,7.41047619047619,2129,7,47
"ERR598947.ERS490230","SGRP69837","aquatic",6.95999881818182,7.41047619047619,1760,7,47
"ERR599072.ERS492471","SGRP69837","aquatic",6.95999881818182,7.41047619047619,2037,7,47
"ERR598960.ERS490065","SGRP69837","aquatic",6.95999881818182,7.41047619047619,2172,7,47
"ERR594302.ERS490238","SGRP69837","aquatic",6.95999881818182,7.41047619047619,1843,7,47
"ERR598999.ERS492680","SGRP69837","aquatic",6.95999881818182,7.41047619047619,1211,7,47
"ERR599071.ERS491767","SGRP69837","aquatic",6.95999881818182,7.41047619047619,1893,7,47
"ERR598944.ERS494616","SGRP69837","aquatic",6.95999881818182,7.41047619047619,1989,7,47
"ERR599132.ERS491980","SGRP69837","aquatic",6.95999881818182,7.41047619047619,1499,7,47
"SRR4028175.SRS1386501","SGRP69837","aquatic",6.95999881818182,7.41047619047619,1798,7,47
"ERR599096.ERS492680","SGRP69837","aquatic",6.95999881818182,7.41047619047619,1236,7,47
"ERR598980.ERS493372","SGRP69837","aquatic",6.95999881818182,7.41047619047619,2296,7,47
"ERR594305.ERS492684","SGRP69837","aquatic",6.95999881818182,7.41047619047619,1343,7,47
"ERR1897291.ERS1627729","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1602,7,47
"ERR1897407.ERS1627845","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1639,7,47
"ERR1897486.ERS1627924","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1361,7,47
"ERR1896703.ERS1627141","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1825,7,47
"ERR1897470.ERS1627908","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1765,7,47
"ERR1897126.ERS1627564","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1670,7,47
"ERR1897238.ERS1627676","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1241,7,47
"ERR1897259.ERS1627697","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1495,7,47
"ERR1896673.ERS1627111","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1313,7,47
"ERR1896662.ERS1627100","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1296,7,47
"ERR1896692.ERS1627130","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1370,7,47
"ERR1897284.ERS1627722","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1726,7,47
"ERR1896661.ERS1627099","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1541,7,47
"ERR1896640.ERS1627078","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1396,7,47
"ERR1897216.ERS1627654","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1253,7,47
"ERR1896639.ERS1627077","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1251,7,47
"ERR1897274.ERS1627712","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1299,7,47
"ERR1897386.ERS1627824","SGRP251514","aquatic;lake",7.47272727272727,7.97904761904762,1306,7,47
"ERR1531084.ERS1248248","SGRP302248","aquatic",8.23333333333333,8.71666666666667,1338,8,21
"ERR392316.ERS387026","SGRP302248","aquatic",8.23333333333333,8.71666666666667,1113,8,21
"ERR1531083.ERS1248247","SGRP302248","aquatic",8.23333333333333,8.71666666666667,1164,8,21
"ERR392346.ERS387056","SGRP302248","aquatic",8.23333333333333,8.71666666666667,1175,8,21
"ERR1531064.ERS1248228","SGRP302248","aquatic",8.23333333333333,8.71666666666667,1202,8,21
"ERR392340.ERS387050","SGRP302248","aquatic",8.23333333333333,8.71666666666667,1285,8,21
"ERR1897050.ERS1627488","SGRP251465","aquatic;lake",8.23888888888889,8.13277777777778,673,8,21
"SRR6029405.SRS2508860","SGRP219912","aquatic;estuary",8.25,7.65714285714286,1044,8,21
"SRR6029417.SRS2508846","SGRP219912","aquatic;estuary",8.25,7.65714285714286,2025,8,21
"SRR6029497.SRS2508766","SGRP219912","aquatic;estuary",8.25,7.65714285714286,1286,8,21
"SRR6029499.SRS2508764","SGRP219912","aquatic;estuary",8.25,7.65714285714286,1514,8,21
"SRR6029550.SRS2508713","SGRP219912","aquatic;estuary",8.25,7.65714285714286,1265,8,21
"SRR6029556.SRS2508706","SGRP219912","aquatic;estuary",8.25,7.65714285714286,2058,8,21
"SRR6029460.SRS2508803","SGRP219912","aquatic;estuary",8.25,7.65714285714286,884,8,21
"SRR6029526.SRS2508737","SGRP219912","aquatic;estuary",8.25,7.65714285714286,1323,8,21
"SRR6029493.SRS2508770","SGRP219912","aquatic;estuary",8.25,7.65714285714286,1356,8,21
"SRR6029453.SRS2508812","SGRP219912","aquatic;estuary",8.25,7.65714285714286,1613,8,21
"SRR6029476.SRS2508787","SGRP219912","aquatic;estuary",8.25,7.65714285714286,1376,8,21
"SRR6029403.SRS2508858","SGRP219912","aquatic;estuary",8.25,7.65714285714286,620,8,21
"SRR6029424.SRS2508838","SGRP219912","aquatic;estuary",8.25,7.65714285714286,612,8,21
"SRR6029409.SRS2508852","SGRP219912","aquatic;estuary",8.25,7.65714285714286,2146,8,21
"SRR1552722.SRS685771","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2603,9,64
"SRR1552641.SRS685691","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2600,9,64
"SRR1552645.SRS685695","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2602,9,64
"SRR1552699.SRS685749","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2599,9,64
"SRR1552640.SRS685690","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2603,9,64
"SRR1552650.SRS685700","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2601,9,64
"SRR1552623.SRS685673","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2608,9,64
"SRR1552651.SRS685701","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2600,9,64
"SRR1552638.SRS685688","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2602,9,64
"SRR1552695.SRS685745","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2601,9,64
"SRR1552652.SRS685702","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2601,9,64
"SRR1552643.SRS685693","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2602,9,64
"SRR1552642.SRS685692","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2602,9,64
"SRR1552637.SRS685687","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2605,9,64
"SRR1552672.SRS685722","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2602,9,64
"SRR1552625.SRS685675","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2605,9,64
"SRR1552631.SRS685681","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2599,9,64
"SRR1552682.SRS685732","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2605,9,64
"SRR1552632.SRS685682","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2602,9,64
"SRR1552648.SRS685698","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2602,9,64
"SRR1552691.SRS685742","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2606,9,64
"SRR1552671.SRS685721","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2600,9,64
"SRR1552710.SRS685760","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2602,9,64
"SRR1552686.SRS685736","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2604,9,64
"SRR1552628.SRS685678","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2601,9,64
"SRR1552659.SRS685709","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2599,9,64
"SRR1552634.SRS685684","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2602,9,64
"SRR1552656.SRS685706","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2599,9,64
"SRR1552683.SRS685733","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2599,9,64
"SRR1552664.SRS685713","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2603,9,64
"SRR1552644.SRS685694","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2599,9,64
"SRR1552630.SRS685680","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2603,9,64
"SRR1552666.SRS685716","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2605,9,64
"SRR1552635.SRS685685","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2607,9,64
"SRR1552668.SRS685718","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2600,9,64
"SRR1552670.SRS685720","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2599,9,64
"SRR1552714.SRS685764","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2604,9,64
"SRR1552678.SRS685728","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2600,9,64
"SRR1552622.SRS685672","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2601,9,64
"SRR1552689.SRS685739","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2608,9,64
"SRR1552704.SRS685753","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2601,9,64
"SRR1552723.SRS685772","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2599,9,64
"SRR1552708.SRS685758","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2607,9,64
"SRR1552698.SRS685748","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2599,9,64
"SRR1552693.SRS685744","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2600,9,64
"SRR1552680.SRS685730","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2607,9,64
"SRR1552721.SRS685769","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2605,9,64
"SRR1552679.SRS685729","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2599,9,64
"SRR1552681.SRS685731","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2600,9,64
"SRR1552705.SRS685755","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2601,9,64
"SRR1552703.SRS685754","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2604,9,64
"SRR1552709.SRS685759","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2600,9,64
"SRR1552619.SRS685671","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2602,9,64
"SRR1552692.SRS685743","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2601,9,64
"SRR1552621.SRS685670","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2609,9,64
"SRR1552624.SRS685674","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2607,9,64
"SRR1552702.SRS685752","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2602,9,64
"SRR1552669.SRS685719","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2600,9,64
"SRR1552674.SRS685724","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2605,9,64
"SRR1552673.SRS685723","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2599,9,64
"SRR1552657.SRS685707","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2603,9,64
"SRR1552712.SRS685762","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2600,9,64
"SRR1552627.SRS685677","SGRP322192","aquatic;lake",8.51641791044776,7.63826666666667,2602,9,64
"SRR3286067.SRS1357092","SGRP215530","aquatic",9.43618162114286,6.58955617628571,6670,9,64
"ERR1531055.ERS1248219","SGRP302249","aquatic",10.54,8.846,1452,11,63
"ERR392334.ERS387044","SGRP302249","aquatic",10.54,8.846,1406,11,63
"SRR3742513.SRS1539745","SGRP333023","soil;field",10.9421052631579,8.32657894736842,1874,11,63
"SRR3742487.SRS1539720","SGRP333023","soil;field",10.9421052631579,8.32657894736842,1371,11,63
"SRR3742499.SRS1539731","SGRP333023","soil;field",10.9421052631579,8.32657894736842,1527,11,63
"SRR3742495.SRS1539728","SGRP333023","soil;field",10.9421052631579,8.32657894736842,1570,11,63
"SRR3742474.SRS1539707","SGRP333023","soil;field",10.9421052631579,8.32657894736842,1430,11,63
"SRR3742508.SRS1539740","SGRP333023","soil;field",10.9421052631579,8.32657894736842,1742,11,63
"ERR1653409.ERS1360016","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1556,11,63
"ERR1653448.ERS1360055","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1983,11,63
"ERR1653615.ERS1360222","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1651,11,63
"ERR1653432.ERS1360039","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1899,11,63
"ERR1653466.ERS1360073","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1396,11,63
"ERR1653421.ERS1360028","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1893,11,63
"ERR1653408.ERS1360015","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1897,11,63
"ERR1653427.ERS1360034","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1811,11,63
"ERR1653415.ERS1360022","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1411,11,63
"ERR1653411.ERS1360018","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1744,11,63
"ERR1653508.ERS1360115","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1371,11,63
"ERR1653417.ERS1360024","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1584,11,63
"ERR1653433.ERS1360040","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1657,11,63
"ERR1653464.ERS1360071","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1360,11,63
"ERR1653486.ERS1360093","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1509,11,63
"ERR1653412.ERS1360019","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1786,11,63
"ERR1653422.ERS1360029","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1541,11,63
"ERR1653452.ERS1360059","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1541,11,63
"ERR1653454.ERS1360061","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1468,11,63
"ERR1653434.ERS1360041","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1550,11,63
"ERR1653475.ERS1360082","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1538,11,63
"ERR1653668.ERS1360275","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1896,11,63
"ERR1653656.ERS1360263","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1928,11,63
"ERR1653506.ERS1360113","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1411,11,63
"ERR1653445.ERS1360052","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1520,11,63
"ERR1653564.ERS1360171","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1535,11,63
"ERR1653481.ERS1360088","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1610,11,63
"ERR1653462.ERS1360069","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1658,11,63
"ERR1653477.ERS1360084","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1713,11,63
"ERR1653438.ERS1360045","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1771,11,63
"ERR1653591.ERS1360198","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1368,11,63
"ERR1653440.ERS1360047","SGRP374573","aquatic",11.0878787878788,7.66272727272727,2323,11,63
"ERR1653476.ERS1360083","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1416,11,63
"ERR1653634.ERS1360241","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1349,11,63
"ERR1653489.ERS1360096","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1416,11,63
"ERR1653435.ERS1360042","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1626,11,63
"ERR1653468.ERS1360075","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1608,11,63
"ERR1653444.ERS1360051","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1528,11,63
"ERR1653442.ERS1360049","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1669,11,63
"ERR1653644.ERS1360251","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1898,11,63
"ERR1653423.ERS1360030","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1557,11,63
"ERR1653416.ERS1360023","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1824,11,63
"ERR1653635.ERS1360242","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1406,11,63
"ERR1653623.ERS1360230","SGRP374573","aquatic",11.0878787878788,7.66272727272727,1695,11,63
"ERR1653573.ERS1360180","SGRP374566","aquatic",11.1,7.75153846153846,1408,11,63
"ERR1653443.ERS1360050","SGRP374566","aquatic",11.1,7.75153846153846,1632,11,63
"ERR1653451.ERS1360058","SGRP374566","aquatic",11.1,7.75153846153846,1794,11,63
"ERR1653413.ERS1360020","SGRP374566","aquatic",11.1,7.75153846153846,1485,11,63
"ERR1653474.ERS1360081","SGRP374566","aquatic",11.1,7.75153846153846,1370,11,63
"ERR1653419.ERS1360026","SGRP374566","aquatic",11.1,7.75153846153846,1519,11,63
"ERR1653420.ERS1360027","SGRP374574","aquatic",11.275,7.85,1671,11,63
"ERR1653431.ERS1360038","SGRP374574","aquatic",11.275,7.85,1658,11,63
"ERR1653661.ERS1360268","SGRP374574","aquatic",11.275,7.85,1435,11,63
"ERR1653418.ERS1360025","SGRP374574","aquatic",11.275,7.85,1472,11,63
"ERR1418011.ERS1164955","SGRP366315","aquatic;estuary",11.4,7.93666666666667,1357,11,63
"SRR1697810.SRS783025","SGRP6428","aquatic",11.5928333333333,8.2144,983,12,17
"SRR5884574.SRS2397162","SGRP9971","aquatic;lake",11.975,8.625,2157,12,17
"SRR3989431.SRS1593881","SGRP9971","aquatic;lake",11.975,8.625,1970,12,17
"SRR2126965.SRS1011102","SGRP9971","aquatic;lake",11.975,8.625,1066,12,17
"SRR2126924.SRS1011102","SGRP9971","aquatic;lake",11.975,8.625,1207,12,17
"SRR1623095.SRS728473","SGRP224326","aquatic",12.3,6.88076923076923,1117,12,17
"SRR1623088.SRS728466","SGRP224326","aquatic",12.3,6.88076923076923,1054,12,17
"SRR5486628.SRS2153160","SGRP224326","aquatic",12.3,6.88076923076923,971,12,17
"SRR5486642.SRS2153174","SGRP224326","aquatic",12.3,6.88076923076923,1036,12,17
"SRR1623101.SRS728479","SGRP224326","aquatic",12.3,6.88076923076923,1090,12,17
"SRR1623120.SRS728498","SGRP224326","aquatic",12.3,6.88076923076923,1052,12,17
"SRR1623138.SRS728516","SGRP224326","aquatic",12.3,6.88076923076923,1128,12,17
"SRR1623099.SRS728477","SGRP224326","aquatic",12.3,6.88076923076923,1204,12,17
"SRR1623123.SRS728501","SGRP224326","aquatic",12.3,6.88076923076923,1443,12,17
"SRR10256607.SRS5499992","SGRP7865","aquatic",12.5,7.52,1157,12,17
"SRR10256608.SRS5499991","SGRP7865","aquatic",12.5,7.52,1058,12,17
"SRR10256609.SRS5499990","SGRP7865","aquatic",12.5,7.52,1025,12,17
"ERR1669463.ERS1381072","SGRP223762","aquatic",12.7,8.3,1286,13,16
"ERR1669428.ERS1381037","SGRP223762","aquatic",12.7,8.3,1147,13,16
"ERR1520160.ERS1238492","SGRP223762","aquatic",12.7,8.3,1535,13,16
"ERR1669469.ERS1381078","SGRP223762","aquatic",12.7,8.3,1499,13,16
"ERR1669426.ERS1381035","SGRP223762","aquatic",12.7,8.3,1057,13,16
"ERR1669412.ERS1381021","SGRP223762","aquatic",12.7,8.3,1439,13,16
"ERR1520153.ERS1238485","SGRP223762","aquatic",12.7,8.3,2205,13,16
"ERR1669414.ERS1381023","SGRP223762","aquatic",12.7,8.3,1192,13,16
"ERR1520195.ERS1238527","SGRP223762","aquatic",12.7,8.3,1907,13,16
"ERR1520148.ERS1238480","SGRP223762","aquatic",12.7,8.3,1823,13,16
"SRR3607779.SRS1254264","SGRP402865","soil;forest",13,4.84166666666667,741,13,16
"SRR3607778.SRS1254263","SGRP402865","soil;forest",13,4.84166666666667,720,13,16
"ERR2604400.ERS2518439","SGRP72223","aquatic",13,7,710,13,16
"SRR6312496.SRS2701545","SGRP72223","aquatic",13,7,645,13,16
"ERR2097662.ERS1875804","SGRP132216","aquatic;lake",13.0175026469333,8.10533333333333,818,13,16
"ERR2097664.ERS1875806","SGRP132216","aquatic;lake",13.0175026469333,8.10533333333333,661,13,16
"SRR1957229.SRS897336","SGRP281542","aquatic;river",13.6166666666667,8.75,970,14,27
"SRR1957210.SRS897355","SGRP281542","aquatic;river",13.6166666666667,8.75,954,14,27
"SRR1957211.SRS897354","SGRP281542","aquatic;river",13.6166666666667,8.75,950,14,27
"ERR2604097.ERS2519974","SGRP127602","aquatic",14.1357736842105,8.217625,1048,14,27
"ERR2604077.ERS2519954","SGRP127602","aquatic",14.1357736842105,8.217625,838,14,27
"ERR2604109.ERS2519986","SGRP127602","aquatic",14.1357736842105,8.217625,922,14,27
"ERR2604105.ERS2519982","SGRP127602","aquatic",14.1357736842105,8.217625,1005,14,27
"ERR2604071.ERS2519948","SGRP127602","aquatic",14.1357736842105,8.217625,945,14,27
