"SampleID","BioSampleID","ComClustID","Env_cons","SeqTech_cons","Temperature_C_mean","Latitude","pH","Depth_metres_mean","Richness","Temp_bin","Zone","n_bin"
"SRR3669432.SRS1505207","SRS1505207","SGRP2396","aquatic","AMPLICON",7.62266428571428,44.1303,NA,43.3823529411765,814,8,"temperate",34
"SRR3669452.SRS1505226","SRS1505226","SGRP2396","aquatic","AMPLICON",7.62266428571428,42.7603,NA,43.3823529411765,736,8,"temperate",34
"SRR3358808.SRS1384841","SRS1384841","SGRP215526","aquatic","AMPLICON",7.72357142857143,42.26,NA,9.13333333333333,1104,8,"temperate",34
"SRR3358817.SRS1384855","SRS1384855","SGRP215526","aquatic","AMPLICON",7.72357142857143,42.26,NA,9.13333333333333,888,8,"temperate",34
"SRR3358932.SRS1384898","SRS1384898","SGRP215526","aquatic","AMPLICON",7.72357142857143,42.26,NA,9.13333333333333,684,8,"temperate",34
"ERR1531064.ERS1248228","ERS1248228","SGRP302248","aquatic","AMPLICON",8.23333333333333,45.942894,8.71666666666667,0,1202,8,"temperate",34
"ERR392340.ERS387050","ERS387050","SGRP302248","aquatic","AMPLICON",8.23333333333333,45.652528,8.71666666666667,0,1285,8,"temperate",34
"ERR392346.ERS387056","ERS387056","SGRP302248","aquatic","AMPLICON",8.23333333333333,45.942894,8.71666666666667,0,1175,8,"temperate",34
"ERR1531084.ERS1248248","ERS1248248","SGRP302248","aquatic","AMPLICON",8.23333333333333,45.652528,8.71666666666667,0,1338,8,"temperate",34
"ERR392316.ERS387026","ERS387026","SGRP302248","aquatic","AMPLICON",8.23333333333333,45.652528,8.71666666666667,0,1113,8,"temperate",34
"ERR1531083.ERS1248247","ERS1248247","SGRP302248","aquatic","AMPLICON",8.23333333333333,45.652528,8.71666666666667,0,1164,8,"temperate",34
"ERR1897050.ERS1627488","ERS1627488","SGRP251465","aquatic;lake","AMPLICON",8.23888888888889,53.167,8.13277777777778,36.1111111111111,673,8,"temperate",34
"SRR6029417.SRS2508846","SRS2508846","SGRP219912","aquatic;estuary","AMPLICON",8.25,49.27,7.65714285714286,NA,2025,8,"temperate",34
"SRR6029476.SRS2508787","SRS2508787","SGRP219912","aquatic;estuary","AMPLICON",8.25,49.27,7.65714285714286,NA,1376,8,"temperate",34
"SRR6029493.SRS2508770","SRS2508770","SGRP219912","aquatic;estuary","AMPLICON",8.25,49.27,7.65714285714286,NA,1356,8,"temperate",34
"SRR6029550.SRS2508713","SRS2508713","SGRP219912","aquatic;estuary","AMPLICON",8.25,49.27,7.65714285714286,NA,1265,8,"temperate",34
"SRR6029499.SRS2508764","SRS2508764","SGRP219912","aquatic;estuary","AMPLICON",8.25,49.27,7.65714285714286,NA,1514,8,"temperate",34
"SRR6029453.SRS2508812","SRS2508812","SGRP219912","aquatic;estuary","AMPLICON",8.25,49.27,7.65714285714286,NA,1613,8,"temperate",34
"SRR6029424.SRS2508838","SRS2508838","SGRP219912","aquatic;estuary","AMPLICON",8.25,49.27,7.65714285714286,NA,612,8,"temperate",34
"SRR6029405.SRS2508860","SRS2508860","SGRP219912","aquatic;estuary","AMPLICON",8.25,49.27,7.65714285714286,NA,1044,8,"temperate",34
"SRR6029497.SRS2508766","SRS2508766","SGRP219912","aquatic;estuary","AMPLICON",8.25,49.27,7.65714285714286,NA,1286,8,"temperate",34
"SRR6029526.SRS2508737","SRS2508737","SGRP219912","aquatic;estuary","AMPLICON",8.25,49.27,7.65714285714286,NA,1323,8,"temperate",34
"SRR6029409.SRS2508852","SRS2508852","SGRP219912","aquatic;estuary","AMPLICON",8.25,49.27,7.65714285714286,NA,2146,8,"temperate",34
"SRR6029460.SRS2508803","SRS2508803","SGRP219912","aquatic;estuary","AMPLICON",8.25,49.27,7.65714285714286,NA,884,8,"temperate",34
"SRR6029556.SRS2508706","SRS2508706","SGRP219912","aquatic;estuary","AMPLICON",8.25,49.27,7.65714285714286,NA,2058,8,"temperate",34
"SRR6029403.SRS2508858","SRS2508858","SGRP219912","aquatic;estuary","AMPLICON",8.25,49.27,7.65714285714286,NA,620,8,"temperate",34
"SRR3669585.SRS1505164","SRS1505164","SGRP2412","aquatic","AMPLICON",8.2685,42.8342,NA,250,639,8,"temperate",34
"SRR8167307.SRS4024589","SRS4024589","SGRP2412","aquatic","AMPLICON",8.2685,42.8321,NA,250,631,8,"temperate",34
"ERR1543849.ERS1261464","ERS1261464","SGRP340798","aquatic","AMPLICON",8.90461538461538,50.15,NA,NA,1588,9,"temperate",39
"ERR392327.ERS387037","ERS387037","SGRP302245","aquatic","AMPLICON",9.04,45.652528,9.024,0,1273,9,"temperate",39
"ERR1531080.ERS1248244","ERS1248244","SGRP302245","aquatic","AMPLICON",9.04,45.652528,9.024,0,1291,9,"temperate",39
"ERR1531088.ERS1248252","ERS1248252","SGRP302245","aquatic","AMPLICON",9.04,45.322819,9.024,0,1224,9,"temperate",39
"ERR1531087.ERS1248251","ERS1248251","SGRP302245","aquatic","AMPLICON",9.04,45.322819,9.024,0,1181,9,"temperate",39
"ERR392312.ERS387022","ERS387022","SGRP302245","aquatic","AMPLICON",9.04,45.652528,9.024,0,1223,9,"temperate",39
"ERR392319.ERS387029","ERS387029","SGRP302245","aquatic","AMPLICON",9.04,45.322819,9.024,0,1154,9,"temperate",39
"ERR1531079.ERS1248243","ERS1248243","SGRP302245","aquatic","AMPLICON",9.04,45.652528,9.024,0,1143,9,"temperate",39
"ERR392336.ERS387046","ERS387046","SGRP302245","aquatic","AMPLICON",9.04,45.322819,9.024,0,1118,9,"temperate",39
"ERR1531075.ERS1248239","ERS1248239","SGRP302245","aquatic","AMPLICON",9.04,45.414297,9.024,0,1170,9,"temperate",39
"ERR392331.ERS387041","ERS387041","SGRP302245","aquatic","AMPLICON",9.04,45.414297,9.024,0,1181,9,"temperate",39
"ERR1531085.ERS1248249","ERS1248249","SGRP302245","aquatic","AMPLICON",9.04,45.652528,9.024,0,1300,9,"temperate",39
"ERR392345.ERS387055","ERS387055","SGRP302245","aquatic","AMPLICON",9.04,45.652528,9.024,0,1120,9,"temperate",39
"ERR1531076.ERS1248240","ERS1248240","SGRP302245","aquatic","AMPLICON",9.04,45.414297,9.024,0,1118,9,"temperate",39
"ERR392321.ERS387031","ERS387031","SGRP302245","aquatic","AMPLICON",9.04,45.322819,9.024,0,1151,9,"temperate",39
"ERR392324.ERS387034","ERS387034","SGRP302245","aquatic","AMPLICON",9.04,45.652528,9.024,0,1233,9,"temperate",39
"ERR392311.ERS387021","ERS387021","SGRP302245","aquatic","AMPLICON",9.04,45.414297,9.024,0,1164,9,"temperate",39
"ERR1531092.ERS1248256","ERS1248256","SGRP302245","aquatic","AMPLICON",9.04,45.322819,9.024,0,1138,9,"temperate",39
"ERR1531071.ERS1248235","ERS1248235","SGRP302245","aquatic","AMPLICON",9.04,45.414297,9.024,0,1200,9,"temperate",39
"ERR392333.ERS387043","ERS387043","SGRP302245","aquatic","AMPLICON",9.04,45.652528,9.024,0,1144,9,"temperate",39
"ERR1531093.ERS1248257","ERS1248257","SGRP302245","aquatic","AMPLICON",9.04,45.322819,9.024,0,1202,9,"temperate",39
"ERR392328.ERS387038","ERS387038","SGRP302245","aquatic","AMPLICON",9.04,45.414297,9.024,0,1133,9,"temperate",39
"ERR392325.ERS387035","ERS387035","SGRP302245","aquatic","AMPLICON",9.04,45.414297,9.024,0,1215,9,"temperate",39
"ERR1531074.ERS1248238","ERS1248238","SGRP302245","aquatic","AMPLICON",9.04,45.414297,9.024,0,1107,9,"temperate",39
"ERR1531086.ERS1248250","ERS1248250","SGRP302245","aquatic","AMPLICON",9.04,45.652528,9.024,0,1263,9,"temperate",39
"ERR1531073.ERS1248237","ERS1248237","SGRP302245","aquatic","AMPLICON",9.04,45.414297,9.024,0,1193,9,"temperate",39
"ERR1531089.ERS1248253","ERS1248253","SGRP302245","aquatic","AMPLICON",9.04,45.322819,9.024,0,1180,9,"temperate",39
"ERR1531081.ERS1248245","ERS1248245","SGRP302245","aquatic","AMPLICON",9.04,45.652528,9.024,0,1185,9,"temperate",39
"ERR392344.ERS387054","ERS387054","SGRP302245","aquatic","AMPLICON",9.04,45.322819,9.024,0,1162,9,"temperate",39
"ERR1531072.ERS1248236","ERS1248236","SGRP302245","aquatic","AMPLICON",9.04,45.414297,9.024,0,1247,9,"temperate",39
"ERR1531082.ERS1248246","ERS1248246","SGRP302245","aquatic","AMPLICON",9.04,45.652528,9.024,0,1155,9,"temperate",39
"ERR392306.ERS387016","ERS387016","SGRP302245","aquatic","AMPLICON",9.04,45.322819,9.024,0,1192,9,"temperate",39
"ERR392347.ERS387057","ERS387057","SGRP302245","aquatic","AMPLICON",9.04,45.652528,9.024,0,1103,9,"temperate",39
"ERR1543883.ERS1261498","ERS1261498","SGRP340856","aquatic","AMPLICON",9.22818181818182,50.15,NA,NA,1094,9,"temperate",39
"ERR1417952.ERS1164896","ERS1164896","SGRP366241","aquatic;estuary","AMPLICON",9.404,43.15,8.122,0,1111,9,"temperate",39
"SRR3286067.SRS1357092","SRS1357092","SGRP215530","aquatic","AMPLICON",9.43618162114286,42.26,6.58955617628571,8.54545454545454,6670,9,"temperate",39
"SRR965913.SRS476446","SRS476446","SGRP215530","aquatic","AMPLICON",9.43618162114286,42.435917,6.58955617628571,8.54545454545454,1205,9,"temperate",39
"SRR3359301.SRS1357180","SRS1357180","SGRP215530","aquatic","AMPLICON",9.43618162114286,42.26,6.58955617628571,8.54545454545454,1222,9,"temperate",39
"SRR965865.SRS476487","SRS476487","SGRP215530","aquatic","AMPLICON",9.43618162114286,42.435917,6.58955617628571,8.54545454545454,1113,9,"temperate",39
"SRR5057485.SRS1820835","SRS1820835","SGRP43267","aquatic;estuary","AMPLICON",10,44.6244,NA,NA,711,10,"temperate",28
"ERR2681732.ERS2596344","ERS2596344","SGRP45870","aquatic","AMPLICON",10,48.358916666667,NA,11.3333333333333,673,10,"temperate",28
"ERR3327326.ERS3413980","ERS3413980","SGRP45874","aquatic","AMPLICON",10,48.26666667,NA,30.5357142857143,727,10,"temperate",28
"ERR2681728.ERS2596340","ERS2596340","SGRP45874","aquatic","AMPLICON",10,48.358916666667,NA,30.5357142857143,786,10,"temperate",28
"ERR3327304.ERS3413958","ERS3413958","SGRP45874","aquatic","AMPLICON",10,48.33333333,NA,30.5357142857143,717,10,"temperate",28
"ERR3327331.ERS3413985","ERS3413985","SGRP45874","aquatic","AMPLICON",10,48.26666667,NA,30.5357142857143,677,10,"temperate",28
"ERR3327330.ERS3413984","ERS3413984","SGRP45874","aquatic","AMPLICON",10,48.26666667,NA,30.5357142857143,799,10,"temperate",28
"ERR3327307.ERS3413961","ERS3413961","SGRP45874","aquatic","AMPLICON",10,48.33333333,NA,30.5357142857143,747,10,"temperate",28
"ERR2681729.ERS2596341","ERS2596341","SGRP45874","aquatic","AMPLICON",10,48.358916666667,NA,30.5357142857143,1022,10,"temperate",28
"ERR3327306.ERS3413960","ERS3413960","SGRP45874","aquatic","AMPLICON",10,48.33333333,NA,30.5357142857143,673,10,"temperate",28
"ERR3327308.ERS3413962","ERS3413962","SGRP45874","aquatic","AMPLICON",10,48.41666667,NA,30.5357142857143,714,10,"temperate",28
"ERR3327327.ERS3413981","ERS3413981","SGRP45874","aquatic","AMPLICON",10,48.26666667,NA,30.5357142857143,675,10,"temperate",28
"SRR3286070.SRS1357104","SRS1357104","SGRP215525","aquatic","AMPLICON",10.3929411764706,42.26,NA,5.45,5178,10,"temperate",28
"SRR3286244.SRS1356991","SRS1356991","SGRP215525","aquatic","AMPLICON",10.3929411764706,42.26,NA,5.45,4923,10,"temperate",28
"SRR3358912.SRS1357117","SRS1357117","SGRP215525","aquatic","AMPLICON",10.3929411764706,42.26,NA,5.45,912,10,"temperate",28
"SRR3359237.SRS1357117","SRS1357117","SGRP215525","aquatic","AMPLICON",10.3929411764706,42.26,NA,5.45,1122,10,"temperate",28
"SRR3286242.SRS1357114","SRS1357114","SGRP215525","aquatic","AMPLICON",10.3929411764706,42.26,NA,5.45,3800,10,"temperate",28
"SRR3286245.SRS1357135","SRS1357135","SGRP215525","aquatic","AMPLICON",10.3929411764706,42.26,NA,5.45,4158,10,"temperate",28
"ERR1879901.ERS494381","ERS494381","SGRP253424","aquatic","AMPLICON",10.4037221111111,33.9044,NA,590,1801,10,"temperate",28
"ERR1879812.ERS494381","ERS494381","SGRP253424","aquatic","AMPLICON",10.4037221111111,33.9044,NA,590,1666,10,"temperate",28
"ERR1879742.ERS494623","ERS494623","SGRP253424","aquatic","AMPLICON",10.4037221111111,43.7649,NA,590,1951,10,"temperate",28
"ERR1879769.ERS493471","ERS493471","SGRP253424","aquatic","AMPLICON",10.4037221111111,35.3379,NA,590,1478,10,"temperate",28
"ERR1879686.ERS493471","ERS493471","SGRP253424","aquatic","AMPLICON",10.4037221111111,35.3379,NA,590,1386,10,"temperate",28
"ERR1879739.ERS494284","ERS494284","SGRP253424","aquatic","AMPLICON",10.4037221111111,34.6054,NA,590,1964,10,"temperate",28
"ERR1879882.ERS494436","ERS494436","SGRP253424","aquatic","AMPLICON",10.4037221111111,34.155,NA,590,1131,10,"temperate",28
"ERR1879938.ERS494226","ERS494226","SGRP253424","aquatic","AMPLICON",10.4037221111111,39.0869,NA,590,1848,10,"temperate",28
"ERR1879748.ERS494436","ERS494436","SGRP253424","aquatic","AMPLICON",10.4037221111111,34.155,NA,590,2220,10,"temperate",28
"ERR1543855.ERS1261470","ERS1261470","SGRP340831","aquatic","AMPLICON",10.4411111111111,50.15,NA,NA,705,10,"temperate",28
"ERR392334.ERS387044","ERS387044","SGRP302249","aquatic","AMPLICON",10.54,45.942894,8.846,0,1406,11,"temperate",50
"ERR1531055.ERS1248219","ERS1248219","SGRP302249","aquatic","AMPLICON",10.54,45.942894,8.846,0,1452,11,"temperate",50
"ERR1653416.ERS1360023","ERS1360023","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1824,11,"temperate",50
"ERR1653409.ERS1360016","ERS1360016","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1556,11,"temperate",50
"ERR1653486.ERS1360093","ERS1360093","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1509,11,"temperate",50
"ERR1653415.ERS1360022","ERS1360022","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1411,11,"temperate",50
"ERR1653445.ERS1360052","ERS1360052","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1520,11,"temperate",50
"ERR1653635.ERS1360242","ERS1360242","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1406,11,"temperate",50
"ERR1653438.ERS1360045","ERS1360045","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1771,11,"temperate",50
"ERR1653489.ERS1360096","ERS1360096","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1416,11,"temperate",50
"ERR1653448.ERS1360055","ERS1360055","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1983,11,"temperate",50
"ERR1653656.ERS1360263","ERS1360263","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1928,11,"temperate",50
"ERR1653481.ERS1360088","ERS1360088","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1610,11,"temperate",50
"ERR1653454.ERS1360061","ERS1360061","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1468,11,"temperate",50
"ERR1653412.ERS1360019","ERS1360019","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1786,11,"temperate",50
"ERR1653506.ERS1360113","ERS1360113","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1411,11,"temperate",50
"ERR1653452.ERS1360059","ERS1360059","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1541,11,"temperate",50
"ERR1653644.ERS1360251","ERS1360251","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1898,11,"temperate",50
"ERR1653433.ERS1360040","ERS1360040","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1657,11,"temperate",50
"ERR1653411.ERS1360018","ERS1360018","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1744,11,"temperate",50
"ERR1653440.ERS1360047","ERS1360047","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,2323,11,"temperate",50
"ERR1653422.ERS1360029","ERS1360029","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1541,11,"temperate",50
"ERR1653564.ERS1360171","ERS1360171","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1535,11,"temperate",50
"ERR1653427.ERS1360034","ERS1360034","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1811,11,"temperate",50
"ERR1653434.ERS1360041","ERS1360041","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1550,11,"temperate",50
"ERR1653468.ERS1360075","ERS1360075","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1608,11,"temperate",50
"ERR1653462.ERS1360069","ERS1360069","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1658,11,"temperate",50
"ERR1653417.ERS1360024","ERS1360024","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1584,11,"temperate",50
"ERR1653668.ERS1360275","ERS1360275","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1896,11,"temperate",50
"ERR1653442.ERS1360049","ERS1360049","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1669,11,"temperate",50
"ERR1653475.ERS1360082","ERS1360082","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1538,11,"temperate",50
"ERR1653477.ERS1360084","ERS1360084","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1713,11,"temperate",50
"ERR1653615.ERS1360222","ERS1360222","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1651,11,"temperate",50
"ERR1653421.ERS1360028","ERS1360028","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1893,11,"temperate",50
"ERR1653423.ERS1360030","ERS1360030","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1557,11,"temperate",50
"ERR1653408.ERS1360015","ERS1360015","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1897,11,"temperate",50
"ERR1653623.ERS1360230","ERS1360230","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1695,11,"temperate",50
"ERR1653444.ERS1360051","ERS1360051","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1528,11,"temperate",50
"ERR1653432.ERS1360039","ERS1360039","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1899,11,"temperate",50
"ERR1653476.ERS1360083","ERS1360083","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1416,11,"temperate",50
"ERR1653435.ERS1360042","ERS1360042","SGRP374573","aquatic","AMPLICON",11.0878787878788,50.338,7.66272727272727,8.66666666666667,1626,11,"temperate",50
"ERR1653573.ERS1360180","ERS1360180","SGRP374566","aquatic","AMPLICON",11.1,50.338,7.75153846153846,0.894736842105263,1408,11,"temperate",50
"ERR1653443.ERS1360050","ERS1360050","SGRP374566","aquatic","AMPLICON",11.1,50.338,7.75153846153846,0.894736842105263,1632,11,"temperate",50
"ERR1653413.ERS1360020","ERS1360020","SGRP374566","aquatic","AMPLICON",11.1,50.338,7.75153846153846,0.894736842105263,1485,11,"temperate",50
"ERR1653451.ERS1360058","ERS1360058","SGRP374566","aquatic","AMPLICON",11.1,50.338,7.75153846153846,0.894736842105263,1794,11,"temperate",50
"ERR1653419.ERS1360026","ERS1360026","SGRP374566","aquatic","AMPLICON",11.1,50.338,7.75153846153846,0.894736842105263,1519,11,"temperate",50
"ERR1653418.ERS1360025","ERS1360025","SGRP374574","aquatic","AMPLICON",11.275,50.338,7.85,12.3809523809524,1472,11,"temperate",50
"ERR1653420.ERS1360027","ERS1360027","SGRP374574","aquatic","AMPLICON",11.275,50.338,7.85,12.3809523809524,1671,11,"temperate",50
"ERR1653431.ERS1360038","ERS1360038","SGRP374574","aquatic","AMPLICON",11.275,50.338,7.85,12.3809523809524,1658,11,"temperate",50
"ERR1653661.ERS1360268","ERS1360268","SGRP374574","aquatic","AMPLICON",11.275,50.338,7.85,12.3809523809524,1435,11,"temperate",50
"SRR1697810.SRS783025","SRS783025","SGRP6428","aquatic","AMPLICON",11.5928333333333,41.841,8.2144,14.17,983,12,"temperate",47
"SRR1697775.SRS783025","SRS783025","SGRP6428","aquatic","AMPLICON",11.5928333333333,41.841,8.2144,14.17,774,12,"temperate",47
"SRR1697654.SRS783022","SRS783022","SGRP6428","aquatic","AMPLICON",11.5928333333333,43.333,8.2144,14.17,802,12,"temperate",47
"ERR1771478.ERS1488752","ERS1488752","SGRP350833","aquatic","AMPLICON",11.6,-41.332878,NA,8,1635,12,"temperate",47
"ERR1771481.ERS1488755","ERS1488755","SGRP350833","aquatic","AMPLICON",11.6,-41.332878,NA,8,1505,12,"temperate",47
"ERR1771486.ERS1488760","ERS1488760","SGRP350833","aquatic","AMPLICON",11.6,-41.332878,NA,8,1587,12,"temperate",47
"ERR1771489.ERS1488763","ERS1488763","SGRP350833","aquatic","AMPLICON",11.6,-41.332878,NA,8,1513,12,"temperate",47
"ERR1771490.ERS1488764","ERS1488764","SGRP350833","aquatic","AMPLICON",11.6,-41.332878,NA,8,1592,12,"temperate",47
"ERR1771487.ERS1488761","ERS1488761","SGRP350833","aquatic","AMPLICON",11.6,-41.332878,NA,8,1662,12,"temperate",47
"ERR1771477.ERS1488751","ERS1488751","SGRP350833","aquatic","AMPLICON",11.6,-41.332878,NA,8,1525,12,"temperate",47
"ERR1771502.ERS1488776","ERS1488776","SGRP350833","aquatic","AMPLICON",11.6,51.732,NA,8,1355,12,"temperate",47
"ERR1771503.ERS1488777","ERS1488777","SGRP350833","aquatic","AMPLICON",11.6,51.732,NA,8,1535,12,"temperate",47
"ERR1771483.ERS1488757","ERS1488757","SGRP350833","aquatic","AMPLICON",11.6,-41.332878,NA,8,1438,12,"temperate",47
"ERR1771479.ERS1488753","ERS1488753","SGRP350890","aquatic","AMPLICON",11.6,-41.332878,NA,8,1705,12,"temperate",47
"ERR1771494.ERS1488768","ERS1488768","SGRP350952","aquatic","AMPLICON",11.6,-41.332878,NA,8,996,12,"temperate",47
"ERR1771497.ERS1488771","ERS1488771","SGRP350952","aquatic","AMPLICON",11.6,-41.332878,NA,8,1225,12,"temperate",47
"ERR1771501.ERS1488775","ERS1488775","SGRP350952","aquatic","AMPLICON",11.6,51.732,NA,8,1171,12,"temperate",47
"ERR1771496.ERS1488770","ERS1488770","SGRP350952","aquatic","AMPLICON",11.6,-41.332878,NA,8,1188,12,"temperate",47
"ERR1771480.ERS1488754","ERS1488754","SGRP350952","aquatic","AMPLICON",11.6,-41.332878,NA,8,1302,12,"temperate",47
"ERR1771482.ERS1488756","ERS1488756","SGRP350952","aquatic","AMPLICON",11.6,-41.332878,NA,8,1283,12,"temperate",47
"ERR1771488.ERS1488762","ERS1488762","SGRP350952","aquatic","AMPLICON",11.6,-41.332878,NA,8,1194,12,"temperate",47
"ERR1771492.ERS1488766","ERS1488766","SGRP350952","aquatic","AMPLICON",11.6,-41.332878,NA,8,1111,12,"temperate",47
"ERR1771491.ERS1488765","ERS1488765","SGRP350952","aquatic","AMPLICON",11.6,-41.332878,NA,8,1344,12,"temperate",47
"ERR1771629.ERS1488903","ERS1488903","SGRP351035","aquatic","AMPLICON",11.6,37.634,NA,511.82,826,12,"temperate",47
"ERR1756081.ERS494199","ERS494199","SGRP85791","aquatic","AMPLICON",11.6380625714286,39.1889,NA,454.322222222222,1493,12,"temperate",47
"SRR2126965.SRS1011102","SRS1011102","SGRP9971","aquatic;lake","AMPLICON",11.975,42.1337,8.625,12.75,1066,12,"temperate",47
"SRR2126924.SRS1011102","SRS1011102","SGRP9971","aquatic;lake","AMPLICON",11.975,42.1337,8.625,12.75,1207,12,"temperate",47
"SRR2126966.SRS1011102","SRS1011102","SGRP9971","aquatic;lake","AMPLICON",11.975,42.1337,8.625,12.75,767,12,"temperate",47
"ERR1547107.ERS1266376","ERS1266376","SGRP9971","aquatic;lake","AMPLICON",11.975,43.107,8.625,12.75,742,12,"temperate",47
"SRR3989431.SRS1593881","SRS1593881","SGRP9971","aquatic;lake","AMPLICON",11.975,41.474889,8.625,12.75,1970,12,"temperate",47
"SRR5884574.SRS2397162","SRS2397162","SGRP9971","aquatic;lake","AMPLICON",11.975,41.2808,8.625,12.75,2157,12,"temperate",47
"SRR1623099.SRS728477","SRS728477","SGRP224326","aquatic","AMPLICON",12.3,39.0889,6.88076923076923,0.2,1204,12,"temperate",47
"SRR1623123.SRS728501","SRS728501","SGRP224326","aquatic","AMPLICON",12.3,39.0889,6.88076923076923,0.2,1443,12,"temperate",47
"SRR1623101.SRS728479","SRS728479","SGRP224326","aquatic","AMPLICON",12.3,39.0889,6.88076923076923,0.2,1090,12,"temperate",47
"SRR5486584.SRS2153116","SRS2153116","SGRP224326","aquatic","AMPLICON",12.3,32.5576,6.88076923076923,0.2,737,12,"temperate",47
"SRR1623130.SRS728508","SRS728508","SGRP224326","aquatic","AMPLICON",12.3,39.0889,6.88076923076923,0.2,899,12,"temperate",47
"SRR5486628.SRS2153160","SRS2153160","SGRP224326","aquatic","AMPLICON",12.3,41.6249,6.88076923076923,0.2,971,12,"temperate",47
"SRR1623088.SRS728466","SRS728466","SGRP224326","aquatic","AMPLICON",12.3,39.0889,6.88076923076923,0.2,1054,12,"temperate",47
"SRR1623097.SRS728475","SRS728475","SGRP224326","aquatic","AMPLICON",12.3,39.0889,6.88076923076923,0.2,881,12,"temperate",47
"SRR1623138.SRS728516","SRS728516","SGRP224326","aquatic","AMPLICON",12.3,39.0889,6.88076923076923,0.2,1128,12,"temperate",47
"SRR1623095.SRS728473","SRS728473","SGRP224326","aquatic","AMPLICON",12.3,39.0889,6.88076923076923,0.2,1117,12,"temperate",47
"SRR1623120.SRS728498","SRS728498","SGRP224326","aquatic","AMPLICON",12.3,39.0889,6.88076923076923,0.2,1052,12,"temperate",47
"SRR5486642.SRS2153174","SRS2153174","SGRP224326","aquatic","AMPLICON",12.3,41.5806,6.88076923076923,0.2,1036,12,"temperate",47
"SRR5486641.SRS2153173","SRS2153173","SGRP224326","aquatic","AMPLICON",12.3,41.5806,6.88076923076923,0.2,885,12,"temperate",47
"SRR1623090.SRS728468","SRS728468","SGRP224326","aquatic","AMPLICON",12.3,39.0889,6.88076923076923,0.2,875,12,"temperate",47
