Strain,source,data,E_lm,B0_lm,E_ss,B0_ss,Tpk,Ed,B0,E
S_thermophilus_BC-14_run2,growth,,-1.0086359578459834,-11.24369151069053,0.9183623441630236,1.8437862720340045e-5,43.54666141022271,3.5739212948984664,0.2215579358241655,0.9183623441630236
S_thermophilus_BC-14_run1,growth,,-1.2093337899417276,-12.246005009894487,1.118297917464847,8.26122581272402e-6,42.56678283396855,2.1180347198724863,-0.35966118107454864,1.118297917464847
E_coli_ONT H8_R91,growth,,-0.9234779038465842,-10.38155510212667,0.6501817576584324,6.64561873977994e-5,43.60637716696449,4.165687815463773,1.1497733825503949,0.6501817576584324
E_coli_O126_H21,growth,,-0.9187166562196672,-10.28352478130225,0.654332087397301,6.953701560639954e-5,44.15135638985296,3.38430299973036,1.1825805764260595,0.654332087397301
E_coli_NT_R31,growth,,-0.9732406250939887,-10.522567174455318,0.632487739213771,7.354636061461092e-5,44.44842323830741,3.8209225745051665,1.2231634176088926,0.632487739213771
E_coli_O81_H-_R106,growth,,-0.8831335176099265,-10.29049999611585,0.6425138522175045,6.764969510904978e-5,43.81690247185735,3.627034779925428,1.1626598345653005,0.6425138522175045
E_coli_O88_H-_R171,growth,,-1.0029578422141499,-10.797391911041462,0.7927945261600857,4.147269140011896e-5,43.867856496195685,2.3463598836128225,0.808420709699684,0.7927945261600857
E_coli_O88_H-_R172,growth,,-1.0104753223550746,-10.826643697527796,0.943128765350822,3.215244169330168e-5,39.91082690978894,1.6224199488170663,0.6241390559627094,0.943128765350822
E_coli_O157_H-,growth,,-1.0310313459514973,-10.257425897752858,0.7561082616202116,8.083181684943985e-5,41.43270991528604,2.7416296050803917,1.291544828375838,0.7561082616202116
E_coli_O157_H7,growth,,-1.055906211253827,-10.67234051747829,0.8967713342230632,4.038201930237737e-5,39.60884502459064,1.7675151387094186,0.7891267786458687,0.8967713342230632
E_coli_O111_H-,growth,,-1.122634075113657,-10.896071293909136,0.7346478860951267,5.152046854106294e-5,43.591176145210135,3.391604593609159,0.9654794642566717,0.7346478860951267
Y_enteroclitica_pH5.5,growth,,-0.9860070679045052,-13.25855363300374,1.10997127026062,1.699073125225772e-6,24.95,2.9688548540834585,-1.5045965585936316,1.10997127026062
