Strain,source,data,E_lm,B0_lm,E_ss,B0_ss,Tpk,Ed,B0,E
Y_enteroclitica_pH6,growth,,-0.9730579029922237,-12.625677697990442,1.1876409752481454,3.654548775356161e-6,22.154737036109122,1.6480472310365828,-0.950123109379688,1.1876409752481454
Krist1997_Ecoli_0.998_2mM_betaine,growth,,-0.8147331850293789,-10.724972166302662,0.7363034255431469,2.7397268321205917e-5,41.32961505279422,3.011329487010545,0.5082728375871516,0.7363034255431469
Krist1997_Ecoli_0.998,growth,,-0.877627680926526,-10.911922349605009,1.0242210479814438,1.7688246858142015e-5,34.34809128418997,1.4858109431490583,0.19150932436019372,1.0242210479814438
Krist1997_Ecoli_0.977_2mM_betaine,growth,,-0.7143641077657095,-11.332571222366706,0.6340402714134797,1.496715166278787e-5,42.97656443,3.924585402839964,0.07057726445481781,0.6340402714134797
Krist1997_Phalo_0.964_2mM_betaine,growth,,-1.0174184187994355,-11.631138300346683,0.6787317860226642,1.6920000325476476e-5,36.78682381849068,4.754019915786826,0.1593625909289121,0.6787317860226642
Krist1997_Phalo_0.892,growth,,-0.9073246584396243,-12.878547042094011,0.7868032913945683,3.3483330907926214e-6,35.123733437292856,3.565999642915273,-1.0134768341558904,0.7868032913945683
Krist1997_Phalo_0.964,growth,,-1.0528479601464809,-11.69981863903376,0.9612534386186772,1.1689446554201031e-5,32.333366744092224,1.6276439789521244,-0.10836496976016728,0.9612534386186772
Krist1997_Phalo_0.892_2mM_betaine,growth,,-0.9648623645052087,-12.332083057634785,0.7778565947805849,6.794121080672715e-6,35.26251662707287,3.1510903610622005,-0.5012064055220868,0.7778565947805849
Krist1997_Helongata_0.950_2mM_betaine,growth,,-0.9554048940738323,-11.130171521405416,0.8933763389462048,1.7759290497341264e-5,38.62839662904197,2.324697286752635,0.19441123614458677,0.8933763389462048
Krist1997_Helongata_0.752,growth,,-0.8490357598960994,-12.967447383800865,1.1511420979813838,1.548517087341497e-6,34.77139234283316,1.6770683372218285,-1.5717692676018333,1.1511420979813838
Krist1997_Helongata_0.950,growth,,-0.8750297365927707,-11.231779299062987,0.7766742961430965,1.6860074460762725e-5,39.29935122336329,3.8774851778758284,0.1567939780731449,0.7766742961430965
Krist1997_Helongata_0.752_2mM_betaine,growth,,-0.8195059073787632,-11.821417046691453,1.4523424402196263,5.810350941577826e-6,21.99299196821253,1.1366349652122876,-0.6144458343929082,1.4523424402196263
Krist1997_Saureus_0.963,growth,,-1.5135914872732001,-11.753990672381025,1.9598278261800974,9.130918592248503e-6,21.934413001783565,1.4690545433514053,-0.28719763190743747,1.9598278261800974
Krist1997_Saureus_0.997,growth,,-1.0461011333989891,-10.615386308071681,1.6149967299572712,1.9059532232893217e-5,23.72338944268405,1.2145617739466255,0.2455652049591503,1.6149967299572712
Krist1997_Sxylosus_0.909,growth,,-1.2368326163111598,-10.651164749477488,1.7381231875543854,2.8061466703362277e-5,19.360673342673515,1.6082717210068496,0.5256145952559913,1.7381231875543854
Krist1997_Sxylosus_0.949,growth,,-1.115207314055056,-10.003462337044018,1.9980578559957867,5.5991625372246636e-5,14.80533590460055,1.5517617021249954,1.025729545656006,1.9980578559957867
Krist1997_Sxylosus_0.976,growth,,-1.1991456724800826,-9.906628646436214,1.4386917183370298,4.821374062907948e-5,25.78524855312864,1.8221165472407443,0.9174554986350798,1.4386917183370298
Utkin_2004_growth,growth,,-2.069386039776522,-16.173386310319728,0.8086301003973372,2.50777207208504e-6,41.31148375650718,5.361751931344785,-1.2227503947832614,0.8086301003973372
Wahlund_1991_C_tepidum,growth,,-0.45499498348899003,-11.426493684014021,0.5250686494470079,8.46387768705352e-6,48.74871459397903,8.743175070577664,-0.342116415931643,0.5250686494470079
Warth_1978_B_megaterium,growth,,-0.3555521299433529,-8.677650142088096,0.3642384977938967,1.6720033440198852e-4,46.248647923007134,6.37858587960635,1.8177348231685528,0.3642384977938967
Wiegel_1981_T_ethanolicus,growth,,-0.36167967297664116,-11.95166047079203,0.4398699191425633,4.378121346590701e-6,72.39160124115712,2.813663431506964,-0.8193418681825545,0.4398699191425633
Zhilina_2001_H_saccharophilum,growth,,-1.229352091516003,-13.897466901024604,0.8532606416520223,3.1586805794525963e-6,43.80800797795843,1.5518655766070448,-1.055689656749239,0.8532606416520223
39667,growth,,-0.573472145242758,-12.308548988129939,0.6111988836250186,4.426212994578294e-6,39.54276280078138,3.3781328305327043,-0.8114328614357216,0.6111988836250186
39668,growth,,-0.46253775562163757,-12.012819067623898,0.4248670846536431,6.787617578442524e-6,41.828676892493405,5.01896618382576,-0.5018997298681486,0.4248670846536431
CT229,growth,,-1.0874787201840899,-14.143450132409658,2.5160016876948186,1.8886460592320073e-6,9.880262325909975,2.2643256363598203,-1.4280180232215791,2.5160016876948186
CT234,growth,,-0.9050634894572414,-12.460343484903518,0.8348122611135526,4.18237424195473e-6,26.24859758557169,3.897256310101228,-0.8524562493019588,0.8348122611135526
CT261,growth,,-0.8942587548854215,-13.56008295748737,0.7544787577385776,1.4612828505187714e-6,26.951796241157,4.6069383455201685,-1.613746662479952,0.7544787577385776
CT263,growth,,-0.8268571619619879,-13.514810074645238,0.8740887568072018,1.2688460782389576e-6,28.05096477463099,6.314362748598374,-1.7159747396632565,0.8740887568072018
CT265,growth,,-0.7208412525882405,-13.392243546031587,0.7814150969847754,1.481753671896204e-6,26.697657927973072,4.537641031845595,-1.603675233033381,0.7814150969847754
CT266,growth,,-0.6093146035054892,-13.50051552377402,0.8846852370567524,9.452584668077606e-7,29,3.4624636072571553,-1.9291119784466253,0.8846852370567524
CT348,growth,,-0.7923647693771156,-13.26122902424292,0.8124524849914695,1.7905026127499098e-6,29.69226999558238,3.8816496172187835,-1.4666512964174194,0.8124524849914695
CT405,growth,,0,0,0.5562152008451103,2.659793239906661e-6,33.052465670656716,4.072331944517739,-1.1801427120081884,0.5562152008451103
CT433,growth,,0,0,1.6216706101472287,9.393128586788856e-7,17.77473771048609,1.7921711013949946,-1.9336800157025067,1.6216706101472287
CT437,growth,,0,0,0.37643167327348853,1.5517716213745757e-6,28.08604368471325,7.512288832790753,-1.570249310496907,0.37643167327348853
CT438,growth,,0,0,1.041960215786949,7.182334238765854e-7,22.411167129274748,1.7388154193966683,-2.1279575355507006,1.041960215786949
CT439,growth,,-0.7185306729802574,-14.325403672701398,1.2411773482733726,4.1667489594760933e-7,25.806424220488267,1.4542784974738754,-2.5221452383011966,1.2411773482733726
CT467,growth,,-1.4441737211613654,-14.108940522235168,1.2743172252022235,1.1985474853755797e-6,24.83920543898939,1.8955583023193732,-1.757238637600688,1.2743172252022235
K_Adamberg_Lactococcus_lactis,res,,-0.049395438599822865,2.5863550680450067,0.06271093345101399,13.086494845916738,40.8658496907747,7.613194690867944,1.9823773130551676,0.06271093345101399
K_Adamberg_Lactobacillus_delbrueckii,res,,-0.15833211866094224,2.373016849879207,0.39436521429674326,4.764036014132331,49,2.4115232533751794,1.8019992702297414,0.39436521429674326
Dopson_2004_Fer1,res,,-0.7687542995300207,-2.0010439030889606,0.7314873652626674,0.15176763650257047,43.6395670504683,7.273971846758944,1.1867773197771148,0.7314873652626674
Hawkes_2006_1,res,,-0.4339562626710916,-3.9178099489503384,0.4413702275185591,0.01957050118104401,58.554114701955065,2.581918803338148,0.8211379917184637,0.4413702275185591
Hawkes_2006_2,res,,-0.6616766776048122,-5.039376512660883,0.5149553879889115,0.012084406265596983,56.87033111380456,3.999985724125465,0.7350787622306801,0.5149553879889115
Meeks_1971_Photosynthesis,res,,-0.7555238554639967,-14.804135458786293,0.5783731164344701,9.659818323738565e-7,69.26405949353327,4.782530588381591,-0.9489999471334759,0.5783731164344701
Fig3_A_caldus,res,,-0.3041406090641444,-14.407063629758479,0.20180771854213073,7.728859166594251e-7,52.27361830958354,20,-0.988809276126804,0.20180771854213073
Fig3_A_thiooxidans,res,,-0.5970058957462504,-14.369712589155958,0.5092118120774869,6.639800200253374e-7,35.56052788650173,5.301362853683733,-1.015920705423519,0.5092118120774869
Fig4_A_ferrooxidans,res,,-0.6444468554319671,-12.228500902208978,0.6113833257157044,5.7522462788792525e-6,51.988213636276946,2.7210895915140405,-0.6305088761592916,0.6113833257157044
Fig4_L_ferriphilum,res,,-0.9410242756298131,-13.33072079459894,1.031345746726271,1.4692606663203147e-6,39.78756983128727,2.6675652830326095,-0.8741398335746623,1.031345746726271
Fig4_L_ferrooxidans,res,,-0.8345901549050491,-13.33121240038806,0.6646190040047626,2.5257081702868477e-6,40.214905176764546,5.096465086509708,-0.7774318724356022,0.6646190040047626
Fig5_F_cyprexacervatum,res,,-0.6793285072196975,-14.523349057078146,0.5764291956761689,7.657442228476679e-7,58.54365741089532,5.103389976436067,-0.990466395003742,0.5764291956761689
Zen,res,,-0.5714245873781806,-2.738213311594953,0.7020595121605508,0.049556888431526794,39.71799827668557,2.7269824815594985,0.9869878206832415,0.7020595121605508
Knoblauch1999_ASv26_SSR,res,,-0.814377836335531,-9.3832805535653,0.708387379617316,9.003109304251692e-5,20.497030429061688,2.5622949588967874,-0.139515745059072,0.708387379617316
Knoblauch1999_LSv21_SSR,res,,-0.6537860555708241,-9.030464886909712,0.5909768276495638,1.2891872176151037e-4,29.185925352340345,3.791626433183181,-0.07542715266741554,0.5909768276495638
Knoblauch1999_LSv54_SSR,res,,-0.5916875888903133,-10.63462633784298,0.5932132181954011,2.4553373532535866e-5,15.021274701928554,4.5766350152419655,-0.3714500268682185,0.5932132181954011
Knoblauch1999_LSv514_SSR,res,,-0.6133797055765082,-8.95471044377494,0.6044142371266028,1.3369463039700056e-4,26.13106996373663,4.025925073957239,-0.06893377524527446,0.6044142371266028
Utkin_2004_dehalogenation,res,,-0.9078024618284604,-12.45976003490371,0.8172778054378697,5.680323982986993e-6,40.324340624060504,4.100377447862557,-0.6327548719973336,0.8172778054378697
